,Date,fOU_H0.9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
815,0.816,-1.3448375,0.019184686,-1.4454577,-0.07402509,-0.12232594,-0.7129006,-1.6571885,-0.18331559,-0.5445788,-1.0375549,0.024056094,-1.0278975,-0.95285183,-0.8428098,-1.5318326,-0.8883591,-1.364905,0.058064222,-0.8456043,-1.07431,-1.1526539,-0.41548023,-1.2415651,-0.15478039,0.078306414,-0.8709468,0.079304695,0.06605985,-0.094025135,-0.97836655,-0.99042886,-0.29195553,-1.348794,-1.2430755,-0.594492,-0.53711057,-1.6253719,-0.38966212,-1.6776388,-0.9746663,-0.29403612,-0.44446206,-0.6750483,-0.94924045,-0.28029892,-1.1998303,-0.75067604,-0.9909627,-0.0437269,-0.036361024,-0.28465062,-0.0066859145,-0.34110525,-0.38638115,-1.1614064,-0.24988957,-1.1553324,-0.089796446,-0.8893398,-1.175026,-0.9045223,-0.3246152,-1.3919165,-1.0724512,-0.80946386,-1.1793242,-1.6328281,-1.3016304,0.073605195,0.05771629,0.06685174,-0.14154814,-0.74442554,-1.3858075,-1.267186,-0.74623823,-1.164655,-1.3408818,-0.008047976,-0.11739594,-1.0029842,0.004873477,-0.94655174,-0.93530315,-1.6702446,-0.6927555,-0.2541291,-0.60324425,-0.9721172,-1.3643169,-0.39087728,-1.4799808,-1.1042116,-0.74160826,-1.1593719,-1.5267404,-0.84710884,-0.02098042,-1.4410394,-0.18968761,-0.94103366
816,0.817,-1.3472075,0.0121963965,-1.453803,-0.07349137,-0.11950213,-0.7369344,-1.6583982,-0.1855853,-0.55034125,-1.0359442,0.02149019,-1.0291339,-0.9664385,-0.8826852,-1.530997,-0.93870515,-1.3518428,0.05629252,-0.8330036,-1.068934,-1.1608956,-0.4117885,-1.2375675,-0.15210553,0.0742952,-0.8593525,0.07805646,0.063884735,-0.10057035,-0.9902817,-0.9810951,-0.28139707,-1.3512323,-1.2301515,-0.5882718,-0.50078076,-1.640141,-0.38298374,-1.67833,-0.9677171,-0.2889214,-0.45498332,-0.6582239,-0.9704877,-0.28740567,-1.1903045,-0.7633646,-1.0046382,-0.045293648,-0.033239633,-0.28139332,-0.0031788147,-0.33831048,-0.39121395,-1.176884,-0.25432473,-1.1474273,-0.090648755,-0.8887583,-1.1649705,-0.9058801,-0.3228764,-1.3971254,-1.0841596,-0.828749,-1.1861995,-1.6354098,-1.3069929,0.07255151,0.054988902,0.064934455,-0.13463293,-0.76563454,-1.3816977,-1.2908193,-0.7395457,-1.1953049,-1.3456596,-0.011094509,-0.11070847,-1.016674,0.0004647298,-0.92887336,-0.94679165,-1.673736,-0.71503556,-0.27077618,-0.60369414,-0.98228,-1.3578912,-0.3821815,-1.4807105,-1.1100787,-0.7390006,-1.1590006,-1.5304712,-0.84551424,-0.027980294,-1.43777,-0.19233449,-0.9361904
817,0.818,-1.3547438,0.01439178,-1.4637182,-0.081564076,-0.1159462,-0.7397918,-1.6616303,-0.190626,-0.5707277,-1.0206432,0.024969041,-1.019022,-0.9581801,-0.87955666,-1.537137,-0.96561056,-1.3440925,0.052644692,-0.7961677,-1.0669444,-1.1748989,-0.42868757,-1.238247,-0.16009419,0.0709471,-0.87743825,0.07594246,0.06309755,-0.10449398,-1.0154982,-0.9908244,-0.2970074,-1.3532299,-1.2137042,-0.6079473,-0.5052914,-1.6422691,-0.39754906,-1.6864066,-0.93232185,-0.29317984,-0.45683566,-0.6375375,-0.9996722,-0.2765493,-1.1806071,-0.7624296,-0.99106926,-0.051220205,-0.037657462,-0.27188218,-0.0051286016,-0.34126815,-0.40161058,-1.1698216,-0.24631149,-1.1535392,-0.09128756,-0.893724,-1.1524593,-0.8924739,-0.3366009,-1.3910915,-1.1050153,-0.8399993,-1.1755463,-1.6394712,-1.3070061,0.07170222,0.05503865,0.06312856,-0.13213298,-0.7614234,-1.3792653,-1.3113168,-0.74703795,-1.2184522,-1.3458855,-0.011364391,-0.11516607,-1.0180997,0.0022939113,-0.94665635,-0.9846628,-1.6741624,-0.68557894,-0.2665073,-0.588892,-0.9829417,-1.3591806,-0.38421232,-1.4776577,-1.1122761,-0.745471,-1.1782911,-1.532223,-0.8272627,-0.025441583,-1.453427,-0.19549404,-0.9130802
818,0.819,-1.3628128,0.013284786,-1.4745257,-0.07916053,-0.12428665,-0.7533569,-1.6669111,-0.20384204,-0.5938334,-1.0141939,0.023898637,-1.0105991,-0.9868614,-0.87083524,-1.5372803,-0.9827774,-1.3593317,0.05457226,-0.76585263,-1.0576092,-1.1618894,-0.43061566,-1.2378024,-0.16564289,0.06943796,-0.90683377,0.07483721,0.059510693,-0.10123138,-1.0094321,-0.99504036,-0.31131986,-1.3610784,-1.2243557,-0.621788,-0.5025963,-1.6530203,-0.39635843,-1.6921266,-0.94375294,-0.29372633,-0.46591392,-0.63508356,-1.0168296,-0.26531366,-1.1648374,-0.76934665,-1.0076541,-0.04786227,-0.039761007,-0.26863903,-0.003951331,-0.34819674,-0.38270867,-1.148914,-0.24325816,-1.158944,-0.10259133,-0.909247,-1.1596885,-0.8539223,-0.3382781,-1.4039981,-1.1197486,-0.82191896,-1.179706,-1.6518676,-1.3126733,0.06953464,0.05023217,0.060188353,-0.122197405,-0.79824996,-1.3923115,-1.3238213,-0.7428199,-1.2101893,-1.3529931,-0.015413542,-0.11002793,-1.0196986,0.002070206,-0.95796424,-1.0252162,-1.6712825,-0.677184,-0.27219796,-0.6155488,-0.99273014,-1.3522226,-0.3857011,-1.4787865,-1.1177694,-0.78471416,-1.1814235,-1.5448611,-0.79908055,-0.029047469,-1.4623784,-0.195575,-0.9075755
819,0.82,-1.369258,0.007452145,-1.4779152,-0.07624761,-0.12046865,-0.7435402,-1.6693695,-0.20680517,-0.5895065,-1.0085925,0.021938926,-1.0302773,-0.9964128,-0.87811637,-1.5488505,-0.9758747,-1.3597907,0.054282892,-0.74609077,-1.0809147,-1.1659393,-0.44280848,-1.2537246,-0.1517623,0.069344275,-0.92637163,0.07097497,0.056350768,-0.09749529,-1.0184534,-0.96914643,-0.30681357,-1.3657459,-1.2418455,-0.6158039,-0.5123231,-1.6619917,-0.39802662,-1.7012475,-0.93408626,-0.28948763,-0.47662765,-0.62701595,-1.0198656,-0.27918184,-1.1588482,-0.78865373,-1.0194668,-0.051524002,-0.043728516,-0.27688193,6.3529704e-05,-0.35556057,-0.37807277,-1.1282867,-0.24053256,-1.1684163,-0.104254596,-0.90586466,-1.1700524,-0.84474146,-0.34827346,-1.4121081,-1.1458522,-0.814037,-1.1816161,-1.6571722,-1.3207511,0.066011734,0.047235597,0.05739183,-0.11322886,-0.8046229,-1.3796104,-1.3347963,-0.72781545,-1.1954031,-1.3694303,-0.02224629,-0.11120462,-1.0149608,0.004138496,-0.9628419,-1.0266396,-1.6791635,-0.69178635,-0.26630566,-0.61918545,-0.9972156,-1.3508713,-0.37422442,-1.4930644,-1.1193904,-0.8154259,-1.180969,-1.5438063,-0.7896731,-0.024713643,-1.4618201,-0.18663701,-0.93120426
820,0.821,-1.3763505,0.010777894,-1.4771204,-0.08016854,-0.13079734,-0.7391436,-1.6738721,-0.21090758,-0.58240306,-1.0241034,0.022473862,-1.0292155,-0.9879222,-0.88966984,-1.5528693,-0.9917151,-1.3727561,0.053774443,-0.746486,-1.0969384,-1.1570692,-0.40856686,-1.2546419,-0.15138796,0.06704496,-0.93110776,0.06990972,0.05714168,-0.096711725,-1.0387517,-0.9529224,-0.31942043,-1.3755587,-1.2598593,-0.619494,-0.51693505,-1.6652763,-0.39988765,-1.7006587,-0.90926576,-0.2840784,-0.48712334,-0.62120223,-0.9963075,-0.27796075,-1.1512084,-0.7870251,-1.0133536,-0.049853727,-0.049047586,-0.2853272,0.0033124594,-0.3666735,-0.35920227,-1.1196533,-0.24405229,-1.1842757,-0.10777541,-0.9031672,-1.1697941,-0.8184106,-0.3442392,-1.4237249,-1.1826081,-0.81818247,-1.1991403,-1.6594499,-1.326284,0.06488396,0.044521004,0.05431573,-0.11263672,-0.80141664,-1.3804809,-1.335247,-0.72895753,-1.1924833,-1.3725021,-0.024955686,-0.11106745,-1.009943,0.008101316,-0.94915307,-1.0284923,-1.6811752,-0.69780266,-0.27969295,-0.6433836,-1.0101795,-1.3351629,-0.38036686,-1.4960846,-1.1561607,-0.7847764,-1.1873436,-1.5420974,-0.7826701,-0.02859026,-1.4812126,-0.17775257,-0.9276045
821,0.822,-1.3871123,0.008626574,-1.4787865,-0.08721731,-0.13315935,-0.71320385,-1.67493,-0.20442677,-0.58135414,-1.0351894,0.021264408,-1.0304267,-0.9897802,-0.9020891,-1.5620991,-0.9865531,-1.3616778,0.05157474,-0.7268185,-1.0838426,-1.1818849,-0.41650054,-1.2447219,-0.15501544,0.0638066,-0.9597083,0.0694301,0.05716165,-0.09754203,-1.0593265,-0.9595372,-0.3231292,-1.3791763,-1.2675278,-0.6240066,-0.50643086,-1.672957,-0.39501002,-1.7064166,-0.89222175,-0.2855063,-0.48737606,-0.6186777,-1.0144786,-0.26216304,-1.126854,-0.7955452,-0.99647,-0.04539876,-0.05389527,-0.285057,0.0019253587,-0.38251877,-0.37073365,-1.1080798,-0.24142675,-1.1823956,-0.10386499,-0.89148515,-1.1882929,-0.8117002,-0.35391822,-1.438173,-1.1748494,-0.80079657,-1.2152942,-1.6637031,-1.3261765,0.06353577,0.042952742,0.05325133,-0.10585533,-0.77328724,-1.3830265,-1.3454292,-0.728584,-1.1947808,-1.3813674,-0.029942587,-0.10601116,-0.9878213,0.011683047,-0.95079845,-1.0542047,-1.6910042,-0.67275393,-0.29069886,-0.63574266,-0.9901287,-1.3271568,-0.38270444,-1.5131161,-1.1555489,-0.7734416,-1.197647,-1.5475509,-0.79871786,-0.029445596,-1.4884803,-0.18117526,-0.9043375
822,0.823,-1.3908062,0.010071817,-1.4918007,-0.09192501,-0.1332048,-0.70690686,-1.6756587,-0.20614739,-0.59202623,-1.0247525,0.019820303,-1.0386556,-0.97054446,-0.9005057,-1.5667071,-0.97978044,-1.3703387,0.050378945,-0.74157816,-1.0809659,-1.1792128,-0.4144871,-1.2458441,-0.16289666,0.06269692,-0.98429817,0.06870792,0.057773903,-0.094061546,-1.0731661,-0.94800097,-0.32462072,-1.3888383,-1.2674079,-0.6399433,-0.49970227,-1.6772364,-0.38567492,-1.7119666,-0.8846107,-0.27979487,-0.47712377,-0.6163811,-1.0322967,-0.25273815,-1.1297599,-0.80862933,-0.99993503,-0.047162503,-0.059506863,-0.2950792,-0.0010450191,-0.39937752,-0.380171,-1.0933056,-0.2439149,-1.1713902,-0.10675003,-0.8800086,-1.1987044,-0.7937025,-0.33798522,-1.4352889,-1.1752999,-0.80597645,-1.2044679,-1.6654183,-1.32682,0.06058503,0.04217507,0.04872402,-0.10328937,-0.7769715,-1.3932914,-1.3333325,-0.7354981,-1.1920576,-1.38414,-0.03397608,-0.10701443,-0.99393845,0.007846091,-0.9499028,-1.0638644,-1.6910324,-0.6491207,-0.29379022,-0.62174505,-0.9985034,-1.330511,-0.3775126,-1.5151591,-1.1302408,-0.7499443,-1.2058362,-1.5531855,-0.7866423,-0.03465428,-1.4883201,-0.17693354,-0.91399485
823,0.824,-1.3924332,0.011600068,-1.4994783,-0.09983228,-0.12278602,-0.6878832,-1.6732435,-0.21210502,-0.592715,-1.0138841,0.020053385,-1.0473559,-0.96544385,-0.8826459,-1.5729865,-0.97856015,-1.3787391,0.050619178,-0.759262,-1.0844977,-1.1790389,-0.4031552,-1.2275207,-0.15552925,0.058912046,-0.9840906,0.06671452,0.05773135,-0.092178114,-1.0658844,-0.96805465,-0.34245864,-1.393039,-1.2686005,-0.6533095,-0.513828,-1.6854745,-0.35840082,-1.7168887,-0.86102456,-0.28323844,-0.45647395,-0.61630636,-1.0341581,-0.26381126,-1.1160208,-0.81963515,-1.0059261,-0.051694814,-0.06574187,-0.31441957,-0.0023084856,-0.40379322,-0.39387476,-1.0834562,-0.24626607,-1.1965075,-0.103200726,-0.88886744,-1.2025917,-0.7867581,-0.32303634,-1.4373435,-1.157823,-0.80339724,-1.2184548,-1.6676426,-1.3352035,0.060933158,0.038313914,0.04518977,-0.09990364,-0.7803787,-1.4035653,-1.329301,-0.72026,-1.2010484,-1.3993376,-0.04014141,-0.10243261,-1.0067362,0.008840725,-0.9495223,-1.0716292,-1.6943637,-0.6665402,-0.28612673,-0.626816,-1.0125824,-1.3203864,-0.3780207,-1.5259306,-1.1233312,-0.74358326,-1.222466,-1.5624763,-0.78196925,-0.03129692,-1.4921695,-0.17510925,-0.9157624
824,0.825,-1.3902087,0.014262095,-1.4926968,-0.09892682,-0.12557302,-0.6447488,-1.6678705,-0.20511195,-0.60848975,-1.0245746,0.021383602,-1.0447981,-0.94418836,-0.8831986,-1.5767334,-0.98632425,-1.3822784,0.04850682,-0.7236426,-1.0682428,-1.1716299,-0.4139254,-1.2197416,-0.16028436,0.056641035,-1.0055802,0.06691616,0.052466273,-0.090671025,-1.0784837,-0.9645486,-0.34678265,-1.4129246,-1.2690082,-0.6564624,-0.52060235,-1.6855466,-0.35632914,-1.7186583,-0.86519325,-0.28231326,-0.45774528,-0.59662926,-1.0376717,-0.25605068,-1.1236191,-0.8187412,-1.0005492,-0.055164192,-0.06220065,-0.30359367,-0.002138836,-0.41012236,-0.39154685,-1.0665532,-0.25744954,-1.2157904,-0.09746535,-0.9259634,-1.2018738,-0.7949307,-0.33570358,-1.4452438,-1.1710621,-0.8066852,-1.2426761,-1.6713406,-1.3429683,0.05870734,0.03806054,0.044648584,-0.099528275,-0.7848558,-1.4102272,-1.3540343,-0.72236544,-1.1833076,-1.3951174,-0.032948468,-0.106734335,-0.9910729,0.006907086,-0.9257358,-1.0774012,-1.6927316,-0.65319,-0.28943214,-0.6423159,-1.0100929,-1.3265482,-0.38041773,-1.529789,-1.1424854,-0.72830933,-1.2226248,-1.5572764,-0.78302664,-0.032971658,-1.4868556,-0.17765534,-0.9297913
