,Date,NBSdiff,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0034602076124567475,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916
1,0.006920415224913495,-0.9036021,-0.5681213,-0.52161187,-0.6885567,-0.47172308,-0.58520436,-0.5594109,-0.4622515,-0.75156426,-0.7316735,-0.92589843,-0.58502936,-0.27875525,-0.7784256,-0.4867608,-1.0012412,-0.67563367,-0.54169893,-0.9266435,-0.97873735,-0.7205231,-0.783782,-0.49335617,-0.6670761,-0.8568856,-0.85604644,-0.7496909,-1.0549843,-0.7430138,-0.8801975,-0.690099,-0.7947614,-0.6532704,-0.887783,-0.7168208,-0.74043036,-0.9065407,-0.5776434,-0.7445674,-0.5350134,-0.5012244,-0.7547672,-1.0066977,-0.8783576,-0.5223042,-0.81794286,-0.41054338,-0.5426273,-0.6783,-0.7145698,-0.5848248,-0.6608969,-0.35449982,-0.6077995,-0.66485137,-0.57067794,-0.78671736,-0.8696525,-0.524146,-0.774162,-0.68466145,-0.89773035,-0.8588906,-0.72729766,-0.6336214,-0.6323421,-0.68267596,-0.4697882,-0.6644987,-0.7317014,-0.58985174,-0.8451636,-0.3778534,-0.6763506,-0.5173583,-0.7294682,-0.6679748,-0.46356654,-0.35603,-0.5060112,-0.5611804,-0.6564373,-0.5412255,-0.59615386,-0.6203964,-0.864212,-0.6952952,-0.5083445,-0.7467911,-0.7880341,-0.86317194,-0.86612403,-0.8805858,-0.7038013,-0.7576581,-0.7170744,-0.8708018,-0.6893095,-0.7400415,-0.6324502,-0.8529337
2,0.010380622837370242,-0.65740293,-0.6685439,-0.53706133,-0.8019477,-0.5728904,-0.5857357,-0.4172343,-0.6750352,-0.9450408,-0.99111676,-0.95494676,-0.6041407,-0.44786012,-0.9457733,-0.5321353,-1.0573682,-0.78964084,-0.4985959,-0.8355262,-0.891135,-0.86170024,-0.32530713,-0.5747136,-0.77608496,-0.8186767,-0.78958434,-0.70652825,-0.9736659,-0.8565347,-0.9036588,-0.8190892,-0.60450757,-0.5419276,-0.9559771,-0.82364047,-0.6517418,-0.8162024,-0.5218581,-0.8816514,-0.42061427,-0.5392684,-0.6808534,-1.1123283,-0.90916187,-0.4682296,-0.58806515,-0.25940385,-0.48439226,-0.65361476,-0.5028527,-0.35547036,-0.67614657,-0.0748806,-0.8541243,-0.66935235,-0.36278751,-0.8274809,-0.90421313,-0.30166095,-0.59437996,-0.8223251,-0.87472063,-0.6263636,-0.918835,-0.46561164,-0.64908123,-0.7633973,-0.51810396,-0.7533656,-0.7358224,-0.64765984,-0.7831561,-0.06966454,-0.73230326,-0.43607727,-0.6316081,-0.72977227,-0.2989972,-0.22217877,-0.46489888,-0.28762108,-0.63888085,-0.5975904,-0.32969746,-0.61503804,-0.76077545,-0.8357507,-0.1894513,-0.65836763,-0.69801646,-0.8399309,-0.92314535,-0.77283245,-0.70564955,-0.73837155,-0.6801124,-0.9085944,-0.5507547,-0.72677803,-0.5292569,-0.7876696
3,0.01384083044982699,-0.5432924,-0.50280726,-0.13667381,-0.7152103,-0.47945732,-0.558895,-0.53044724,-0.82843375,-0.7541238,-0.9452499,-1.0906756,-0.8019825,-0.61896306,-1.0744053,-0.33917746,-0.90989995,-0.65956223,-0.6288355,-0.8348936,-0.95501435,-0.9428586,-0.4964652,-0.593872,-0.629887,-0.66977274,-0.8810086,-0.79150707,-0.71190256,-0.85153997,-0.63893926,-0.7917706,-0.77401626,-0.6520176,-0.92321956,-0.9666563,-0.517681,-0.59763575,-0.38686737,-1.1059457,-0.60666925,-0.69084346,-0.6149936,-1.0131658,-1.0835698,-0.4550442,-0.6433795,0.040430333,-0.53968,-0.57807094,-0.63252276,-0.11416747,-0.60213816,-0.09413394,-0.7612573,-0.87255704,-0.16675815,-0.9430155,-1.0016665,-0.18233725,-0.3721443,-0.8447544,-0.82072735,-0.44305968,-0.9759228,-0.31724888,-0.43652672,-0.6730951,-0.6186871,-0.8348745,-0.6144885,-0.42346066,-0.8382402,-0.0045465566,-0.8506187,-0.5284114,-0.48137432,-0.8192769,-0.32054704,-0.3598243,-0.42933685,-0.19866887,-0.8451947,-0.64416283,-0.33138794,-0.56761533,-0.7322114,-1.2111778,-0.1548689,-0.45346707,-1.0143023,-0.9248417,-0.730091,-1.0330461,-0.70360553,-0.76364917,-0.81549656,-0.8404218,-0.72869456,-0.56255114,-0.2432624,-0.7027956
4,0.01730103806228374,-0.6117727,-0.39458832,-0.28566685,-0.5761744,-0.35587147,-0.6925204,-0.61381704,-0.65160286,-0.5482844,-1.0611502,-1.10321,-0.8459561,-0.59533113,-0.8016149,-0.21987501,-0.78224564,-0.6697086,-0.55274844,-0.8085457,-0.816247,-0.89672047,-0.68873084,-0.43343088,-0.52360255,-0.8646703,-0.7221167,-0.7014136,-0.7933272,-0.9688459,-0.42595404,-0.73316884,-0.9028162,-0.5260534,-0.9421662,-0.74757713,-0.45538563,-0.76150244,-0.3416065,-1.0092814,-0.3444994,-0.9488769,-0.70498145,-1.0235713,-1.1852982,-0.6027842,-0.43403414,0.2562733,-0.61826676,-0.510292,-0.6151322,-0.07625952,-0.6143024,0.088962115,-0.5550867,-0.51066947,-0.16812262,-0.92611647,-0.8016191,-0.32286495,-0.07660668,-0.9392847,-0.67702556,-0.42647856,-1.1090391,-0.49112636,-0.5884545,-0.84088266,-0.6577183,-0.8632049,-0.5487135,-0.532862,-0.9967609,-0.0014356775,-1.1932814,-0.5524726,-0.40821525,-0.8371397,-0.5456877,-0.3453638,-0.15511036,-0.10443741,-1.1048719,-0.6733112,-0.28469515,-0.48977137,-0.7587149,-1.2545471,0.065492876,-0.51851094,-1.076096,-1.1307986,-0.6908141,-0.7968258,-0.55881244,-0.83647954,-0.86530715,-0.99164665,-0.66092503,-0.31185326,-0.31663483,-0.52106136
5,0.020761245674740483,-0.59319276,-0.20935436,-0.054386064,-0.5451646,-0.57837206,-0.40725878,-0.4907112,-0.83443224,-0.4255342,-1.0301843,-1.2681303,-0.6543697,-0.52099717,-0.927824,-0.14557329,-0.5609636,-0.6801032,-0.36263204,-0.65759593,-0.5606297,-0.92737865,-0.41735697,-0.39367688,-0.48087037,-0.8135974,-0.53992355,-0.6834317,-0.9251871,-1.0527563,-0.52744186,-0.40124536,-0.80900156,-0.69741917,-0.95580536,-0.6841626,-0.4926283,-0.81502587,-0.29066187,-0.9493649,-0.2912444,-1.1670212,-0.48152363,-1.1083896,-1.282379,-0.69193804,-0.3939755,0.26712522,-0.5411194,-0.6040634,-0.6596936,-0.3058594,-0.41429985,0.16588673,-0.5043409,-0.49446103,-0.15275496,-0.77322155,-0.8218405,-0.5661005,-0.0663998,-1.1089978,-0.5780774,-0.40941107,-0.96790814,-0.6366207,-0.5935645,-0.7580415,-0.8025829,-0.7993309,-0.70042276,-0.27473652,-0.94333506,-0.011305444,-1.0292472,-0.58493876,-0.20293604,-0.7055308,-0.58554035,-0.36260945,-0.17123729,-0.06419045,-1.0967138,-0.34627983,-0.3704242,-0.552271,-0.6136774,-1.4376208,0.26608673,-0.15956506,-0.97505456,-1.211652,-0.95781016,-0.93743527,-0.60016865,-0.85209054,-0.8731717,-0.99181724,-0.5425545,-0.2854946,-0.3907991,-0.6375805
6,0.02422145328719723,-0.48032078,0.0074896067,-0.07705057,-0.5772491,-0.42854393,-0.49746975,-0.5058008,-0.9707484,-0.42970607,-1.2507122,-1.4689884,-0.612975,-0.60867226,-0.8446847,-0.11803885,-0.52727556,-0.5913649,-0.16551122,-0.7581717,-0.7797217,-0.9776188,-0.46632168,-0.44520074,-0.28443176,-0.9467964,-0.46291828,-0.5188539,-0.6654714,-0.89893043,-0.5193068,-0.1030958,-0.8457866,-0.94723415,-0.89503497,-0.5669479,-0.49434417,-0.8596037,-0.07731742,-0.91436607,-0.57748353,-1.140441,-0.38956884,-1.2213337,-1.1748257,-0.81891817,-0.40955862,0.5168624,-0.3060869,-0.7857177,-0.8777167,-0.36451674,-0.3236093,0.2690205,-0.53330517,-0.57924056,-0.41574815,-0.55276036,-0.78628623,-0.43322274,0.18071917,-0.9773746,-0.44848981,-0.32897636,-1.0482793,-0.6917069,-0.7129489,-0.8339776,-0.9275023,-0.8751713,-0.6823513,-0.2851654,-0.8752917,0.101919964,-1.0775371,-0.7502367,-0.2028455,-0.6624974,-0.16063711,-0.21655862,-0.2726802,0.094227955,-1.0979574,-0.40222758,-0.38774896,-0.6962836,-0.7208153,-1.4190352,0.6673818,-0.10998926,-0.8689927,-1.1129063,-1.0805395,-0.9342526,-0.7502412,-0.5849979,-0.89294505,-1.0007045,-0.34152997,-0.2530964,-0.28054872,-0.5081289
7,0.02768166089965398,-0.4747659,-0.16326667,0.24380213,-0.6591079,-0.3391233,-0.6395841,-0.6264848,-0.7136336,-0.70601416,-1.4112788,-1.2609034,-0.63792086,-0.5596204,-0.8343229,-0.020699123,-0.48258662,-0.74787796,-0.18681915,-0.544417,-0.92650783,-0.929196,-0.51526237,-0.48837298,-0.33262825,-1.0026958,-0.30481032,-0.755473,-0.5647306,-0.8468842,-0.33767655,0.19579662,-0.8419402,-1.2537272,-0.81617177,-0.5502582,-0.3910694,-0.896192,-0.11510142,-0.7346492,-0.75749516,-1.1181364,-0.37206024,-1.2636105,-1.2238088,-0.67169005,-0.268561,0.5738996,-0.24271962,-0.75301456,-0.947985,-0.21504478,-0.2903215,0.4718132,-0.66817653,-0.56701505,-0.41410634,-0.65381914,-0.8604158,-0.6101606,0.15890741,-1.0526687,-0.4805156,-0.14423588,-0.98259324,-0.65803385,-0.753681,-0.7444935,-0.8957947,-0.8453658,-0.85630894,-0.37467515,-0.8314603,0.15412557,-1.3346325,-0.6410262,-0.19056298,-0.4821765,-0.05112749,-0.15000568,-0.07126251,0.07896205,-1.0721632,-0.37799168,-0.39911565,-0.7621857,-1.0014015,-1.2624516,0.5013766,-0.04963391,-1.0473586,-0.85600054,-0.7750838,-0.96080804,-0.8862444,-0.73073786,-0.7739334,-1.0498903,-0.5764774,-0.32244986,-0.251427,-0.5309701
8,0.031141868512110725,-0.53665376,-0.339611,0.32847834,-0.53590095,-0.067822404,-0.82426476,-0.50409395,-0.6579398,-0.48557743,-1.262979,-1.2820914,-0.79472613,-0.4435363,-0.9206495,0.111328386,-0.5347826,-0.7337512,-0.26397008,-0.51381123,-0.86914754,-0.9770124,-0.55353487,-0.61039853,-0.120850764,-1.0974228,-0.4853154,-0.4445185,-0.5563716,-0.77982926,-0.17829077,0.22065383,-0.7944293,-0.88901645,-1.0214953,-0.49165034,-0.16574258,-0.93935084,-0.19754317,-0.8054415,-0.65721107,-1.2017078,-0.23608178,-1.1161048,-1.1231672,-0.7043406,-0.33583647,0.6810957,-0.2861899,-0.7262355,-0.9442839,-0.17600942,-0.3552848,0.47388655,-0.8705938,-0.35354918,-0.57125235,-0.60547316,-0.8310599,-0.61281216,0.3278872,-1.0593836,-0.3854798,0.007493496,-0.96559906,-0.88860565,-0.6771568,-0.54324174,-1.0929228,-0.72650933,-0.92682683,-0.35852203,-0.6970254,0.39536786,-1.2501587,-0.58598846,-0.16555935,-0.5499369,-0.01442715,-0.23995596,0.1440058,0.3467577,-1.2269725,-0.31494075,-0.34274125,-0.87862885,-0.9931164,-1.211167,0.569682,-0.20438036,-0.9978827,-0.9744073,-1.0491564,-0.80572826,-1.060605,-0.62742865,-0.8940258,-0.91492665,-0.7403449,-0.2419725,-0.16783708,-0.4758929
9,0.03460207612456748,-0.7465321,-0.2905367,0.4359501,-0.52193654,0.061660424,-0.9697524,-0.5754206,-0.93891555,-0.13283347,-1.3275371,-1.2451042,-0.7085954,-0.5083504,-0.8085708,0.19590327,-0.6173302,-0.59352493,-0.35414812,-0.4090289,-0.822335,-0.8742771,-0.40389985,-0.6952557,0.122551456,-0.9245624,-0.48044592,-0.37350196,-0.58482194,-0.7621476,-0.1626215,0.5420587,-0.7397947,-1.0219128,-1.0302961,-0.47810763,-0.13520798,-0.981868,-0.17326054,-0.8013819,-0.683926,-1.2155896,-0.22279584,-1.2490298,-1.3422687,-0.750734,-0.4757462,0.79091054,-0.2952262,-0.80761904,-1.0055195,-0.13832432,0.0390331,0.35676146,-0.8714559,-0.49268088,-0.44776466,-0.42971045,-0.7686894,-0.3379519,0.4171284,-0.88223374,-0.4011338,0.09227239,-1.0535412,-0.9104845,-0.6366741,-0.45932594,-0.98448753,-0.54855984,-0.6792402,-0.4153582,-0.5766193,0.2661354,-1.355064,-0.78005844,-0.5176842,-0.577232,-0.31878644,-0.019099945,0.45561227,0.40093622,-1.1755714,-0.041604657,-0.27747425,-0.7169343,-1.2516271,-1.0325962,0.68141,-0.24449462,-0.9489536,-0.85067594,-1.076051,-0.79709643,-1.2545731,-0.17377426,-0.88467956,-0.9131471,-0.70450395,-0.23592998,-0.4247989,-0.5069858
