,Date,alpha=-10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394,3.3979394
1,0.001,3.36872,3.5450516,3.5528202,3.2379296,3.7077484,3.4584465,3.461455,3.296977,3.3350506,3.2689388,3.5401413,3.463403,3.2873952,3.3977478,3.4412422,3.465052,3.3004527,3.2364395,3.416533,3.334457,3.3788154,3.4135406,3.4373536,3.5314531,3.434277,3.5547485,3.3843853,3.3696537,3.2543025,3.3092213,3.5224378,3.4172308,3.2237809,3.3785694,3.388092,3.4534264,3.1317272,3.5609353,3.3193493,3.5982478,3.4905787,3.248026,3.3682754,3.393229,3.4263237,3.452268,3.5063238,3.320866,3.2692199,3.5183516,3.3352664,3.4630542,3.3114052,3.4958043,3.438337,3.2648609,3.3277206,3.403588,3.375885,3.282535,3.4572618,3.2923236,3.223955,3.31282,3.4422665,3.4313467,3.232513,3.5844972,3.346424,3.4766676,3.2292056,3.2921457,3.619562,3.4844506,3.4403458,3.4153895,3.2980804,3.4525251,3.522842,3.3467267,3.3904068,3.5814877,3.3276832,3.227241,3.3486645,3.4782379,3.34898,3.494827,3.4932716,3.4934714,3.4201066,3.2712147,3.4883235,3.4249787,3.47047,3.538191,3.396908,3.3199332,3.2920098,3.4243577,3.32172
2,0.002,3.4440973,3.597897,3.4541626,3.2385325,3.5915112,3.4408045,3.3894455,3.2446105,3.4122138,3.3614643,3.7031534,3.4873586,3.271287,3.4064686,3.5369415,3.4480643,3.3775175,3.3261068,3.5155265,3.5422056,3.4607532,3.5797894,3.4808302,3.5626168,3.4543993,3.3497546,3.2154744,3.295382,3.0312335,3.4462402,3.6002705,3.3566806,3.2462416,3.1961803,3.3136764,3.4284472,3.1147938,3.8514223,3.189422,3.5397122,3.3307602,3.1402488,3.4181073,3.420198,3.4942856,3.6123474,3.441639,3.2645252,3.521367,3.2425067,3.3340187,3.5052512,3.2323086,3.51354,3.366471,3.0671217,3.3980482,3.4587061,3.1900826,3.0422542,3.4329896,3.2766385,3.15651,3.2942982,3.3742747,3.263373,3.1233888,3.4544933,3.1981974,3.4470909,2.9062002,3.1751232,3.6733863,3.4632835,3.4472554,3.3263693,3.2958102,3.4113317,3.2811978,3.269234,3.5235517,3.5552628,3.3427026,3.2914584,3.330978,3.5096984,3.345232,3.6292686,3.576685,3.1930907,3.2682753,3.3796172,3.3427227,3.309312,3.4218974,3.4234633,3.3566349,3.0666227,3.123077,3.3560033,3.573984
3,0.003,3.162882,3.628039,3.334328,3.1267118,3.763341,3.4100611,3.2862995,3.3412094,3.262072,3.4073927,3.573818,3.4900389,3.1395473,3.4446518,3.4845674,3.3853998,3.377613,3.2213268,3.4017663,3.4692461,3.3538647,3.633327,3.474049,3.5071888,3.5718343,3.4441178,3.0714827,3.4927645,3.0562136,3.3847556,3.5300846,3.242379,3.370815,3.1885903,3.505562,3.2355497,3.178122,3.9610221,3.258072,3.4951286,3.2041056,3.1731508,3.5428882,3.4351306,3.39808,3.5632157,3.4078693,3.1300771,3.6061673,3.2866735,3.2372065,3.460552,3.3822908,3.558879,3.3124774,3.1300886,3.3185723,3.4228532,3.23681,2.872372,3.4056337,3.3956704,3.2092178,3.2935925,3.3888102,3.1818175,3.1435707,3.263558,3.151546,3.477115,3.0108902,3.0185456,3.8696992,3.5721445,3.5258453,3.2725837,3.3633802,3.5030537,3.1514573,3.0430093,3.4555895,3.6612785,3.1440303,3.233807,3.280452,3.5288203,3.3349414,3.638282,3.6134756,3.2404885,3.3297062,3.512398,3.3650856,3.3308566,3.269651,3.345517,3.3808722,2.883696,3.265373,3.4593568,3.5049264
4,0.004,3.393995,3.6275146,3.2287102,3.157657,3.7490299,3.4628556,3.2200167,3.3346546,3.4229333,3.3382826,3.6838017,3.3884704,3.1385734,3.483749,3.5436754,3.3389432,3.280165,3.344232,3.4119565,3.4596832,3.319564,3.6662757,3.449661,3.524687,3.64606,3.3945594,2.9828131,3.5789268,3.1980846,3.3160691,3.3656166,2.980157,3.4780302,3.1199045,3.3882914,3.276164,3.2223754,3.9900064,3.2405128,3.595803,3.2234201,3.1707458,3.3373513,3.505373,3.4157794,3.5823154,3.3140965,3.2016256,3.5339894,3.1825655,3.0380156,3.5365522,3.4372313,3.5604424,3.3612685,3.124939,3.259849,3.4194098,3.2095695,3.0728362,3.3410666,3.419388,3.3545165,3.103862,3.5671148,3.1389275,3.0293143,3.5311208,3.1439073,3.459622,2.9689677,2.8556616,3.9742522,3.7026663,3.5889623,3.155687,3.3934233,3.5753326,3.239809,2.926382,3.3917677,3.6445775,2.9590366,3.149789,3.315269,3.5341108,3.163128,3.7699952,3.6947057,3.228784,3.3542905,3.6309876,3.2746105,3.42907,3.1714785,3.2817097,3.2720952,2.729775,3.3943021,3.5759048,3.338121
5,0.005,3.1522198,3.619373,3.092614,3.2360706,3.7232242,3.5105863,3.1393547,3.2738743,3.3932717,3.2518249,3.8985956,3.4172182,3.0639749,3.6925883,3.669852,3.1258907,3.054812,3.3100073,3.2939014,3.3344727,3.2205744,3.657616,3.4562902,3.5245214,3.4991622,3.4764612,3.1195035,3.4430315,3.0378647,3.2777889,3.5741034,3.056844,3.3614328,2.9707355,3.327258,3.2840247,3.274658,3.8336651,3.4011223,3.507809,3.283754,3.220761,3.258242,3.4195988,3.2605176,3.6270487,3.2907248,3.2311442,3.4272494,3.1989906,2.9375708,3.3028986,3.514682,3.4509594,3.5473895,3.0444577,3.0459273,3.1790695,3.1403499,3.0958161,3.2828407,3.5062118,3.2615864,3.1445587,3.3892245,3.0013802,3.1727195,3.5837529,3.1778648,3.6242037,2.989515,2.86873,4.048905,3.6760516,3.6333148,3.1521423,3.3741698,3.499949,3.1480596,2.8669949,3.4420824,3.6503136,3.0305696,3.0834827,3.2997608,3.4314384,2.9847236,3.8224509,3.7084005,2.9826443,3.2660415,3.6829038,3.2911422,3.5480502,3.2103198,3.2693772,3.159986,2.87994,3.414733,3.7079358,3.4304144
6,0.006,3.0025542,3.4500031,3.157767,3.2256567,3.7155879,3.596526,3.1440873,3.1672525,3.3329592,3.2809944,3.852534,3.5843909,3.1759117,3.667752,3.711443,3.0462916,3.1546547,3.202722,3.0931392,3.3845792,3.1586514,3.7056596,3.3741767,3.4912534,3.6062598,3.3164103,3.0547009,3.2521133,2.8569002,3.2464185,3.4997764,2.7583191,3.264211,3.0574815,3.3801343,3.2579422,3.2959697,3.714708,3.5781426,3.544515,3.1815293,3.154127,3.084924,3.3090117,3.2423136,3.5628285,3.3352957,3.2005286,3.2527475,3.1493905,2.7911036,3.3176043,3.3009524,3.3910463,3.6816092,2.9051397,3.0094485,3.1539593,3.259351,3.0023627,3.3094416,3.3981102,3.1673098,3.1994584,3.5144432,2.9280148,3.103845,3.822654,3.139456,3.627986,2.9846904,2.887117,4.0134406,3.6751676,3.6571088,3.144443,3.4444866,3.4592333,3.343826,2.9115303,3.2900982,3.4698408,3.074793,2.87348,3.2130098,3.3898306,2.9681134,3.6643753,3.6019034,3.0332122,3.5974934,3.7089062,3.182511,3.4651115,3.2374847,3.3815043,3.0434601,2.7837474,3.380235,3.7376568,3.2368345
7,0.007,2.8689306,3.3012574,3.0334895,3.3489904,3.7448099,3.6779387,3.2323604,3.079717,3.2681308,3.1500642,3.9689255,3.7666607,2.9853241,3.6388206,3.6802254,3.2779822,3.123723,3.1776505,2.8581314,3.3243604,3.2707646,3.6093867,3.4922745,3.4200985,3.5558274,3.2809079,3.0713983,3.1910186,2.544438,3.3689408,3.6506956,2.665585,3.1646454,2.9664633,3.3400683,3.3860538,3.2333436,3.8287227,3.4909577,3.4609241,2.973229,3.3869922,3.1800263,3.25726,3.2199101,3.4771173,3.3617978,3.0580277,3.4438105,3.1100142,2.7514231,3.5469048,3.2021453,3.3591957,3.7527733,2.8638663,2.9640384,3.2369835,3.1096158,2.697485,3.1407921,3.5892928,3.041296,3.233511,3.6708057,2.9865503,2.9931817,3.7686872,3.2023785,3.5948687,2.9638348,3.0625167,3.9972043,3.6129189,3.8504953,3.008247,3.4154606,3.2875342,3.319853,2.7462113,3.377094,3.5890777,3.0281718,2.6526,3.4467628,3.50627,2.9476736,3.5670788,3.6474414,3.027199,3.4691253,3.5453734,3.3652372,3.3227615,3.212419,3.4624875,2.852482,2.7568185,3.2275481,3.8034282,3.3693738
8,0.008,2.7827163,3.2303221,3.0658374,3.293358,3.6892848,3.690103,3.2124403,3.1306288,3.3271062,3.249376,3.9594588,3.7106495,3.1233847,3.6135833,3.6784282,2.9939542,3.2177522,3.05274,3.026182,3.1852725,3.2199795,3.5727644,3.6019652,3.2799544,3.5716863,3.2242093,2.91158,3.0123312,2.5521505,3.4219995,3.825779,2.8522713,3.1472135,2.9960315,3.5593066,3.530469,3.0944865,3.798592,3.7742918,3.5794551,2.9016387,3.4944644,3.2867339,3.2101412,3.1613111,3.268279,3.4880126,3.2642674,3.4758499,2.9936824,2.882453,3.4863656,3.053026,3.3207963,3.9028416,2.6763258,2.968699,3.1281521,3.1362345,2.5614026,2.897759,3.5831892,2.9536223,3.2745368,3.872249,3.0277224,3.0291367,3.795943,3.2704027,3.5105336,2.8089888,3.1616833,3.8831725,3.6185212,3.5303714,3.1907966,3.1360724,3.4523475,3.4094834,2.8363328,3.5131435,3.871473,2.8178833,2.6758876,3.5937233,3.5491617,2.860306,3.6420243,3.4698339,2.8763492,3.4402313,3.4619455,3.188585,3.2942991,3.3290193,3.5345316,2.923125,2.7144444,3.0530722,3.9258556,3.5294304
9,0.009000000000000001,2.884007,3.414229,3.1453373,3.3143926,3.7341948,3.7023284,3.3020232,3.087005,3.4515178,3.3549576,3.9220324,3.4980457,3.1034782,3.5902107,3.717173,3.052672,3.1643264,3.1383827,2.973625,3.1662192,3.2851794,3.6141527,3.630837,3.3083816,3.4789703,3.2067845,2.9369044,3.1608171,2.623846,3.4231262,3.7477386,2.749526,3.1635876,2.79607,3.5801294,3.6038017,3.0611525,3.448025,3.798848,3.4475384,3.241178,3.6894238,3.260983,3.1785834,3.1324053,3.316547,3.3432899,3.119727,3.5875146,2.95297,2.8156052,3.6953533,3.0748534,3.1941757,3.8232753,2.5156698,2.8590796,3.133989,3.2322564,2.393917,3.01913,3.4246054,2.6482115,3.4359584,3.6391542,3.0178123,3.1989834,3.6892567,3.312785,3.5568764,2.7710614,3.2624044,3.8546493,3.8496218,3.436171,3.2932181,3.0618627,3.473112,3.7565248,2.8654196,3.4130764,3.893566,3.084009,2.7093444,3.5073864,3.4832296,2.7120628,3.6087956,3.2764997,2.8022833,3.5050902,3.672632,3.26431,3.334323,3.3817167,3.5745518,3.0577219,2.7430584,3.0325298,4.0135384,3.6640546
