t,x
1180,-2.300035202003138
1181,-2.3106680179515413
1182,-2.3071434613701873
1183,-2.2847809121651435
1184,-2.232483340877683
1185,-2.2403973625651985
1186,-2.401339430015473
1187,-2.403781258901714
1188,-2.3977331091698377
1189,-2.397284859790748
1190,-2.32743682488338
1191,-2.3339939625662427
1192,-2.335851100208111
1193,-2.3423190552990696
1194,-2.421698254080556
1195,-2.4069498220639476
1196,-2.175370734502679
1197,-2.2095199288988234
1198,-2.258020194308841
1199,-2.2255137610207374
1200,-1.978506123900675
1201,-1.9704154670081633
1202,-1.9755818257745625
1203,-1.9894395109087968
1204,-2.012006100371297
1205,-2.0156548179856237
1206,-1.9975144961672864
1207,-1.9376917760902121
1208,-1.9347121042931998
1209,-1.9311799158633347
1210,-1.9636881828222414
1211,-1.95811727176502
1212,-1.9574376950748227
1213,-1.957089469002985
1214,-1.9512823126681977
1215,-1.949583845907682
1216,-2.111351978956384
1217,-2.1120877525215622
1218,-2.1240494129798035
1219,-2.1624895131346307
1220,-2.544146285716748
1221,-2.586856966185765
1222,-2.5440251772439284
1223,-2.5324382953981144
1224,-2.486547076049829
1225,-2.45212687944536
1226,-2.4942557287204825
1227,-2.746642725213649
1228,-2.7105663120873955
1229,-2.061902239618164
1230,-2.061865737135784
1231,-2.025353377922495
1232,-2.0098855172644403
1233,-1.9713694547701501
1234,-1.9812569381441425
1235,-1.9450746315497016
1236,-1.924902871915793
1237,-1.925994110082483
