t,H=0.1,H=0.2,H=0.3,H=0.4
4.550000000000000155e-01,9.240492984904775664e-01,9.278619179918170534e-01,9.216134331958745207e-01,1.031889144301337602e+00
4.560000000000000164e-01,9.481119630103937990e-01,9.229562697634700053e-01,8.881322304917730337e-01,1.026870810990978766e+00
4.570000000000000173e-01,8.349473267934897081e-01,9.228784374951078950e-01,9.005003805621867308e-01,1.033206630188597375e+00
4.580000000000000182e-01,9.238343510177916551e-01,9.069834915422989585e-01,9.254868357652535904e-01,1.033203453245221226e+00
4.590000000000000191e-01,9.121282281571937434e-01,9.457558997080987018e-01,9.072355269970565628e-01,1.035929676438642977e+00
4.600000000000000200e-01,9.286537810422518247e-01,9.338667971687583114e-01,9.091130945411364239e-01,1.035254006750243594e+00
4.610000000000000209e-01,8.752279425316108474e-01,8.825298853089408313e-01,9.171135541937890379e-01,1.042684045335721121e+00
4.620000000000000218e-01,9.353327974005358758e-01,8.761396531571998825e-01,9.304432588939076654e-01,1.030985995513467479e+00
4.630000000000000226e-01,9.185539170812861975e-01,8.902179360750662740e-01,9.214830913846164817e-01,1.034431533924870861e+00
4.640000000000000235e-01,8.831131131287057734e-01,9.103178209070866833e-01,9.217440339424352036e-01,1.031936163224925318e+00
4.650000000000000244e-01,8.920302470100452963e-01,8.698645278521138779e-01,9.252026184550122823e-01,1.038517110453859305e+00
4.660000000000000253e-01,9.276838831975094957e-01,8.868782305362927776e-01,9.544818254118274670e-01,1.034588583715540633e+00
4.670000000000000262e-01,9.648413948360425874e-01,8.963239604216429735e-01,9.319402296791496898e-01,1.023825357038008255e+00
4.680000000000000271e-01,8.972045678371347588e-01,8.855696069404850324e-01,9.384993839341213562e-01,1.023808391172122079e+00
4.690000000000000280e-01,9.063379835949244567e-01,8.767619656088708746e-01,9.195566992557208108e-01,1.033993486522212457e+00
4.700000000000000289e-01,9.840944987120525678e-01,9.072834855696269019e-01,9.016199526658346119e-01,1.035477700259205713e+00
4.710000000000000298e-01,9.219119203971919418e-01,9.088438280324702134e-01,9.205002366516347179e-01,1.024792196020687607e+00
4.720000000000000306e-01,8.680991839299979640e-01,9.053949144676831651e-01,9.118795921111187974e-01,1.015503882791386037e+00
4.730000000000000315e-01,9.018326325945145161e-01,8.934813037015360004e-01,9.244458234243079220e-01,1.018073179554047414e+00
4.740000000000000324e-01,8.818168047876880911e-01,9.036666859245220396e-01,9.143297230007265686e-01,1.022517376118142973e+00
4.750000000000000333e-01,8.431781953352401882e-01,8.982712584787110321e-01,9.421877352252115978e-01,1.023938888015885951e+00
4.760000000000000342e-01,7.865060585747610800e-01,9.018787258635276860e-01,9.329149824419624704e-01,1.029713769803608958e+00
4.770000000000000351e-01,8.624146214306376290e-01,9.059695876298581307e-01,9.256294054931933912e-01,1.033300217336396765e+00
4.780000000000000360e-01,9.233631965671089681e-01,9.051406887802527779e-01,9.145284720413173751e-01,1.022636366393771867e+00
4.790000000000000369e-01,8.654804810590918107e-01,8.864747795242061690e-01,9.128521910994286115e-01,1.030827511361670723e+00
4.799999999999999822e-01,9.224368440932382285e-01,9.108646701060545414e-01,8.994176924088180813e-01,1.023552624586879123e+00
4.809999999999999831e-01,8.468987180715707996e-01,9.028604482102053908e-01,9.122875687088716212e-01,1.025464677920705281e+00
4.819999999999999840e-01,7.915822240307338609e-01,8.809316600582185464e-01,9.104615908340703001e-01,1.034119925133857087e+00
4.829999999999999849e-01,8.375460607961489057e-01,9.037851614829079949e-01,9.074495856318725018e-01,1.037569985489824376e+00
4.839999999999999858e-01,8.451818861254024595e-01,8.767622627210120978e-01,9.081625777010202683e-01,1.025046160094235548e+00
4.849999999999999867e-01,7.647957053978440278e-01,8.675447677284667813e-01,9.262566260315995281e-01,1.029021433310976397e+00
4.859999999999999876e-01,8.473859841496702572e-01,8.618644754524793505e-01,9.276595848663502508e-01,1.025981365015208091e+00
4.869999999999999885e-01,8.310683189036548457e-01,8.625782411722047183e-01,9.129399946272040989e-01,1.019149309547889182e+00
4.879999999999999893e-01,9.358846594986439671e-01,8.617103709438134196e-01,9.276329437277476275e-01,1.016668637697067057e+00
4.889999999999999902e-01,9.849172257275744524e-01,8.909316084939973290e-01,9.169161006686483706e-01,1.024624024038727210e+00
4.899999999999999911e-01,9.147904032758549242e-01,8.936145846368372947e-01,9.298523217226865034e-01,1.022866545238582336e+00
4.909999999999999920e-01,9.182135986837065555e-01,9.222624539247898934e-01,9.386552079707415341e-01,1.010691445375753839e+00
4.919999999999999929e-01,9.804588566273642058e-01,9.323017588863165006e-01,9.224383386946406471e-01,1.006571948267335870e+00
4.929999999999999938e-01,9.342864185534887067e-01,8.915730083637433134e-01,9.228389080974958025e-01,1.000132228079279706e+00
4.939999999999999947e-01,9.032734801605479813e-01,9.027498685149184521e-01,9.189730555999313655e-01,1.004683856066133751e+00
4.949999999999999956e-01,9.038702135135588955e-01,8.852328307035604027e-01,8.989519193478765491e-01,1.019037714826376506e+00
4.959999999999999964e-01,9.383146817254156558e-01,9.156036703882148853e-01,9.035380175321789942e-01,1.026818807407423595e+00
4.969999999999999973e-01,9.847260716843108108e-01,8.837208938441463157e-01,8.975394132165879224e-01,1.026014164852107946e+00
4.979999999999999982e-01,9.187298268700546666e-01,9.034053182388130931e-01,8.983984114795630083e-01,1.029488679461620926e+00
4.989999999999999991e-01,9.289516397537459502e-01,9.590984286704674622e-01,9.139176359667854355e-01,1.024761875896652796e+00
5.000000000000000000e-01,9.491326156725904406e-01,9.317377181658496044e-01,9.430087630353404249e-01,1.035900846445299672e+00
5.010000000000000009e-01,9.654930787785737101e-01,9.386943929627200589e-01,9.305866738425616624e-01,1.034241850959032760e+00
5.020000000000000018e-01,9.138099709182921915e-01,8.943335376382437474e-01,9.058252042528172066e-01,1.039271446275837674e+00
5.030000000000000027e-01,9.406330150274161417e-01,8.868804760904422935e-01,9.111252889873361349e-01,1.038221246709005952e+00
5.040000000000000036e-01,9.210993870705362907e-01,8.987625425551403202e-01,9.215836254300326935e-01,1.036645850000332381e+00
5.050000000000000044e-01,9.383192031871011585e-01,9.210226876160707565e-01,9.270401948999890118e-01,1.029901756089103504e+00
5.060000000000000053e-01,9.204361727977636853e-01,9.428450996127442085e-01,9.169997791585874358e-01,1.034736637257659853e+00
5.070000000000000062e-01,8.686520693239108137e-01,9.558846179174019797e-01,9.228770143731542808e-01,1.045285781033474581e+00
5.080000000000000071e-01,9.505132079625017161e-01,9.738946600096096695e-01,9.364307596708748571e-01,1.034134239158266633e+00
5.090000000000000080e-01,9.822767969848635872e-01,9.319282495016827372e-01,9.527400120940806572e-01,1.025638372395497155e+00
5.100000000000000089e-01,9.233754802644745796e-01,9.068320940343815861e-01,9.522134797144923279e-01,1.009069459984534234e+00
5.110000000000000098e-01,8.900047396007707556e-01,8.686287347828880456e-01,9.516580431506488358e-01,1.009830244121603826e+00
5.120000000000000107e-01,8.901393243694591950e-01,8.878323002769079597e-01,9.597863587054101808e-01,1.005668440746891878e+00
5.130000000000000115e-01,9.095683107978472792e-01,9.004140221119749654e-01,9.491947029089922161e-01,1.004901797683837472e+00
5.140000000000000124e-01,9.055816719095463041e-01,9.002199182202640371e-01,9.379687426555448626e-01,1.003881863491414839e+00
5.150000000000000133e-01,9.256432327058732312e-01,8.598171024453160616e-01,9.414100992117692135e-01,9.893023072021233100e-01
5.160000000000000142e-01,9.214171442551947200e-01,8.847546662978038601e-01,9.369279672335695253e-01,9.989796365554024504e-01
5.170000000000000151e-01,9.949366810104391945e-01,8.960478279441492777e-01,9.477176498970854013e-01,1.002444093272977232e+00
5.180000000000000160e-01,9.275786595058811423e-01,9.348476000698390243e-01,9.416503849627957390e-01,9.971760958297628541e-01
5.190000000000000169e-01,8.752890458580591115e-01,9.584915536889478949e-01,9.415617392742337000e-01,1.002824286686242461e+00
5.200000000000000178e-01,9.544876310951059262e-01,9.350309707297579376e-01,9.431140359468849210e-01,1.002651539209344689e+00
5.210000000000000187e-01,9.340423867495002419e-01,9.274840917532762852e-01,9.643311982551689976e-01,1.001219033222873200e+00
5.220000000000000195e-01,8.924773370357121927e-01,9.186789282858852657e-01,9.628950022071069981e-01,9.930519338796962581e-01
5.230000000000000204e-01,9.219077700988341784e-01,9.646673004869953383e-01,9.528948718001177820e-01,9.969242779434743795e-01
5.240000000000000213e-01,9.009378582866623963e-01,9.628228718158325927e-01,9.545778998738574384e-01,1.006954257276002407e+00
5.250000000000000222e-01,9.294806312644553481e-01,9.565779515652819143e-01,9.678415073335437935e-01,1.010434102593847916e+00
5.260000000000000231e-01,9.241494107950647408e-01,9.530101130285961730e-01,9.616815316851452522e-01,1.008589163470566374e+00
5.270000000000000240e-01,9.000291227036796293e-01,9.522668188519698429e-01,9.542179204883223242e-01,1.003046065806353582e+00
5.280000000000000249e-01,9.416571551893166969e-01,9.324067366208917962e-01,9.593445591113962667e-01,1.012462437149806105e+00
5.290000000000000258e-01,9.484310552131167693e-01,9.376863348705096746e-01,9.746179495199407405e-01,1.006358985514898663e+00
5.300000000000000266e-01,9.324200326506336678e-01,9.408193864342904167e-01,9.695307747440756740e-01,9.959756446257291840e-01
5.310000000000000275e-01,9.982538819069065594e-01,9.506889029412184389e-01,9.497759065301301096e-01,9.999882505919504005e-01
5.320000000000000284e-01,1.008803384595026165e+00,9.303879858261535629e-01,9.444861534624982013e-01,1.011538767734519340e+00
5.330000000000000293e-01,9.587736512951932077e-01,9.071636956130804119e-01,9.406610032614121097e-01,1.020071938076685836e+00
5.340000000000000302e-01,9.416319910699003648e-01,9.032117239509125373e-01,9.309700998210050926e-01,1.016964041566527754e+00
5.350000000000000311e-01,1.033081757259295408e+00,9.468727607228594190e-01,9.460930756970804545e-01,1.015985571576459634e+00
5.360000000000000320e-01,9.345602539769846118e-01,9.453209208624243631e-01,9.477927582325120781e-01,1.012752675730893337e+00
5.370000000000000329e-01,1.020098148408914884e+00,9.565817138284303800e-01,9.545933650841995632e-01,1.015139451577039775e+00
5.380000000000000338e-01,9.744956635175482385e-01,9.190145838948386992e-01,9.495144893269159558e-01,1.009891741602415127e+00
5.390000000000000346e-01,9.980164738513088718e-01,9.283768301915371612e-01,9.570148946916441357e-01,1.007334815451436771e+00
5.400000000000000355e-01,1.013849986379790735e+00,9.129267297884309240e-01,9.657251911191926386e-01,1.010578811182849535e+00
5.410000000000000364e-01,9.940874881086273485e-01,8.978788007688409678e-01,9.619221524268072310e-01,1.017522220880610506e+00
5.420000000000000373e-01,9.672863573837160445e-01,9.087860984350198956e-01,9.577543549806706302e-01,1.025527092402191975e+00
5.430000000000000382e-01,9.530438239334411143e-01,8.967380355963086025e-01,9.480052066103382691e-01,1.036188482157391233e+00
5.440000000000000391e-01,9.569483261646586358e-01,9.316029612858927056e-01,9.493641632126748053e-01,1.026508790137438565e+00
5.450000000000000400e-01,9.930709777456744325e-01,9.529043791655400497e-01,9.481749684030703618e-01,1.013881407331002293e+00
5.460000000000000409e-01,9.254774419930276164e-01,9.668588843976057001e-01,9.647444885197721254e-01,1.007756574024625484e+00
5.470000000000000417e-01,9.228294303915880459e-01,9.585208843631083386e-01,9.596895527559868855e-01,1.011439914393961637e+00
5.480000000000000426e-01,9.744720642300578328e-01,9.415206782677457698e-01,9.539475663977885489e-01,1.010506898867457037e+00
5.490000000000000435e-01,9.307389857692941471e-01,9.359467706077302385e-01,9.862524338617424391e-01,1.011385140115478087e+00
5.500000000000000444e-01,9.526831915368011439e-01,9.290990456703630551e-01,9.745186827452134715e-01,1.019224124013051958e+00
5.510000000000000453e-01,8.743824150969775610e-01,9.285369949453102789e-01,9.778720422625227782e-01,1.021548989969973009e+00
5.520000000000000462e-01,1.007421146485350638e+00,9.185337008594499641e-01,9.575861236389335840e-01,1.020048651313054666e+00
5.530000000000000471e-01,9.751297673209278205e-01,9.266782378151844357e-01,9.488990293606062165e-01,1.015799100189649140e+00
5.540000000000000480e-01,9.524601041077227492e-01,9.228988823060714219e-01,9.599163972950165435e-01,1.011897357228240368e+00
5.550000000000000488e-01,9.013573337928293405e-01,9.323351485649574721e-01,9.770186822511990332e-01,1.018014398759928385e+00
5.560000000000000497e-01,9.023659970032438249e-01,9.169788654959762919e-01,9.699682734908501303e-01,1.018732451688043827e+00
5.570000000000000506e-01,9.735665921444224269e-01,9.059116264442952371e-01,9.771829303046682957e-01,1.012145820631859872e+00
5.580000000000000515e-01,9.171802635202497278e-01,9.446325599186374822e-01,9.709350706644065410e-01,1.005822451117878158e+00
5.590000000000000524e-01,9.720783346218433429e-01,9.288895937247664270e-01,9.645843984649321579e-01,9.994657232969985650e-01
5.600000000000000533e-01,1.017826184096963793e+00,8.871423112222686091e-01,9.591318880283604686e-01,1.007518757992702740e+00
5.610000000000000542e-01,9.769994792619807189e-01,9.403251708187932989e-01,9.531592985946630847e-01,1.009024840543274237e+00
5.620000000000000551e-01,9.567661549341048843e-01,9.707332938007946499e-01,9.519457283638814715e-01,1.005794561327026937e+00
5.630000000000000560e-01,9.189770007340982705e-01,9.362580905715417456e-01,9.466579005851066819e-01,1.004112933273146657e+00
5.640000000000000568e-01,9.306678108155380658e-01,9.443591961119167655e-01,9.697523355672621470e-01,1.007148777914893989e+00
5.650000000000000577e-01,9.442370521218503843e-01,9.673305935841964853e-01,9.612612714752996057e-01,1.003437638402980170e+00
5.660000000000000586e-01,9.870334107322253914e-01,9.705455541926506502e-01,9.562165783511866746e-01,9.973181857149301388e-01
5.670000000000000595e-01,9.578529416531250673e-01,9.398886832006027037e-01,9.731808237963766040e-01,9.897330263438670617e-01
5.680000000000000604e-01,9.683668795127302609e-01,9.216936062450153955e-01,9.787398975813503821e-01,9.840241244899807782e-01
5.690000000000000613e-01,8.862712195040924890e-01,9.577617340313577809e-01,9.415608598147408026e-01,9.948293451729494086e-01
5.700000000000000622e-01,1.006510980443767300e+00,9.320295533254296938e-01,9.547995411148595402e-01,9.920728435083372432e-01
5.710000000000000631e-01,9.812455291082815556e-01,9.073249958746515409e-01,9.471101214779158450e-01,1.001908813368377116e+00
5.720000000000000639e-01,1.021781759428862069e+00,8.813678465369817472e-01,9.645769923949162328e-01,1.003133590337651704e+00
5.730000000000000648e-01,1.056094307583266279e+00,9.199668070369795281e-01,9.596410823207800478e-01,9.983325545719533567e-01
5.740000000000000657e-01,9.705305758938473915e-01,9.282309198494383962e-01,9.773869003390284194e-01,9.962657292267250719e-01
5.750000000000000666e-01,9.152052070757162872e-01,9.071405917196715407e-01,9.657454746296777470e-01,9.974126356096669754e-01
5.760000000000000675e-01,9.201969880288758397e-01,8.898960687538248759e-01,9.524854221301036761e-01,1.003287496809893709e+00
5.769999999999999574e-01,9.802994195518863751e-01,8.806635586901567780e-01,9.459469689055307606e-01,1.010456804690994748e+00
5.779999999999999583e-01,9.476073662082719062e-01,8.808875432502859537e-01,9.487678066101661312e-01,1.013535858361495512e+00
5.789999999999999591e-01,9.326594295271355417e-01,9.005350080163201376e-01,9.438224354515653003e-01,1.023948072620046057e+00
5.799999999999999600e-01,9.193606313739368652e-01,9.023665642980709389e-01,9.454754082201557441e-01,1.022340088758570298e+00
5.809999999999999609e-01,1.011020727152204701e+00,8.800484552352382250e-01,9.376222279405460602e-01,1.022971552614587276e+00
5.819999999999999618e-01,9.246988746650586233e-01,8.727460231182404549e-01,9.471741973747521692e-01,1.017421991250405888e+00
5.829999999999999627e-01,8.562780488726950967e-01,8.524929580444887689e-01,9.445602142367810483e-01,1.018342563297761627e+00
5.839999999999999636e-01,9.421896937673615025e-01,8.509092047032654760e-01,9.403840159725521675e-01,1.012929635180626287e+00
5.849999999999999645e-01,8.899234116317795706e-01,8.921021282704093558e-01,9.395324381180486517e-01,1.012505205296545086e+00
5.859999999999999654e-01,8.900013231094414667e-01,8.559034584426393755e-01,9.483194162075558875e-01,1.017979016807220694e+00
5.869999999999999662e-01,9.154835739871657330e-01,8.544123520551433204e-01,9.486305923283695485e-01,1.011467942053963176e+00
5.879999999999999671e-01,9.634160904233756151e-01,8.403563326327049277e-01,9.645388167894478615e-01,1.008888482375145834e+00
5.889999999999999680e-01,9.657889108807286016e-01,8.873738150300491956e-01,9.679185033491229939e-01,1.006204982269182757e+00
5.899999999999999689e-01,9.895124954139227214e-01,8.712927088471243975e-01,9.516082422295807364e-01,1.008370888422601030e+00
5.909999999999999698e-01,9.687685303249475854e-01,8.762185549778054305e-01,9.530593179134485560e-01,1.006164295264782460e+00
5.919999999999999707e-01,9.577795675036013812e-01,8.988522503262065255e-01,9.507835107742560465e-01,1.001632339184933551e+00
5.929999999999999716e-01,8.597953345349308441e-01,8.875527556744805535e-01,9.578210415394434740e-01,9.933468024239092697e-01
5.939999999999999725e-01,8.658631076361366086e-01,8.988178811105734800e-01,9.523592818912596236e-01,9.992286044233765763e-01
5.949999999999999734e-01,8.673886731285497254e-01,8.982009795678752573e-01,9.543509020913504282e-01,9.789523774599331318e-01
5.959999999999999742e-01,9.249046950678589951e-01,8.989054088657865149e-01,9.584972910755786835e-01,9.916559766492297756e-01
5.969999999999999751e-01,8.912213584010169054e-01,9.078499624432900816e-01,9.515021694362439941e-01,9.887366396431797044e-01
5.979999999999999760e-01,8.429873887011035682e-01,8.787054118868378172e-01,9.469621927814136919e-01,9.885016281163548912e-01
5.989999999999999769e-01,9.122744328794832880e-01,8.761004552175311044e-01,9.352197524635653680e-01,9.897938859833061986e-01
5.999999999999999778e-01,8.798165381318648892e-01,9.125414332525664252e-01,9.542719922919519204e-01,9.812598153276046453e-01
6.009999999999999787e-01,9.277034902178213915e-01,9.104194831260385978e-01,9.552410690440366059e-01,9.731483708870571903e-01
6.019999999999999796e-01,9.715689277543715363e-01,9.049825016866007710e-01,9.702791159707999658e-01,9.795563262311076658e-01
6.029999999999999805e-01,9.185295836165813244e-01,8.975950488510987535e-01,9.380907362326298404e-01,9.710877724651804099e-01
6.039999999999999813e-01,9.597489395059712880e-01,8.829805726097511576e-01,9.351978892148913314e-01,9.681716506912310116e-01
6.049999999999999822e-01,9.011265668004094787e-01,8.977732099586133163e-01,9.301330646851787565e-01,9.702051796469681744e-01
6.059999999999999831e-01,9.339116617764138262e-01,9.209403213718422299e-01,9.483437273628096964e-01,9.808650261647199331e-01
6.069999999999999840e-01,9.897204206640690671e-01,9.038244291069384984e-01,9.818030155688071137e-01,9.679056753507150335e-01
6.079999999999999849e-01,9.429041625947631733e-01,8.658356484728704228e-01,9.678830237506599321e-01,9.720873134036090990e-01
6.089999999999999858e-01,9.798096819785527822e-01,8.945436429040276582e-01,9.654052431753498142e-01,9.565502642088136165e-01
6.099999999999999867e-01,9.651111801001912571e-01,8.881046971796681122e-01,9.592312618627066856e-01,9.574379508842291164e-01
6.109999999999999876e-01,9.564992154345227648e-01,8.864633273012247905e-01,9.811348442898452094e-01,9.533125592138395055e-01
6.119999999999999885e-01,1.012040172238630520e+00,8.788966529364203861e-01,9.605761012010721744e-01,9.470393139012248662e-01
6.129999999999999893e-01,1.028187934601275444e+00,8.814881130192439018e-01,9.675954493696962144e-01,9.438430993804137747e-01
6.139999999999999902e-01,1.004603045206605483e+00,9.460834175108935318e-01,9.608022140956358204e-01,9.426428839364444645e-01
6.149999999999999911e-01,9.917706749303867308e-01,9.284273377864991073e-01,9.691551955060379031e-01,9.439957774300570259e-01
6.159999999999999920e-01,9.324017994072741899e-01,9.349943082591297694e-01,9.670146549120431922e-01,9.459922198445556152e-01
6.169999999999999929e-01,9.367675487633314590e-01,9.531624311631516910e-01,9.655395105538245870e-01,9.467115130014321922e-01
6.179999999999999938e-01,9.556115700321621276e-01,9.664552830444871345e-01,9.748484202977305557e-01,9.487940593540407086e-01
6.189999999999999947e-01,9.612630569635376432e-01,9.636970117822517556e-01,9.654451535576538124e-01,9.528876926735929676e-01
6.199999999999999956e-01,9.394018298439402725e-01,9.402461349331712182e-01,9.689758155202794487e-01,9.670067394477223077e-01
6.209999999999999964e-01,9.550985807281865414e-01,9.144191208550124239e-01,9.864076131725199037e-01,9.623606132782241973e-01
6.219999999999999973e-01,9.641188531170168385e-01,8.870642402406057059e-01,9.764842940282321138e-01,9.649495079329916125e-01
6.229999999999999982e-01,1.022928366073379669e+00,8.836353021713382327e-01,9.748177905469144200e-01,9.605588455283762261e-01
6.239999999999999991e-01,9.521871937164142485e-01,9.023963519837108205e-01,9.863949297805606475e-01,9.601012075401944568e-01
6.250000000000000000e-01,9.948177258260336719e-01,8.901789750698602122e-01,9.928327030689585442e-01,9.643042942849240351e-01
6.260000000000000009e-01,9.678998959055801210e-01,8.969124200955694848e-01,9.677381797619680759e-01,9.595013083361676465e-01
6.270000000000000018e-01,1.055005489284311926e+00,9.057683904474248537e-01,9.783203592384832614e-01,9.599428791078669088e-01
6.280000000000000027e-01,1.003775757159163895e+00,9.177484948447481861e-01,9.592491368072219027e-01,9.657471188757247305e-01
6.290000000000000036e-01,9.377385934734127071e-01,9.301056346185915258e-01,9.484287540078563117e-01,9.688399803988376746e-01
6.300000000000000044e-01,9.627208314473586492e-01,9.416037466688763624e-01,9.551813222658165348e-01,9.724008700724910970e-01
6.310000000000000053e-01,9.534655533690534757e-01,9.122663072551459029e-01,9.485170674977683181e-01,9.792587782041350941e-01
6.320000000000000062e-01,8.977461550188018391e-01,9.120548281460688633e-01,9.613042178344339828e-01,9.859013880976376099e-01
6.330000000000000071e-01,8.673776098472734120e-01,9.609844890996550593e-01,9.829141282329463269e-01,9.818914303816016487e-01
6.340000000000000080e-01,9.937489795668652537e-01,9.060910095706923295e-01,9.770608214512852552e-01,9.783592716582834026e-01
6.350000000000000089e-01,9.519901937240426992e-01,8.894651984873213069e-01,9.777927718391180578e-01,9.826506960129532953e-01
6.360000000000000098e-01,9.022908996708177698e-01,9.071727067487603824e-01,9.733466470090219591e-01,9.831130694421842398e-01
6.370000000000000107e-01,9.794213308437704768e-01,9.080281378000999437e-01,9.679095798740697809e-01,9.807340434989144651e-01
6.380000000000000115e-01,9.581648473117998499e-01,8.976123306792301859e-01,9.788368854734948998e-01,9.769686955156348107e-01
6.390000000000000124e-01,9.888589105182492567e-01,8.745607401800875591e-01,9.656316253678889350e-01,9.736876860989672755e-01
6.400000000000000133e-01,9.169720978438719028e-01,8.729966488239978561e-01,9.595762465530871532e-01,9.731825019348309125e-01
6.410000000000000142e-01,9.539298836075503774e-01,8.831769779625648908e-01,9.426216514922376444e-01,9.744337868121324409e-01
6.420000000000000151e-01,9.143801881956409305e-01,8.782826031937254196e-01,9.500397884978530882e-01,9.734549326597116137e-01
6.430000000000000160e-01,9.918098041506052676e-01,8.925975635532097385e-01,9.393296642133491803e-01,9.706283777647320976e-01
6.440000000000000169e-01,9.573879145677723912e-01,9.144115358969914231e-01,9.334463426768837557e-01,9.760703144564878420e-01
6.450000000000000178e-01,9.845974527670844356e-01,8.429853576757389000e-01,9.166087845377169918e-01,9.635625819738421471e-01
6.460000000000000187e-01,1.003487674018693765e+00,8.665295894213521644e-01,9.401231112088104247e-01,9.615437826816202183e-01
6.470000000000000195e-01,1.015388029423979432e+00,8.657540150286581193e-01,9.521975205038905044e-01,9.670427380320869570e-01
6.480000000000000204e-01,9.613094107074671157e-01,8.728962326711824371e-01,9.403492780507237692e-01,9.690912543805897394e-01
6.490000000000000213e-01,9.948782200360645200e-01,8.871533462015546156e-01,9.419277561826029377e-01,9.787259991952690363e-01
6.500000000000000222e-01,9.459107263499237916e-01,8.929241411575141729e-01,9.593139200910022479e-01,9.592785100529396258e-01
6.510000000000000231e-01,9.204008561302696734e-01,9.045551368403271786e-01,9.579262413182347835e-01,9.594947441390757614e-01
6.520000000000000240e-01,8.977366480306108176e-01,9.163922692289130367e-01,9.497552459604494679e-01,9.689793653624690917e-01
6.530000000000000249e-01,8.837023805095055584e-01,9.146097082805476619e-01,9.368201376075080411e-01,9.723893041568743012e-01
6.540000000000000258e-01,9.007539448615529132e-01,9.465885507679556721e-01,9.421072888812038748e-01,9.697448377826688448e-01
6.550000000000000266e-01,8.680993469946856056e-01,8.918350918584878606e-01,9.570703926417063467e-01,9.741666872913129493e-01
6.560000000000000275e-01,8.865665363755189654e-01,8.865116973735691630e-01,9.521279893696266150e-01,9.600049265479880800e-01
6.570000000000000284e-01,8.808393950022492813e-01,9.638211697947496326e-01,9.494406937451672635e-01,9.652106374111367737e-01
6.580000000000000293e-01,8.295930997781955085e-01,9.717901658634218176e-01,9.354190983467355336e-01,9.675021629884306140e-01
6.590000000000000302e-01,8.883728198575541191e-01,9.510085453134063949e-01,9.332021643745724848e-01,9.639239875059706364e-01
6.600000000000000311e-01,8.628490991913104757e-01,9.321381833984827558e-01,9.158395409078339267e-01,9.573666198274733974e-01
6.610000000000000320e-01,9.045930618643652776e-01,9.294443442675295319e-01,9.222202056243032908e-01,9.522943610796804625e-01
6.620000000000000329e-01,8.353664100641337020e-01,9.166998421827050603e-01,9.312598983154238841e-01,9.595564615096184857e-01
6.630000000000000338e-01,8.799612014619879741e-01,8.807107878090507658e-01,9.291036304915131216e-01,9.585364968678491415e-01
6.640000000000000346e-01,8.390181371800423671e-01,8.983446872031393138e-01,9.090010937328866225e-01,9.608430662107952935e-01
6.650000000000000355e-01,8.667815751129439583e-01,8.778515515855590534e-01,9.084222142760413066e-01,9.709851779395477500e-01
6.660000000000000364e-01,8.771340302945901390e-01,8.896147431488137247e-01,8.905200401402385557e-01,9.762889612077050305e-01
6.670000000000000373e-01,9.814222560949680263e-01,8.907503899512058121e-01,8.836093570151130061e-01,9.621047056446078161e-01
6.680000000000000382e-01,8.759315738491363357e-01,8.998291992739186895e-01,8.983935428556459879e-01,9.630453701450620851e-01
6.690000000000000391e-01,9.561387145118983577e-01,8.895684041350325755e-01,9.226233354131611053e-01,9.608268653023034345e-01
6.700000000000000400e-01,9.007578799859160545e-01,9.316127654864523322e-01,9.158618891072386470e-01,9.582816991728633216e-01
6.710000000000000409e-01,8.725065031485899070e-01,9.288324093238413681e-01,8.983616025575320574e-01,9.731274485663259366e-01
6.720000000000000417e-01,9.014776126185337635e-01,9.331378391481706114e-01,9.086249280404079531e-01,9.735193247407399886e-01
6.730000000000000426e-01,8.110766750218416643e-01,9.063816560268537215e-01,9.335255050469865035e-01,9.686348127102847316e-01
6.740000000000000435e-01,9.670337535228679116e-01,9.475702767786076119e-01,9.204353390172708149e-01,9.732236963363635196e-01
6.750000000000000444e-01,8.918956612372659354e-01,9.069412489412492784e-01,9.183373656981981270e-01,9.746027350500021669e-01
6.760000000000000453e-01,9.058529173256721911e-01,9.059676356523370666e-01,9.068726414205673381e-01,9.847748063026164900e-01
6.770000000000000462e-01,9.564353413897107581e-01,8.478218543993231160e-01,8.720027783923465226e-01,9.800153247390550604e-01
6.780000000000000471e-01,8.796200024472611290e-01,8.411687410252760566e-01,8.850305575033606820e-01,9.699516891521424711e-01
6.790000000000000480e-01,8.672421215600458755e-01,8.411846315153670428e-01,8.928911981730403014e-01,9.823468085680781003e-01
6.800000000000000488e-01,9.068203035768775955e-01,8.442697450900500389e-01,8.844386990755199740e-01,9.843907006552363725e-01
6.810000000000000497e-01,8.858973179213509574e-01,8.843829921081138856e-01,8.788667779429785165e-01,9.843887646633041610e-01
6.820000000000000506e-01,9.539006127961738857e-01,8.670818529543398157e-01,8.733613393871839659e-01,9.708738334817267335e-01
6.830000000000000515e-01,8.597723329291004912e-01,8.413813491001629341e-01,8.733385048005456452e-01,9.692051377440893400e-01
6.840000000000000524e-01,8.666130902687559923e-01,8.354002186722664369e-01,8.924521497548831839e-01,9.693556191733745386e-01
6.850000000000000533e-01,9.326052207207145006e-01,8.471361534594232801e-01,9.048606716237125314e-01,9.553320707771468800e-01
6.860000000000000542e-01,8.528275791900390423e-01,8.699749814493381583e-01,9.197266566306034896e-01,9.566044595189198141e-01
