t,H=0.1,H=0.2,H=0.3,H=0.4
2.230000000000000038e-01,1.051108440603609084e+00,8.497663494360443437e-01,9.959436947371209659e-01,1.018783237903037042e+00
2.240000000000000047e-01,1.079467770015768657e+00,7.966967209973673247e-01,1.013498318655175812e+00,1.016654411849540196e+00
2.250000000000000056e-01,1.057294573371860391e+00,8.435119174164003031e-01,1.017102752571088509e+00,1.023377160152425303e+00
2.260000000000000064e-01,9.557668152123757199e-01,8.366124907298545521e-01,1.023190114993538291e+00,1.014461905774300954e+00
2.270000000000000073e-01,1.070535660422903490e+00,8.231831764907662219e-01,1.034732517297274779e+00,1.019916753650338181e+00
2.280000000000000082e-01,1.109179037071782226e+00,8.206682435648257057e-01,1.012556367280173397e+00,1.015904479970598517e+00
2.290000000000000091e-01,1.136080677974750985e+00,8.261422026127495100e-01,1.010118783521852359e+00,1.012927982099703694e+00
2.300000000000000100e-01,1.110738368967996603e+00,8.153278119645990252e-01,1.018984800660860834e+00,1.011041107924749660e+00
2.310000000000000109e-01,1.019082489863199159e+00,8.339373771564632110e-01,1.005317508459946385e+00,1.011938798839325804e+00
2.320000000000000118e-01,1.068363721070940908e+00,8.260045244862435077e-01,1.016796069790802948e+00,1.012467372145467337e+00
2.330000000000000127e-01,1.072664572417799000e+00,8.208177106919654076e-01,1.021975004457424951e+00,1.014270754975597155e+00
2.340000000000000135e-01,1.065302060116342098e+00,8.565233506562703880e-01,1.019129275226617892e+00,1.023537395603759892e+00
2.350000000000000144e-01,1.021652190104198610e+00,8.627205806952928935e-01,1.007489938525621076e+00,1.022139693322567267e+00
2.360000000000000153e-01,1.048440857772567458e+00,8.266672789974365276e-01,1.039434380564812521e+00,1.021933024447233107e+00
2.370000000000000162e-01,1.039323398587961522e+00,8.713596294035906853e-01,1.037344084467634486e+00,1.028529609208117757e+00
2.380000000000000171e-01,1.084334649429634201e+00,8.736642855730053503e-01,1.035506553045909328e+00,1.033757440347414569e+00
2.390000000000000180e-01,1.042086159945549984e+00,8.459708618164235583e-01,1.035626048995821558e+00,1.035660681980268949e+00
2.399999999999999911e-01,1.060056674371156582e+00,8.852214902825262799e-01,1.046377311025840529e+00,1.033994473874754849e+00
2.409999999999999920e-01,1.066044164508344272e+00,8.686250707296259144e-01,1.011561270796534018e+00,1.028963730534938392e+00
2.419999999999999929e-01,1.044492147002076488e+00,8.659952876763364893e-01,1.032576985374426437e+00,1.031168108404780348e+00
2.429999999999999938e-01,1.045737476698446411e+00,8.677033849144285549e-01,1.025390673952238707e+00,1.030928979524985190e+00
2.439999999999999947e-01,1.000192849326542843e+00,8.622070585245531493e-01,9.974837256073215697e-01,1.022525435725608389e+00
2.449999999999999956e-01,9.952161779319840251e-01,8.830568865857897354e-01,1.002507463062995541e+00,1.019469338360732058e+00
2.459999999999999964e-01,1.010671865445137430e+00,8.942434779070314033e-01,1.006726469082895870e+00,1.024198696638779049e+00
2.469999999999999973e-01,1.018804770403777926e+00,9.179887168455396207e-01,1.000394242878831275e+00,1.029977968008445322e+00
2.479999999999999982e-01,1.049603858301813020e+00,9.041381233462583156e-01,9.981019556016222927e-01,1.034754430258118196e+00
2.489999999999999991e-01,1.063073369215105535e+00,9.361460935095210489e-01,9.795330609990551274e-01,1.034582546155544902e+00
2.500000000000000000e-01,1.093721932836559496e+00,9.129825232889450248e-01,9.576133159585875632e-01,1.028058923449319373e+00
2.510000000000000009e-01,1.039456306022970011e+00,8.815523808568122011e-01,9.586243469151715102e-01,1.030049886570618245e+00
2.520000000000000018e-01,1.081835943981737769e+00,9.156181501509643716e-01,9.890677389305844169e-01,1.025800576232257066e+00
2.530000000000000027e-01,1.015058986636335980e+00,9.364929402328950880e-01,9.853630854144296292e-01,1.032148492595345024e+00
2.540000000000000036e-01,1.024152941617222590e+00,9.374224162881731326e-01,9.857667452762012283e-01,1.034479458736616841e+00
2.550000000000000044e-01,1.023073235736315700e+00,9.426441427687685115e-01,9.949101522232223216e-01,1.032149950922517379e+00
2.560000000000000053e-01,1.073121848151068702e+00,9.500770121513097966e-01,9.992271444953889636e-01,1.037008877010409114e+00
2.570000000000000062e-01,1.011261624885392285e+00,9.042223501547326237e-01,9.889110053691289037e-01,1.032369885502641971e+00
2.580000000000000071e-01,9.720895688583998107e-01,8.898403787026231138e-01,9.860395790211502476e-01,1.037979987650524238e+00
2.590000000000000080e-01,9.754140262106205661e-01,9.207834161298518172e-01,9.799001650616016024e-01,1.035853042898165821e+00
2.600000000000000089e-01,9.994191809545295291e-01,9.080517355460470119e-01,9.724963394712266007e-01,1.045025361580478540e+00
2.610000000000000098e-01,9.847595454049862251e-01,9.300002128648234834e-01,9.590195979646606306e-01,1.056467495577705806e+00
2.620000000000000107e-01,1.011166843071002575e+00,9.002708841178767019e-01,9.610822657189123097e-01,1.046284382827680659e+00
2.630000000000000115e-01,1.077676806377032559e+00,8.879490233403755095e-01,9.502133813931379347e-01,1.045642389184250343e+00
2.640000000000000124e-01,1.027829606500111570e+00,9.037888194134555686e-01,9.556220449345899093e-01,1.059447875423014995e+00
2.650000000000000133e-01,1.039620589627580083e+00,9.201954309322248893e-01,9.675876367814035817e-01,1.063995390851827150e+00
2.660000000000000142e-01,1.053630058734673414e+00,9.071954696953777875e-01,9.827596429071228101e-01,1.074740552604916743e+00
2.670000000000000151e-01,1.113975927257002896e+00,9.190859292512101320e-01,9.802820114156881592e-01,1.074271615665658208e+00
2.680000000000000160e-01,1.099448655398371555e+00,9.042673254590575249e-01,9.806117494265342849e-01,1.062146414079170542e+00
2.690000000000000169e-01,1.028329687447529395e+00,9.017131714552850674e-01,9.797990215812731885e-01,1.059812364645340566e+00
2.700000000000000178e-01,1.100943152877899456e+00,9.398476969073380483e-01,9.709243700938390287e-01,1.055641979910923567e+00
2.710000000000000187e-01,1.039367930103552773e+00,9.237261494496268321e-01,9.596935104307542375e-01,1.065430725314606475e+00
2.720000000000000195e-01,1.016869566189509078e+00,9.044551341512756526e-01,9.503755509395821477e-01,1.057499643407259438e+00
2.730000000000000204e-01,1.057268392493682541e+00,8.638873177215947718e-01,9.552588548421705461e-01,1.056982472788484895e+00
2.740000000000000213e-01,1.017888982869469938e+00,8.650025499605910051e-01,9.329358864865228140e-01,1.057526882169850024e+00
2.750000000000000222e-01,9.530427044679888882e-01,8.822862111840522603e-01,9.426854841946364916e-01,1.050746882122556958e+00
2.760000000000000231e-01,9.886567009721235477e-01,8.660392199285057435e-01,9.300144164117627454e-01,1.041938757369287094e+00
2.770000000000000240e-01,9.620799398209407549e-01,8.731342211783491569e-01,9.244440877578058435e-01,1.044537535797771088e+00
2.780000000000000249e-01,1.104740524636175447e+00,8.876798051640448772e-01,9.332617757204292319e-01,1.046072271672535248e+00
2.790000000000000258e-01,9.601853007158295261e-01,9.042601254682173240e-01,9.289230106624701833e-01,1.052122931604529299e+00
2.800000000000000266e-01,9.333151522262216337e-01,9.140501363156716685e-01,9.402277248152761668e-01,1.057539842408907749e+00
2.810000000000000275e-01,1.010128791418748673e+00,9.399289644667768728e-01,9.269225311104860587e-01,1.054775846402751904e+00
2.820000000000000284e-01,1.055325332221686008e+00,9.174606560400654365e-01,9.256692044359171589e-01,1.060769655313922311e+00
2.830000000000000293e-01,1.042011630015402757e+00,9.097735987823598602e-01,9.285280891802694114e-01,1.057127318956673889e+00
2.840000000000000302e-01,9.948900258493206250e-01,9.414629496522789465e-01,9.269947006616984231e-01,1.057060940632072343e+00
2.850000000000000311e-01,9.830979243417564684e-01,9.219072235064098564e-01,9.117661576074291840e-01,1.062593927318052023e+00
2.860000000000000320e-01,9.988767256966382124e-01,9.108528092105008245e-01,9.330720941279447844e-01,1.063471338839076630e+00
2.870000000000000329e-01,9.815125299325337949e-01,9.230966588959287344e-01,9.426552174247642135e-01,1.048305942323142448e+00
2.880000000000000338e-01,9.932651050015033345e-01,9.495969057540001312e-01,9.398255387484166778e-01,1.051803937753610363e+00
2.889999999999999791e-01,1.024703946152875522e+00,9.106636416542214230e-01,9.432814757786575077e-01,1.063043598008835966e+00
2.899999999999999800e-01,1.032006995997720722e+00,8.961143586462548827e-01,9.530235629353279725e-01,1.056952986078431689e+00
2.909999999999999809e-01,9.851672562667647126e-01,8.924888011482193795e-01,9.330793462768243174e-01,1.070527663439864829e+00
2.919999999999999818e-01,1.023223171398906173e+00,9.069687619540552914e-01,9.516764424631757313e-01,1.064827881621337680e+00
2.929999999999999827e-01,9.245043730060542586e-01,9.213824661940360761e-01,9.388902323195327249e-01,1.074735857528555938e+00
2.939999999999999836e-01,1.031651557457341495e+00,9.180459318086100495e-01,9.430748661663023169e-01,1.064494736715242640e+00
2.949999999999999845e-01,1.050365779017687906e+00,9.531411794268247473e-01,9.519415927986102366e-01,1.062065791217323030e+00
2.959999999999999853e-01,1.035280622747386081e+00,9.720408223883783005e-01,9.421866831124455777e-01,1.047218254011143657e+00
2.969999999999999862e-01,1.008660318851845039e+00,9.226666477145688550e-01,9.133877975839050922e-01,1.048734181827963186e+00
2.979999999999999871e-01,1.097886534494632471e+00,9.136676449271976530e-01,9.312996397391049008e-01,1.031854811031806873e+00
2.989999999999999880e-01,1.051673273070357517e+00,8.802394856642249410e-01,9.353502142255673002e-01,1.029894973547798465e+00
2.999999999999999889e-01,1.057436767565664848e+00,9.453719074914391785e-01,9.353791050040439758e-01,1.022242516682080105e+00
3.009999999999999898e-01,9.325708878476173247e-01,9.010254733101722424e-01,9.436663926067470065e-01,1.012795199520934331e+00
3.019999999999999907e-01,9.778284785511210941e-01,9.415428648215163898e-01,9.433669548348119216e-01,1.023929144623157983e+00
3.029999999999999916e-01,9.237042239770211216e-01,9.192093049971394869e-01,9.460936881322746794e-01,1.024296896362157705e+00
3.039999999999999925e-01,9.696819144185438999e-01,9.039083650379751145e-01,9.574095466823135947e-01,1.038296269617992929e+00
3.049999999999999933e-01,1.002362304108545432e+00,8.820529138812571723e-01,9.485610555895436224e-01,1.037833937546219776e+00
3.059999999999999942e-01,9.642579512597704294e-01,8.537586052021356453e-01,9.563241475966394178e-01,1.036010216289385610e+00
3.069999999999999951e-01,9.318198720440106220e-01,8.537728706994550665e-01,9.557891225893045961e-01,1.028044148277333925e+00
3.079999999999999960e-01,9.588526789136085915e-01,8.913757531599622030e-01,9.687049782485508409e-01,1.037090821725854095e+00
3.089999999999999969e-01,1.023311096478730198e+00,8.992654155740752442e-01,9.828217068077912399e-01,1.039677063132306900e+00
3.099999999999999978e-01,1.027322772157899911e+00,8.977521065445992487e-01,9.774962267985402020e-01,1.045235160521346129e+00
3.109999999999999987e-01,9.998541501749310667e-01,8.753383397722845904e-01,9.937806082920498385e-01,1.044066148905292479e+00
3.119999999999999996e-01,9.552609780770086045e-01,8.412195233263684013e-01,9.781978966337141479e-01,1.033933144850062824e+00
3.130000000000000004e-01,9.855488993747913984e-01,8.701945222772464739e-01,9.823055738491937028e-01,1.036712846396602883e+00
3.140000000000000013e-01,9.630566807363748483e-01,8.932086045497314997e-01,9.876362780371386041e-01,1.048483148212261407e+00
3.150000000000000022e-01,1.001455175967487010e+00,9.068657068192954585e-01,9.932689768943077091e-01,1.053276700479905292e+00
3.160000000000000031e-01,1.025222599682167557e+00,9.366131428268152925e-01,9.954393248104259628e-01,1.051230902751753460e+00
3.170000000000000040e-01,1.020330711289729742e+00,9.459612975877623731e-01,9.952068408677177125e-01,1.059340303233865743e+00
3.180000000000000049e-01,9.820992972889671657e-01,9.292238501241310011e-01,1.012443617777515570e+00,1.056297231013519911e+00
3.190000000000000058e-01,9.887426302340824869e-01,9.602041202820542631e-01,1.024616749408712391e+00,1.057575215139714864e+00
3.200000000000000067e-01,9.954673475818812678e-01,9.391572047015694924e-01,1.019674522988621934e+00,1.050826954205397179e+00
3.210000000000000075e-01,9.913617661659579472e-01,9.360679327580119224e-01,1.025118298242949866e+00,1.048053789247639145e+00
3.220000000000000084e-01,1.024812537473564822e+00,9.629548678650449167e-01,1.020355528923091670e+00,1.054576778387146918e+00
3.230000000000000093e-01,1.029688323682493634e+00,9.387912903724178193e-01,1.034843266072384305e+00,1.039876225131842968e+00
3.240000000000000102e-01,1.096467365865580135e+00,9.677865104171993194e-01,1.015778591665193575e+00,1.039191121453947542e+00
3.250000000000000111e-01,1.015268846242556533e+00,9.536715756916736009e-01,1.019237649723241823e+00,1.049400252047997473e+00
3.260000000000000120e-01,1.070414564007209135e+00,9.499469127812673053e-01,1.033398897406045736e+00,1.052847872040185928e+00
3.270000000000000129e-01,9.927062477302701637e-01,9.595563586569862968e-01,1.018175119595430500e+00,1.054863029803756458e+00
3.280000000000000138e-01,9.426327170114141563e-01,9.447898742819482720e-01,1.007805500227211937e+00,1.046199446568475189e+00
3.290000000000000147e-01,1.001214855583240304e+00,9.384291234570795170e-01,1.000818752609525353e+00,1.051825289160856380e+00
3.300000000000000155e-01,1.072146175263517076e+00,9.472939021569549700e-01,1.007709758027215408e+00,1.043735999039726359e+00
3.310000000000000164e-01,1.040741790879095685e+00,9.555886202000467566e-01,9.929049161106481280e-01,1.037692612835663830e+00
3.320000000000000173e-01,1.068647475360785082e+00,9.112740620095562960e-01,1.014369161138358733e+00,1.052886350409456995e+00
3.330000000000000182e-01,9.867243884179063285e-01,8.754419635897675578e-01,9.948039863592421650e-01,1.056193299254222007e+00
3.340000000000000191e-01,9.629164616243481856e-01,8.871098808155132298e-01,1.022588225899889069e+00,1.059174514947872181e+00
3.350000000000000200e-01,1.029499176432784324e+00,8.764909680549130000e-01,9.931646841583883223e-01,1.056466609779513455e+00
3.360000000000000209e-01,1.039251255211669722e+00,8.723037807550516609e-01,9.952686102995376149e-01,1.053411988516244291e+00
3.370000000000000218e-01,1.035816941532588187e+00,8.884168319059717600e-01,1.003190482583180998e+00,1.052492025508318552e+00
3.380000000000000226e-01,1.009179052642076302e+00,9.213542134357567415e-01,1.009649836336891759e+00,1.046081999202889801e+00
3.390000000000000235e-01,9.538783099762085937e-01,9.294488450841877913e-01,1.010925745040470058e+00,1.038745999622940897e+00
3.400000000000000244e-01,1.048492610079109433e+00,9.451205097543811107e-01,9.938538465788894216e-01,1.040083946571670692e+00
3.410000000000000253e-01,1.015351296293658834e+00,9.151497080450627930e-01,1.002125081879224666e+00,1.044347477655220846e+00
3.420000000000000262e-01,1.017072221606770466e+00,9.232311125906208504e-01,9.928959268474510935e-01,1.043903285533194225e+00
3.430000000000000271e-01,1.070278666634602471e+00,9.126563643270563242e-01,9.892477473199983162e-01,1.043353482115705555e+00
3.440000000000000280e-01,1.052676524017482240e+00,9.208411694429921024e-01,9.976196145789013592e-01,1.047490809935267331e+00
3.450000000000000289e-01,9.779102715684834246e-01,9.242598868797000655e-01,9.956173729176607257e-01,1.039069820853020465e+00
3.460000000000000298e-01,9.704808433022547032e-01,9.560113594462789077e-01,9.903284412222698174e-01,1.036428777494678988e+00
3.470000000000000306e-01,9.190611073469252545e-01,9.211047204246977094e-01,1.015558924100414595e+00,1.034389319637328164e+00
3.480000000000000315e-01,9.221565222909408055e-01,9.527226051149960684e-01,1.019454855394172688e+00,1.034730332134884412e+00
3.490000000000000324e-01,9.341383981470874343e-01,1.004183651597431615e+00,1.015049029609144338e+00,1.029605472660568788e+00
3.500000000000000333e-01,1.043116021374102420e+00,9.449448829681608153e-01,1.008405537658314532e+00,1.029293288627369130e+00
3.510000000000000342e-01,9.307497753603836133e-01,9.302873492659443633e-01,1.021119122811597446e+00,1.043619142333932048e+00
3.519999999999999796e-01,9.651397714152417651e-01,9.357115681270230523e-01,1.020286235672051012e+00,1.042258372296624991e+00
3.529999999999999805e-01,8.866745556597461775e-01,9.395613689101529609e-01,1.031977346893218073e+00,1.036704322670953804e+00
3.539999999999999813e-01,9.073604748207829696e-01,9.339561564875856758e-01,1.011073936226139391e+00,1.040002896288366951e+00
3.549999999999999822e-01,9.793057045628478230e-01,9.205466078222940274e-01,9.904045306188293818e-01,1.045963141455701795e+00
3.559999999999999831e-01,9.711783741729365094e-01,9.541551189454253734e-01,9.863838230804347074e-01,1.051948786030723948e+00
3.569999999999999840e-01,9.446813131395566110e-01,9.470268554161446195e-01,1.001317204547026440e+00,1.045321507234092451e+00
3.579999999999999849e-01,9.240480566077429181e-01,9.679527528084818089e-01,1.004841375454126329e+00,1.043496510455872439e+00
3.589999999999999858e-01,9.133704109776439317e-01,9.701258939749829446e-01,1.003095865422225730e+00,1.040353805458429592e+00
3.599999999999999867e-01,8.494983673296646609e-01,9.787728748864771289e-01,1.007688122699547328e+00,1.040105002841905879e+00
3.609999999999999876e-01,9.884017662713621144e-01,9.431603379674595722e-01,9.997637153905702956e-01,1.040330083599503075e+00
3.619999999999999885e-01,9.460965683915881774e-01,9.369817443713704952e-01,1.005615571390927387e+00,1.040250645449263267e+00
3.629999999999999893e-01,9.543543327686375699e-01,9.521985713325137324e-01,9.959635044704961970e-01,1.031459647875119900e+00
3.639999999999999902e-01,8.999955221422557550e-01,9.576613881495461555e-01,9.768642136744259963e-01,1.028162240111948789e+00
3.649999999999999911e-01,9.369559872909810627e-01,9.280664804619758179e-01,9.624134260678227637e-01,1.033156622274760350e+00
3.659999999999999920e-01,9.734320056742623573e-01,9.416921145051216913e-01,9.641775541334186572e-01,1.029970776265699328e+00
3.669999999999999929e-01,9.428858725793141105e-01,9.271413079068936414e-01,9.695327842643831628e-01,1.034419481938216645e+00
3.679999999999999938e-01,9.680536119406348838e-01,9.506162737276052654e-01,9.873912051324336137e-01,1.035729114413311391e+00
3.689999999999999947e-01,9.314667675728796059e-01,9.406120513751172751e-01,9.919560940760048240e-01,1.042358466520387994e+00
3.699999999999999956e-01,9.541260313024946260e-01,9.089516514728310792e-01,9.694884308677589324e-01,1.053993337127721031e+00
3.709999999999999964e-01,8.956113450423009992e-01,9.107226812467882349e-01,9.588344157646598864e-01,1.048277635881603498e+00
3.719999999999999973e-01,8.899332721385982969e-01,9.351799869172899848e-01,9.617005418144746187e-01,1.053576447281078243e+00
3.729999999999999982e-01,9.139676349897077889e-01,9.152604797618697496e-01,9.628666836409559560e-01,1.059624378299972358e+00
3.739999999999999991e-01,8.851628468079523193e-01,8.932529788057832487e-01,9.632685379583154628e-01,1.073685968338961016e+00
3.750000000000000000e-01,8.995793986671020148e-01,9.339413900567252735e-01,9.663192989926099319e-01,1.057789241105982603e+00
3.760000000000000009e-01,8.629409293137044745e-01,9.145545289825365298e-01,9.463200577023291871e-01,1.049651106574228443e+00
3.770000000000000018e-01,8.749199342012065062e-01,9.210056114043702058e-01,9.420740498389367223e-01,1.049071593674271163e+00
3.780000000000000027e-01,9.074185417762731243e-01,8.963276635476743470e-01,9.477202426180000305e-01,1.065423785624651565e+00
3.790000000000000036e-01,9.223988274390637621e-01,9.242329633162529312e-01,9.358266641683582465e-01,1.064630658817108610e+00
3.800000000000000044e-01,9.131521279310710337e-01,9.491215805429265018e-01,9.373623066549499061e-01,1.068357764590090131e+00
3.810000000000000053e-01,9.370317038382579566e-01,9.426359815032279155e-01,9.395279040279170824e-01,1.062601935868103586e+00
3.820000000000000062e-01,9.865535876822212336e-01,9.510064943755374145e-01,9.624202342582838243e-01,1.066233610528323217e+00
3.830000000000000071e-01,9.984763984872854214e-01,9.098746142635540934e-01,9.780860052038500285e-01,1.056741373830762498e+00
3.840000000000000080e-01,9.469001734254434144e-01,9.240906617395724387e-01,9.488368277941271467e-01,1.056325398886741596e+00
3.850000000000000089e-01,9.538188362775620321e-01,9.255351666397946264e-01,9.555727501310714578e-01,1.064460659416566646e+00
3.860000000000000098e-01,9.270167323004570026e-01,9.344667649746916105e-01,9.735759519049025368e-01,1.067213607997691271e+00
3.870000000000000107e-01,9.721330271652516286e-01,9.321595392923247569e-01,9.864203804308376844e-01,1.068733531760017286e+00
3.880000000000000115e-01,9.151432737240290383e-01,9.510391186942745989e-01,9.782748315469470546e-01,1.058655455531459344e+00
3.890000000000000124e-01,9.612213605319035459e-01,9.171965123022135513e-01,9.775512728800842543e-01,1.055598837020583325e+00
3.900000000000000133e-01,9.617909003746950569e-01,9.165865035504686675e-01,9.665625572307245950e-01,1.063046110433004454e+00
3.910000000000000142e-01,9.700115834471221277e-01,9.329922044449365792e-01,9.604557828130895203e-01,1.070728013256398992e+00
3.920000000000000151e-01,8.781478663561255171e-01,9.107152528716307982e-01,9.518443633665629733e-01,1.075353092453317227e+00
3.930000000000000160e-01,9.581845393943657641e-01,8.958479398270117189e-01,9.439959368871343459e-01,1.080898625722735318e+00
3.940000000000000169e-01,9.602051871958203755e-01,9.035910032560243721e-01,9.550601603238227932e-01,1.076430592024097521e+00
3.950000000000000178e-01,9.053097964146271659e-01,9.119535697552528797e-01,9.445349764927235547e-01,1.077720213404721905e+00
3.960000000000000187e-01,9.627629790941771848e-01,9.124044193928348978e-01,9.431394255473365407e-01,1.080054175571520725e+00
3.970000000000000195e-01,9.507650338994784178e-01,8.719870733530725726e-01,9.424376755479372259e-01,1.082328651913664341e+00
3.980000000000000204e-01,9.218167503170739963e-01,9.079141490475751697e-01,9.600888044900711682e-01,1.089044686611228441e+00
3.990000000000000213e-01,1.060225855327843858e+00,9.036326842067217147e-01,9.548688535604373806e-01,1.094371322032691829e+00
4.000000000000000222e-01,9.486479830291875137e-01,9.241845308976301965e-01,9.578526487288533398e-01,1.095175559193009907e+00
4.010000000000000231e-01,9.653395369100357115e-01,8.831062222863527156e-01,9.666890155152750852e-01,1.081737112335442230e+00
4.020000000000000240e-01,9.516336270200566050e-01,9.220616973066714239e-01,9.691261700541651258e-01,1.081870911206237684e+00
4.030000000000000249e-01,9.997599077016600111e-01,8.769884447495156499e-01,9.678672646242055810e-01,1.081806253874129986e+00
4.040000000000000258e-01,8.927183290740641208e-01,8.979544107061663283e-01,9.594222696416863094e-01,1.083030346123806442e+00
4.050000000000000266e-01,9.709668867950411730e-01,9.071651889771877864e-01,9.717803763750225698e-01,1.075282233975745738e+00
4.060000000000000275e-01,1.003747484149170255e+00,8.853847545680120223e-01,9.603506722426607967e-01,1.069046102570261114e+00
4.070000000000000284e-01,1.003728284549408878e+00,8.482837509971126178e-01,9.654107923314172446e-01,1.075446144624920386e+00
4.080000000000000293e-01,9.501324002495389331e-01,8.442664594014418489e-01,9.762710510941512432e-01,1.069660040268815449e+00
4.090000000000000302e-01,9.754021089801018229e-01,8.494072896704549791e-01,9.633741058992087991e-01,1.057583990087682002e+00
4.100000000000000311e-01,9.115432324812411391e-01,8.706735695530568586e-01,9.718686506163523031e-01,1.051470451156326202e+00
4.110000000000000320e-01,9.792210683221144185e-01,8.712115973592226004e-01,9.778532299669877581e-01,1.049771814602863618e+00
4.120000000000000329e-01,1.032447974117060685e+00,8.703879008505553960e-01,9.762387955151887731e-01,1.065144463345534920e+00
4.130000000000000338e-01,9.751040531396755195e-01,9.012807270672629212e-01,9.855495124998617795e-01,1.054417101502463927e+00
4.140000000000000346e-01,9.860521544496453350e-01,8.650839313565839017e-01,9.499672212184679942e-01,1.052499368173832606e+00
4.150000000000000355e-01,9.275603397128097116e-01,9.096053493689851832e-01,9.654197129577306580e-01,1.054713268759637890e+00
4.160000000000000364e-01,1.004223281072397667e+00,9.133459098812084509e-01,9.573675203582925342e-01,1.049145906474963086e+00
4.169999999999999818e-01,9.483081011768291768e-01,9.394321569023803553e-01,9.815972702889977919e-01,1.047669618084836607e+00
4.179999999999999827e-01,9.659793659398041576e-01,9.288552319220265696e-01,9.800577711460387587e-01,1.051926330522956032e+00
4.189999999999999836e-01,1.042529907470004513e+00,9.350053100602627731e-01,9.699721435063218822e-01,1.047888725152755995e+00
4.199999999999999845e-01,9.599518193359906082e-01,9.426629223972030625e-01,9.922763702856129964e-01,1.046651176798033767e+00
4.209999999999999853e-01,9.542646044630752611e-01,9.819670436333932662e-01,1.000934899019899849e+00,1.048154348027288574e+00
4.219999999999999862e-01,9.745417413903605386e-01,9.290165587789906976e-01,1.015166185938519705e+00,1.054912940934006338e+00
4.229999999999999871e-01,9.631995670432951240e-01,9.216771559011432968e-01,1.027360482097417371e+00,1.048710602333497333e+00
4.239999999999999880e-01,8.913178221323131423e-01,9.356768090090193946e-01,1.026301915621508076e+00,1.048185814039788832e+00
4.249999999999999889e-01,9.123141250362887256e-01,9.483989202038362043e-01,1.019760246546481008e+00,1.052373086115351963e+00
4.259999999999999898e-01,9.222616941603165586e-01,9.013926032990990933e-01,1.005922444262543181e+00,1.057967030936329600e+00
4.269999999999999907e-01,9.296479721561456966e-01,9.343302817344250055e-01,1.017847012386584149e+00,1.069182956492916503e+00
4.279999999999999916e-01,9.451830039198590994e-01,9.426285380485730503e-01,1.019209139011043153e+00,1.077943744643331092e+00
4.289999999999999925e-01,9.178754031948754832e-01,9.512638049237902571e-01,1.025210039046646315e+00,1.071970201280776802e+00
4.299999999999999933e-01,8.929166357032654044e-01,9.330515220655010156e-01,1.024067677585672742e+00,1.084076916951649094e+00
4.309999999999999942e-01,8.682254428945778146e-01,9.413073477298892211e-01,9.933175716223840990e-01,1.086949462205971217e+00
4.319999999999999951e-01,8.494814782992684554e-01,9.030807930279683982e-01,1.011061387135991030e+00,1.084228302515513276e+00
4.329999999999999960e-01,8.558194219510767420e-01,8.672240545095610820e-01,1.003721764746448475e+00,1.088968426313782434e+00
4.339999999999999969e-01,8.741763639250043072e-01,9.048226299537149853e-01,1.001531276390506875e+00,1.094692407605515783e+00
4.349999999999999978e-01,9.338613191129763180e-01,9.140539796509024040e-01,1.002154405395466963e+00,1.097191349460888476e+00
4.359999999999999987e-01,9.478249949696829768e-01,8.959423131642766380e-01,9.829437303140287074e-01,1.101289230016877063e+00
4.369999999999999996e-01,9.869631565348856439e-01,9.265306844712968282e-01,9.888693932387453422e-01,1.098624143606305559e+00
4.380000000000000004e-01,9.087596910289703622e-01,9.090493017158275402e-01,9.897624950619906548e-01,1.097789976008064716e+00
4.390000000000000013e-01,8.878365311283498151e-01,9.160033956618859330e-01,9.918536236845875154e-01,1.091899601705291101e+00
4.400000000000000022e-01,9.533523504107458413e-01,8.949449373197002622e-01,9.917797892789498304e-01,1.084325632003076745e+00
4.410000000000000031e-01,9.264193733040485546e-01,8.885311037767880116e-01,9.831952245371318178e-01,1.081020688111035799e+00
4.420000000000000040e-01,9.027337286935711580e-01,9.422311103428189227e-01,9.821090630105648867e-01,1.073556898489726796e+00
4.430000000000000049e-01,9.103202450753349328e-01,9.186236850792851572e-01,9.819026634128564801e-01,1.060933074567681933e+00
4.440000000000000058e-01,9.108387842494278797e-01,9.157493587247397260e-01,9.676511780321853662e-01,1.059677890364145725e+00
4.450000000000000067e-01,9.764390082939164994e-01,9.459588172858611754e-01,9.611699160667546149e-01,1.082068476723117456e+00
4.460000000000000075e-01,8.780882413252510954e-01,9.124252857097155944e-01,9.664722950122185408e-01,1.070508386121253430e+00
4.470000000000000084e-01,9.439034513207084087e-01,8.952713792803095316e-01,9.494600448997839726e-01,1.064445780759235571e+00
4.480000000000000093e-01,9.662431336805993309e-01,9.288518417482150014e-01,9.556682262313367371e-01,1.057673639584756797e+00
4.490000000000000102e-01,9.285933939203635523e-01,9.491451401346904237e-01,9.552829803898128525e-01,1.054178228953428942e+00
4.500000000000000111e-01,9.511053710713155418e-01,9.178861492010346179e-01,9.554748630619505079e-01,1.049348057182786009e+00
4.510000000000000120e-01,9.135381651411283999e-01,9.015478293806262755e-01,9.465613989156488328e-01,1.053633631743323473e+00
4.520000000000000129e-01,9.762512058602282883e-01,9.391639963544939906e-01,9.395970922098456635e-01,1.051009474318311154e+00
4.530000000000000138e-01,8.852849500751007739e-01,9.150797014626275150e-01,9.313166091180445916e-01,1.035391130634061074e+00
4.540000000000000147e-01,8.083070032705973462e-01,9.396057686444869717e-01,9.417766338379895963e-01,1.039339203618858676e+00
