t,alpha=-2,alpha=-10,alpha=-20,alpha=-50,alpha=-100
1.869999999999999996e-01,6.269880622020900240e-01,-6.287987836451561230e-02,4.073443341555511854e-02,-2.786428593377170831e-02,9.355657216229812390e-02
1.880000000000000004e-01,5.978991418876633546e-01,-3.013454662104370074e-03,9.597899589133630782e-03,2.483182694208268398e-02,1.157469153258292444e-01
1.890000000000000013e-01,5.845348591161183549e-01,3.181295756282916110e-02,6.161381152828558638e-02,3.048516415001662622e-02,1.116766407187410742e-01
1.900000000000000022e-01,6.013481703172299797e-01,-7.552477594418224860e-04,6.373598297043663041e-02,7.258215564340883552e-02,1.273407584362870326e-01
1.910000000000000031e-01,5.275126370206452142e-01,1.122844997351644947e-02,4.771732660157242123e-02,5.839954599841307159e-02,1.057554159695109630e-01
1.920000000000000040e-01,5.217748913410660272e-01,-9.795376896252944859e-03,4.413756299390184101e-04,9.457628613113064353e-02,1.181603346426109147e-02
1.930000000000000049e-01,4.651133426846016938e-01,1.065448572787735908e-02,2.304270582886460209e-03,6.289025000817657918e-02,-1.611990928425940592e-02
1.940000000000000058e-01,4.481900960889170782e-01,5.170481582647498686e-02,-3.879827114110237507e-02,4.220400165389996683e-02,-7.573792574297899538e-02
1.950000000000000067e-01,4.275607927709222378e-01,7.805932630339298961e-02,-9.727155646394213678e-03,5.900173455382862198e-02,-9.752182395496719614e-02
1.960000000000000075e-01,4.122342153784674945e-01,2.574194088491363330e-02,-3.539165022895002233e-02,6.465325108180834668e-02,-8.948059907522488976e-02
1.970000000000000084e-01,4.352454809579789363e-01,7.460306329905574962e-02,-4.282895551832878456e-02,7.384292421442131826e-02,-4.376291165355166574e-02
1.980000000000000093e-01,4.672629858726206620e-01,6.375115463393110637e-02,-3.968147009883295218e-02,1.217531266223975672e-01,-9.306900424482841133e-03
1.990000000000000102e-01,4.598027432134387804e-01,8.911292320930458422e-02,-4.749102369922039713e-02,8.353508161088599171e-02,-9.112993090002904917e-02
2.000000000000000111e-01,4.125538622462446292e-01,1.076864057753119941e-01,-6.139167193549721624e-02,1.093774625975179188e-01,-1.018398331590451428e-01
2.010000000000000120e-01,4.134285985371908279e-01,1.082254188388594301e-01,-5.057025454605404424e-02,8.552511878311389037e-02,-3.628076163164518919e-02
2.020000000000000129e-01,4.416729123861870554e-01,8.676802918107558160e-02,-4.155882867238384903e-02,7.943883343385431395e-02,-5.639992854222073554e-02
2.030000000000000138e-01,4.109721462569028705e-01,1.312878765706661788e-01,-8.937905391393861920e-02,1.028796991299237990e-01,-2.342644090703221646e-02
2.040000000000000147e-01,3.959570289294107037e-01,1.013887001811685784e-01,-1.106071908630293504e-01,7.811858614530027556e-02,-8.211864043940499125e-02
2.050000000000000155e-01,3.728232577676420245e-01,1.586270913790564785e-01,-1.000454951450493873e-01,6.859938669719632676e-02,-9.382795132427512730e-02
2.060000000000000164e-01,3.963248605206909359e-01,1.634963038199730156e-01,-5.138152389341055226e-02,5.354883172877340780e-02,-7.036322795522811924e-02
2.070000000000000173e-01,3.932388873730827128e-01,1.771106894115744013e-01,-6.815672231834402073e-02,1.215514471820690612e-01,-3.235146824294496404e-02
2.080000000000000182e-01,4.044652612551549731e-01,1.979466485462411107e-01,-5.986800922408493097e-02,8.495443017114509554e-02,-1.044653387675316750e-02
2.089999999999999913e-01,4.048876757068307630e-01,2.122277902663125548e-01,-1.003133173118537225e-01,6.788808525028025564e-02,-2.754141355306483074e-02
2.099999999999999922e-01,4.424083504910256148e-01,2.175240636515125003e-01,-8.281324817553654960e-02,1.022099834647604011e-01,-3.216409689413060602e-02
2.109999999999999931e-01,4.551058478143348851e-01,2.590146579843872754e-01,-6.913564744670307183e-02,9.540944613138006847e-02,-8.484215313148728982e-03
2.119999999999999940e-01,4.812199147471938887e-01,2.455462204451131780e-01,-1.027923485890811922e-01,4.916251397553648983e-02,-6.812785325802897529e-02
2.129999999999999949e-01,4.935773373654308016e-01,2.817114642010035697e-01,-1.232612044151178421e-01,-1.604314385518981062e-02,-2.224467945811235692e-02
2.139999999999999958e-01,4.929489583407878350e-01,2.501131882641302595e-01,-1.017105809416022494e-01,6.275872819850123602e-03,-3.116434586144089386e-02
2.149999999999999967e-01,4.713211954239072687e-01,2.477310261272664405e-01,-1.433022335305937922e-01,1.970257402624244619e-02,-9.755824525264854274e-02
2.159999999999999976e-01,4.674902733508451425e-01,2.207332049096334403e-01,-1.319296531619151835e-01,5.780694637990597268e-03,-7.030935420053237295e-02
2.169999999999999984e-01,5.224256594230560768e-01,2.384053975928469571e-01,-8.769393614169929130e-02,-4.482809238742111076e-03,-3.386826238627115709e-02
2.179999999999999993e-01,4.669610045124766851e-01,2.573373222791863202e-01,-1.121637494821946385e-01,4.077488042279182878e-02,-5.123151582024223355e-02
2.190000000000000002e-01,4.765997565074769904e-01,2.511924312021435179e-01,-1.126889267390400046e-01,8.619203811476833232e-02,-5.115130160482121713e-02
2.200000000000000011e-01,4.943478112393511203e-01,2.025163796230752822e-01,-1.529159583439633763e-01,1.062201835519724913e-01,-4.712239101979162625e-02
2.210000000000000020e-01,4.642460554963260266e-01,1.952893250236639733e-01,-1.528702872665568535e-01,1.555922805045096557e-01,-2.640311543054217266e-02
2.220000000000000029e-01,5.107067573978429920e-01,1.520760847784042025e-01,-1.668768543080595690e-01,8.939168325210011812e-02,-1.641614032988704050e-02
2.230000000000000038e-01,4.674246345313478046e-01,1.726151616920808540e-01,-1.360087970493757958e-01,5.926304532834219402e-02,-3.908144114403948322e-02
2.240000000000000047e-01,4.398614324617043936e-01,1.460596217837827060e-01,-1.705301983687678713e-01,4.594075520660460821e-02,5.586419695526527451e-03
2.250000000000000056e-01,4.529503890244930830e-01,1.337599444028922391e-01,-1.574247790800021862e-01,2.116102175324191537e-02,-3.042539705039735282e-02
2.260000000000000064e-01,4.177507743669485185e-01,1.544186304827671885e-01,-1.678784843083924450e-01,-1.639072873313417167e-02,-7.462445054317059373e-03
2.270000000000000073e-01,3.783392542545690462e-01,1.924291920381638876e-01,-1.273458067840386176e-01,1.878369127399603239e-02,-5.849732590940748267e-02
2.280000000000000082e-01,3.816357477835746193e-01,2.261557313110136302e-01,-1.648694728403476972e-01,1.665583432995710808e-02,-6.838662331087747015e-02
2.290000000000000091e-01,3.840690407845239740e-01,1.689166577615474341e-01,-1.296315254472154288e-01,-1.260515625852987737e-03,-6.121742449776320510e-02
2.300000000000000100e-01,3.952831953971910894e-01,1.583538785268900628e-01,-7.855503469439388542e-02,3.471047864282994500e-02,-1.173282026903632314e-01
2.310000000000000109e-01,3.936009225345470375e-01,9.697298040899458849e-02,-8.355802049270452669e-02,4.213080593255497108e-02,-1.220789789584747626e-01
2.320000000000000118e-01,4.427838540147023827e-01,1.053391727090139951e-01,-1.200877928059918553e-01,5.265938062353118371e-02,-9.438703204346056419e-02
2.330000000000000127e-01,4.395770529109558344e-01,1.504472185952609731e-01,-9.564449685800005541e-02,7.882983262811418812e-02,-7.696594980457312218e-02
2.340000000000000135e-01,5.016604869707881331e-01,1.610085081220717085e-01,-5.119196947497429290e-02,6.988353779047855319e-02,-7.634096620389808907e-02
2.350000000000000144e-01,5.385050764681726942e-01,1.938321100314190637e-01,-5.892513441788502226e-02,7.529283273514916774e-02,-8.441816193714736516e-02
2.360000000000000153e-01,5.610637301175680491e-01,2.310041162189764297e-01,-8.183301513283383621e-02,5.004648458864525279e-02,-5.141066566669266757e-02
2.370000000000000162e-01,5.630948843389516068e-01,2.523391756656789275e-01,-5.907791216784877286e-02,4.088159264804284293e-02,-5.270707750092298860e-02
2.380000000000000171e-01,5.736767930641760715e-01,2.575885841092160899e-01,-7.357810267007323934e-02,9.030949074525382314e-03,-2.654206445423065719e-02
2.390000000000000180e-01,6.009653270109724943e-01,2.465309031773837145e-01,-4.635567495592432530e-02,-3.084197570097690910e-02,-5.665226133592033558e-02
2.399999999999999911e-01,6.443951616543796002e-01,2.193058096841620785e-01,-1.044616548732570233e-01,-1.362143257967006471e-02,-6.186483032818906880e-02
2.409999999999999920e-01,6.402135663229280294e-01,1.605263817192323916e-01,-1.146582207785901836e-01,1.125573723406476587e-02,-7.764704287086397760e-02
2.419999999999999929e-01,6.422288858355807983e-01,1.323372043448169944e-01,-1.041577375829983998e-01,-4.665378612597189528e-03,-1.132430484459295700e-01
2.429999999999999938e-01,5.597760442871568820e-01,7.354751518946686661e-02,-1.101053444631296396e-01,9.229394701920703992e-04,-1.235525343519911223e-01
2.439999999999999947e-01,5.579298706795626783e-01,5.795004872300146131e-02,-1.341925886075694963e-01,1.694175481915207587e-02,-1.434345272398349636e-01
2.449999999999999956e-01,6.164611379661470991e-01,4.860195863590118653e-02,-1.268478653699820768e-01,6.506622513980096778e-02,-1.153864592828549723e-01
2.459999999999999964e-01,6.202357000291511824e-01,5.027951426200348573e-02,-9.973361917154832668e-02,1.062939007529178082e-01,-1.390301583094597782e-01
2.469999999999999973e-01,6.710765608653697090e-01,4.308510956912078860e-02,-1.169894047090911660e-01,7.687032245766757532e-02,-9.694610541822668015e-02
2.479999999999999982e-01,7.153348930436075337e-01,7.813517128429015024e-02,-1.343225510849334614e-01,4.932433036283003641e-02,-5.823867829936353602e-02
2.489999999999999991e-01,7.207636339614290621e-01,5.480887075903723149e-02,-1.489668031904870238e-01,9.814264957689911029e-02,1.063823749469439139e-02
2.500000000000000000e-01,7.040785310207088310e-01,1.711308744337125543e-02,-1.033026403492757761e-01,7.103330235073625210e-02,-5.451553627620776138e-03
2.510000000000000009e-01,6.777962889141165848e-01,2.196805451309009893e-02,-9.107642031617324552e-02,5.135711711184236250e-02,-2.521298494179514960e-02
2.520000000000000018e-01,6.436865355304351999e-01,9.516619401664185018e-03,-7.544775406913170612e-02,3.007179503371577162e-02,-1.483255206968084501e-02
2.530000000000000027e-01,6.240571999376687273e-01,-1.662561802671891353e-02,-4.892868110081734223e-02,5.401413718334879127e-02,-4.229636752548834172e-04
2.540000000000000036e-01,5.587935962208955276e-01,-9.770936196869793935e-03,-6.375911579682846941e-02,1.276414223790118541e-01,3.159107414326625674e-02
2.550000000000000044e-01,5.844163882290582812e-01,1.300622854947523083e-02,-1.947756035793141161e-03,1.415128593485126263e-01,4.986893719712726103e-03
2.560000000000000053e-01,5.034339488484071978e-01,2.091466358514211532e-02,6.223713743409861610e-02,1.447250818785710269e-01,-3.203328984304779081e-02
2.570000000000000062e-01,4.658714744942974439e-01,-2.677795253939731224e-02,2.383547851034824305e-02,1.894962972244194632e-01,-4.928022534737669380e-02
2.580000000000000071e-01,4.443227853087786117e-01,-3.617577714779732917e-02,-4.274131120163841141e-02,1.404440349670987576e-01,-5.406545474092123993e-02
2.590000000000000080e-01,4.072433629294336388e-01,-4.979024225082624711e-02,-6.775947253115718882e-02,8.330814811318612567e-02,-5.788588209803428863e-02
2.600000000000000089e-01,3.761526802079807053e-01,-7.485340456155294142e-03,-9.389025931745870190e-02,3.528060448409712363e-02,-4.706928101164892242e-02
2.610000000000000098e-01,4.121581713012607007e-01,1.800989391386033367e-02,-7.719476993838711443e-02,4.282173015627138701e-04,-3.375736198271406946e-02
2.620000000000000107e-01,3.693491962053216393e-01,2.878189056335234836e-03,-5.440010896351626934e-02,1.893106764059753269e-02,-3.793897512603374572e-02
2.630000000000000115e-01,3.970969961325299113e-01,1.353555430766011265e-02,-8.974740225114520575e-02,7.063436832810698895e-02,-4.615805756139158833e-02
2.640000000000000124e-01,4.027030540411946080e-01,5.129856934364467047e-02,-1.087244360709999080e-01,6.985360358016551308e-02,-3.366026811273523101e-02
2.650000000000000133e-01,4.027247846991046654e-01,6.622152535848896404e-02,-1.282319436489179898e-01,8.242108037724858727e-02,-7.133459962227711726e-02
2.660000000000000142e-01,3.935246806858912483e-01,3.764563508414386223e-02,-1.626812482217534495e-01,7.549557677456175675e-02,-9.921896498807672438e-02
2.670000000000000151e-01,4.363162412485238617e-01,3.483168345793273557e-02,-1.796028357534164011e-01,5.517826978637421775e-02,-6.659209860318111851e-02
2.680000000000000160e-01,4.948213129027493884e-01,5.766359517946813285e-02,-1.773368267539874310e-01,1.090701911177809902e-01,-7.490981690358532175e-02
2.690000000000000169e-01,5.423351969537205663e-01,5.713020722486376879e-02,-1.774581178902185641e-01,8.561399092776691977e-02,-2.926347134552226281e-03
2.700000000000000178e-01,5.363832553875668152e-01,4.661871657571906719e-02,-2.113840078025187030e-01,6.047993785792925986e-02,1.694566768645800608e-02
2.710000000000000187e-01,4.739503341985460416e-01,6.610218303258959260e-02,-2.273107778202384799e-01,8.329881622942530983e-02,4.120905115807765168e-02
2.720000000000000195e-01,4.693776275755081051e-01,7.503498600871147395e-02,-2.068922678685699845e-01,9.459745083450535330e-02,9.311312246625413902e-02
2.730000000000000204e-01,3.881953636285462861e-01,7.603820209228229210e-02,-1.808281216609010644e-01,7.403137246343086120e-02,7.689316249031848127e-02
2.740000000000000213e-01,3.773341033418884383e-01,9.098108652868948376e-02,-1.706730875068303566e-01,6.115499142520673670e-02,6.625072572744568344e-02
2.750000000000000222e-01,3.776025986183381145e-01,1.260958810661081952e-01,-1.875533835952846451e-01,5.424021353926074956e-02,1.007975020125647381e-01
2.760000000000000231e-01,4.145927741399329514e-01,1.218097397178721092e-01,-1.323159310809498002e-01,1.038791298493004639e-02,5.481175733399359928e-02
2.770000000000000240e-01,4.121717776397683108e-01,1.212249865885038080e-01,-1.634114101148756160e-01,2.782178785711761707e-02,-9.351377823394367572e-03
2.780000000000000249e-01,4.349610201748099203e-01,8.781935110816198320e-02,-1.735549922996164340e-01,1.384886126399225564e-02,1.503790210224436978e-02
2.790000000000000258e-01,4.155016868262292329e-01,8.103937748282948050e-02,-1.250781639081406382e-01,-3.277343219840620631e-02,9.233883816052064486e-03
2.800000000000000266e-01,4.767970540465038543e-01,1.162663377372756129e-01,-2.480124685215272240e-02,-5.534655571704989729e-02,-3.703371292217436106e-02
2.810000000000000275e-01,4.871365148479206431e-01,9.964316609569279226e-02,2.302243382142264358e-02,-5.309891861618435543e-02,-7.307784297143846142e-02
2.820000000000000284e-01,5.167054642945333454e-01,2.346147016483967618e-01,-4.397614918083661562e-02,-3.815666221416116888e-03,-5.058314422376225528e-02
2.830000000000000293e-01,4.991643112447359254e-01,2.408555288305710418e-01,-8.189387747552090424e-02,-4.028419745079461073e-02,-5.580810815568734706e-02
2.840000000000000302e-01,4.945440421760229355e-01,2.503046184443275535e-01,-6.004775536390320745e-02,-5.667242264447838740e-02,-5.693348750169857642e-02
2.850000000000000311e-01,5.533954302205590370e-01,2.110523894788445820e-01,-9.436371665192808122e-02,-6.357538504374320165e-02,-7.302486129299141926e-02
2.860000000000000320e-01,5.301519952431626992e-01,2.120830902042787069e-01,-7.835885969535176521e-02,-7.309040191947029086e-02,-8.248224432733923528e-02
2.870000000000000329e-01,4.964232264095165825e-01,2.227193317496133640e-01,-1.164149275441843934e-01,-8.066786457765744156e-02,-1.045698342327582575e-01
2.880000000000000338e-01,4.451296622525499069e-01,1.897078108632769267e-01,-1.264054886860673521e-01,-8.359730395836971473e-02,-5.726715384073722409e-02
2.889999999999999791e-01,4.517259080762672241e-01,1.474399853824501228e-01,-1.217340463485005880e-01,-1.419957719585577260e-01,-3.044883703299008926e-02
2.899999999999999800e-01,4.492262503255456396e-01,1.643267184402070757e-01,-1.349388566002817091e-01,-1.162011967480459512e-01,2.341870688850313659e-02
2.909999999999999809e-01,4.433224448016357955e-01,1.565424924318630229e-01,-1.372137126732925760e-01,-1.193133245205442727e-01,1.643211008350693031e-02
2.919999999999999818e-01,4.552107835845135009e-01,1.618408178167208833e-01,-1.359723774638688099e-01,-7.259159684467841878e-02,6.250545947652424994e-02
2.929999999999999827e-01,4.398618931242637142e-01,1.610460973872165635e-01,-1.248350503114531856e-01,-7.683814116639435532e-02,6.268030250292362660e-02
2.939999999999999836e-01,4.710184250924875915e-01,1.539849342723971226e-01,-1.282550818207222609e-01,-6.891214638935820591e-02,6.920162535933768733e-02
2.949999999999999845e-01,5.033467812322229840e-01,1.719320249481931795e-01,-1.283997598456874112e-01,-3.794356210546642738e-02,8.303875349724137989e-02
2.959999999999999853e-01,5.076438938425583691e-01,1.981642835595417984e-01,-9.726706540714846749e-02,-2.900133976677908912e-02,9.871412345131168331e-02
2.969999999999999862e-01,4.930009754462607030e-01,1.900894383564899759e-01,-9.308368313979047126e-02,-2.134448355033034123e-02,1.116802219024160686e-01
2.979999999999999871e-01,4.774702596102391450e-01,1.838123222812153290e-01,-3.811660255767273381e-02,4.129708715241975359e-02,1.084888932272359552e-01
2.989999999999999880e-01,4.548755927898314178e-01,1.945039325721815704e-01,-4.683523066974609045e-02,1.861986728480618039e-02,9.203481774807310833e-02
2.999999999999999889e-01,4.562008683839641754e-01,2.188021540844631019e-01,-6.708181948422360652e-02,3.446076514927802481e-02,9.759405051775615902e-02
3.009999999999999898e-01,4.208269346111820353e-01,2.449038926932484428e-01,1.950670261698668473e-02,4.644785776053920318e-02,4.649048816529883360e-02
3.019999999999999907e-01,4.285096443169670866e-01,1.919107408784481716e-01,1.755994935813352809e-02,3.665567235290284609e-02,-1.648039684961715573e-02
3.029999999999999916e-01,4.287193502830641267e-01,2.007857014845386145e-01,2.548227779566670376e-02,1.560495798419266403e-02,-3.246307857462275848e-02
3.039999999999999925e-01,4.163310883858953315e-01,1.837645503665220614e-01,1.743923829677139839e-02,4.850645492176611229e-02,-1.810568649182068071e-02
3.049999999999999933e-01,3.891465415890172919e-01,1.461222456453954155e-01,6.453364050315534353e-03,6.683849296506702564e-02,-2.117845479487185864e-02
3.059999999999999942e-01,3.856074062964726101e-01,1.195005597661644992e-01,-7.265403700706246637e-02,3.158210894630823773e-02,-3.755260490777570515e-02
3.069999999999999951e-01,3.636231601907974897e-01,1.139448955362916127e-01,-9.654732515222992639e-02,6.848937887553682713e-02,-2.517757954835918993e-02
3.079999999999999960e-01,4.237980450618039630e-01,1.175460500472190889e-01,-1.126934401092598848e-01,5.235100758591109543e-02,9.302450852530171760e-03
3.089999999999999969e-01,3.809410288096020669e-01,1.637547767163472778e-01,-8.814962012874150155e-02,1.385832399317779573e-02,-2.118128290551594267e-02
3.099999999999999978e-01,4.036106637871185732e-01,1.168412183239518343e-01,-8.100758967687694823e-02,4.641019056242425000e-02,3.589759608948517311e-02
3.109999999999999987e-01,4.248838252905650648e-01,1.119331406593359474e-01,-2.006388473959158647e-02,2.523193617814024556e-02,4.050889996493002576e-02
3.119999999999999996e-01,3.753322261528591608e-01,8.201625121651909267e-02,3.023734026361784427e-03,4.160703019122488633e-02,4.684314010328385902e-02
3.130000000000000004e-01,3.606509142322037453e-01,9.745174236246753607e-02,7.692420472348387994e-02,5.040280129091323502e-02,4.341726697860606027e-02
3.140000000000000013e-01,3.314812688742781455e-01,7.120850523049633563e-02,1.112741551377244842e-01,8.408921678776196118e-02,1.296273883371919233e-02
3.150000000000000022e-01,3.272991432221366015e-01,6.863980321835969067e-02,9.581889034583590536e-02,2.948659421996915886e-02,4.141872852271328599e-03
3.160000000000000031e-01,3.201689106961977949e-01,5.260443631802296655e-02,3.909403406074200144e-02,2.505190516736877093e-02,8.418923666596956484e-03
3.170000000000000040e-01,3.196876499989581011e-01,1.007621320091030420e-01,5.050203832003925808e-02,1.093561377498727255e-02,-2.333578328469705990e-02
3.180000000000000049e-01,3.767103196731846348e-01,9.348095459522649808e-02,6.310581431758861826e-02,-4.385784576096502310e-03,2.351131548898710913e-02
3.190000000000000058e-01,3.984627861210646160e-01,9.116208786130768071e-02,1.308649132913355939e-01,1.057263091798521341e-02,4.426994360698691122e-02
3.200000000000000067e-01,4.180453819683656591e-01,1.418171294153118822e-01,1.520295706230332666e-01,3.673584136342783989e-03,3.023100166758318358e-02
3.210000000000000075e-01,4.326941389096587431e-01,1.614557838799277889e-01,1.290705289716404802e-01,2.775819320683512587e-02,2.567643612510675868e-02
3.220000000000000084e-01,4.553229391948529492e-01,1.837750196535987979e-01,8.764420558559088414e-02,-3.387540992606767609e-02,1.004643680910825287e-01
3.230000000000000093e-01,4.791048757380571010e-01,1.935063478521109326e-01,1.429666648107176807e-01,-3.592171654546973819e-02,6.118403168907371459e-02
3.240000000000000102e-01,5.021302291949050201e-01,1.948336593800025496e-01,1.351505702034399570e-01,-1.074580582261834560e-01,4.715018664154720096e-02
3.250000000000000111e-01,5.292487092862848685e-01,1.648801581492073676e-01,1.887990633794688622e-01,-9.671624851079158036e-02,3.064798402718039300e-02
3.260000000000000120e-01,5.200468765048468223e-01,1.318810020657546489e-01,1.515047273795975813e-01,-8.997217632693020606e-02,-1.500091937520868501e-03
3.270000000000000129e-01,5.666072831483650596e-01,1.612531190190949204e-01,2.106429971773157717e-01,-4.869145432327027373e-02,-4.917481460137128335e-02
3.280000000000000138e-01,5.515905502745623856e-01,1.854206224796834390e-01,2.198624435344588013e-01,-1.946767693894687484e-02,-4.459234291660599953e-02
3.290000000000000147e-01,5.114672345815207688e-01,2.077937898171404729e-01,1.962117887033746899e-01,-2.134495329122889501e-02,-7.025530442266791908e-02
3.300000000000000155e-01,4.899179478018121925e-01,1.858883394020793556e-01,1.886125039010321525e-01,-4.436952126992664558e-02,-1.208900613526235623e-02
3.310000000000000164e-01,4.960493189670930336e-01,2.370896881675593759e-01,1.907801440504260926e-01,-4.201262199909008149e-02,1.148729945707172365e-02
3.320000000000000173e-01,4.167283073156190509e-01,2.050663432660196073e-01,2.048787698570021520e-01,-8.793538343063286855e-02,3.199038359914815888e-02
3.330000000000000182e-01,4.567717561818416816e-01,1.905127771949587656e-01,2.083988983317106303e-01,-2.483596766522044863e-02,6.989297176308335857e-02
3.340000000000000191e-01,4.252968852115430187e-01,2.237165087469218383e-01,2.064739386657093168e-01,-4.472263989430853848e-02,4.143623966647021206e-02
3.350000000000000200e-01,4.483382872828973742e-01,2.420770147232874925e-01,1.369893217988272516e-01,-7.297664059098504796e-02,3.259148747997263340e-02
3.360000000000000209e-01,3.865073234336928731e-01,2.458992858041731955e-01,1.050869812549021232e-01,-8.756433331170015988e-02,2.500318973473785594e-03
3.370000000000000218e-01,3.828253676625683610e-01,2.516328080057440020e-01,1.221916809312079133e-01,-1.184815949873821717e-01,-3.630084057388403146e-02
3.380000000000000226e-01,4.154317001455631320e-01,2.464927406885439320e-01,1.238757169209347142e-01,-7.968640755117173402e-02,-1.061450446963298211e-01
3.390000000000000235e-01,3.992464470021046541e-01,2.554922657340334413e-01,9.215067153845411807e-02,-3.323929296408157513e-02,-5.590817669125629913e-02
3.400000000000000244e-01,3.785562146211765566e-01,1.728317521774845322e-01,1.316630393720478742e-01,-6.452910482762863609e-03,-3.449837423590772917e-02
3.410000000000000253e-01,3.975417671936392616e-01,1.420511764999839721e-01,1.419198076603483683e-01,1.773147452962090670e-02,-1.087530281538678228e-02
3.420000000000000262e-01,3.818963662796878156e-01,1.347826132188940373e-01,1.151701645518072997e-01,4.041020049616318721e-02,-7.269636861127852512e-02
3.430000000000000271e-01,3.506104114194611987e-01,9.388452457597754042e-02,1.012789773607327415e-01,5.118245053279821266e-02,-7.479652676406878253e-02
3.440000000000000280e-01,3.277074380511854623e-01,8.854469127378238047e-02,1.416013188833906422e-01,7.448843043290800936e-02,-5.841569667693708584e-02
3.450000000000000289e-01,3.324126912760179686e-01,1.337257527060745632e-01,1.358378497774719584e-01,8.960536358198661899e-02,-1.143120545456263182e-01
3.460000000000000298e-01,3.525410594907167350e-01,1.198591130601860955e-01,1.960740270814589903e-01,8.410558202881703027e-02,-1.044699615836810896e-01
3.470000000000000306e-01,3.448596516946251245e-01,1.235006282521845522e-01,2.151879123405748828e-01,8.989329951384493478e-02,-4.343572553165088446e-02
3.480000000000000315e-01,3.244938642186558919e-01,1.191565149914614596e-01,1.280828993010195427e-01,4.890187574193329001e-02,-1.616733510479163166e-02
3.490000000000000324e-01,3.214458349399967330e-01,1.343636668729630279e-01,1.407615390167141212e-01,7.797187169738142853e-02,-2.315434618587259089e-02
3.500000000000000333e-01,3.296013048668613443e-01,1.301025649291863984e-01,8.535134152844303657e-02,7.194459955960362529e-02,-1.963656587282868252e-02
3.510000000000000342e-01,3.082851431544939014e-01,1.306159303626727997e-01,9.275378991907737292e-02,5.351105857947182493e-02,-3.217072675427831013e-02
3.519999999999999796e-01,3.278465253138825308e-01,1.286644776796979639e-01,8.380730466466579376e-02,2.843776465274174339e-02,-6.883463833669008214e-03
3.529999999999999805e-01,3.597485602168113417e-01,1.043286789362029704e-01,6.366137858012753392e-02,1.115906208831687202e-02,-2.973537803463060028e-04
3.539999999999999813e-01,4.112421461072361395e-01,8.260451108724542468e-02,9.086525179120692741e-02,-7.837258524503894902e-03,2.917177658383995897e-02
3.549999999999999822e-01,3.788874840063400362e-01,4.953471866202598800e-02,4.072818119576193663e-02,3.436606614311692870e-02,7.642508662871071168e-02
3.559999999999999831e-01,3.569628324365468064e-01,-5.050352516882128384e-04,2.218936143771744335e-02,1.662505828337827382e-02,4.888944213494769708e-02
3.569999999999999840e-01,3.454008061275241626e-01,-8.142568989735065807e-03,3.655683849190011908e-02,-1.386140036135170839e-02,6.103853460344950410e-02
3.579999999999999849e-01,3.377039255006390461e-01,-5.664672812007861408e-02,1.995078554629766895e-02,-1.073460192842709549e-02,7.409242491825897281e-02
3.589999999999999858e-01,3.219004997362627241e-01,-2.768050347521222934e-02,4.569130128484644865e-02,1.504619844468166150e-02,1.372742119650833259e-01
3.599999999999999867e-01,3.242308995316083853e-01,3.675523603446492760e-02,-1.740998697010818358e-02,-2.718902421696230143e-02,7.018913818896554968e-02
3.609999999999999876e-01,3.518012983861833476e-01,2.465818534384525348e-02,5.719134872451615836e-02,-1.963423247532625551e-02,3.803407684238113706e-02
3.619999999999999885e-01,4.007409453974534186e-01,1.652407734239027398e-02,6.937435388391333113e-02,-3.722584484046362330e-02,6.697471772620008923e-02
3.629999999999999893e-01,3.704366307772543054e-01,1.468167553840503403e-02,2.993407419785169138e-02,-3.893768387602680042e-02,5.100787389606017963e-02
3.639999999999999902e-01,3.892378950508613711e-01,4.703265776591029207e-02,-1.793394035642376441e-02,-2.279590753926491464e-02,-1.708990027511753801e-02
3.649999999999999911e-01,4.337555979756657631e-01,4.610085919755051165e-02,1.705771549401640177e-02,4.144128977236347794e-03,-6.631124123311528396e-02
3.659999999999999920e-01,4.682977816495310086e-01,-1.449839412170477598e-02,1.326226417290073990e-02,-1.696214459370267227e-02,-3.534874973616734806e-02
3.669999999999999929e-01,4.629282143198046873e-01,-2.876081842023746685e-02,-3.070789048317387401e-03,3.729006111360243930e-03,1.174401275170405823e-02
3.679999999999999938e-01,4.691267558114101122e-01,-3.324458554986570169e-02,3.191172128056197349e-02,3.673148097940047430e-02,6.146040338272171222e-02
3.689999999999999947e-01,4.628812183764490218e-01,-3.527093649551272386e-03,2.633557445992425888e-02,5.817784763297109696e-02,8.082497288198978169e-02
3.699999999999999956e-01,5.136168872292952159e-01,-2.476381927627103324e-02,2.278396701146790174e-02,8.787901908827640274e-02,1.187272488599844522e-01
3.709999999999999964e-01,4.783171987863781838e-01,-2.366034198884266887e-02,-5.794527335110447042e-04,8.182003822186534325e-02,1.343327189182672299e-01
3.719999999999999973e-01,4.330973364540132153e-01,-3.283176205415174603e-02,6.646032567326737306e-02,6.757767480192014564e-02,1.194588289144017379e-01
3.729999999999999982e-01,4.076855786621154110e-01,-2.296082174769695922e-02,1.209759305679556640e-01,8.111252594347151401e-02,6.031418264497559467e-02
3.739999999999999991e-01,4.097418114202239781e-01,2.879540391794624399e-03,1.184838032571647048e-01,1.040044820504818640e-01,3.976146802281506354e-02
3.750000000000000000e-01,4.084495533146507151e-01,-3.858712640787741871e-02,1.314323064176373124e-01,9.575487347865184462e-02,6.908631957412894598e-02
