t,alpha=-2,alpha=-10,alpha=-20,alpha=-50,alpha=-100
3.760000000000000009e-01,3.833903371429572271e-01,-7.790885973595014502e-03,1.538675902832137843e-01,1.321976371752650870e-01,5.720314700081390036e-02
3.770000000000000018e-01,3.342675066631407010e-01,2.023271381978568317e-02,1.518531079573767761e-01,1.298651970079901796e-01,1.018811771210244993e-01
3.780000000000000027e-01,3.559927462054556790e-01,1.079356273839321423e-02,1.234590067881900233e-01,1.268176101179829263e-01,7.898621097253226420e-02
3.790000000000000036e-01,3.202477260870292275e-01,-8.924529532666630044e-03,1.593786344808099942e-01,1.196515753955236516e-01,2.710257014994511826e-02
3.800000000000000044e-01,3.041090040100862257e-01,-1.380085409060072960e-02,1.594452485165211708e-01,1.621555715267473941e-01,-2.453769499611603566e-03
3.810000000000000053e-01,3.309373967742214040e-01,-2.173975381384056840e-02,1.547612806849220923e-01,1.409151738578766633e-01,3.124710879773757652e-02
3.820000000000000062e-01,3.487253386145352518e-01,-6.124349688671738845e-02,1.861014695121262497e-01,1.459495621815581345e-01,2.707852825192182122e-03
3.830000000000000071e-01,3.536293959466792480e-01,-7.685856012991981734e-02,1.749542997686265033e-01,1.643590480734691550e-01,4.703358068927514929e-02
3.840000000000000080e-01,3.771931556511176620e-01,-6.829148421570530036e-02,2.033449255292940627e-01,2.025437571818459181e-01,6.360603719365109932e-02
3.850000000000000089e-01,3.133696379542133537e-01,-8.433835812653606157e-02,1.697746803429638629e-01,1.760665721509443171e-01,6.213226901821260889e-02
3.860000000000000098e-01,2.866123753111315953e-01,-5.627069140394247437e-02,1.543906091450505946e-01,2.206014929966162441e-01,7.268086408521867714e-02
3.870000000000000107e-01,3.062406012452069670e-01,-7.833250870586888626e-02,1.401507750357209037e-01,2.298575950688906966e-01,7.526636179671050697e-02
3.880000000000000115e-01,2.489211516314725203e-01,-6.909190445821566939e-02,1.579029114370526787e-01,2.172504208629719713e-01,8.807056628053216984e-02
3.890000000000000124e-01,1.971304598451583678e-01,-7.984028556440628255e-02,1.327330763736462860e-01,2.052688919573208981e-01,2.675960113657104705e-02
3.900000000000000133e-01,2.049932771556675914e-01,-3.451234083306488343e-02,8.907016644180029696e-02,2.431087860622851426e-01,4.667923749718831672e-02
3.910000000000000142e-01,2.517975570967674881e-01,-3.354657282314710276e-02,1.085933352526516904e-01,2.833715305063035927e-01,7.241499983064017543e-02
3.920000000000000151e-01,2.408694978081202531e-01,-4.003423645703965694e-02,1.140297383482849758e-01,2.764864769455021576e-01,5.976922030506016947e-02
3.930000000000000160e-01,1.969844030979983063e-01,-6.433378993018476488e-03,1.600216007492233083e-01,2.786191650185285695e-01,5.774748212929294022e-02
3.940000000000000169e-01,2.415171504289411741e-01,2.320727038202696768e-02,1.178240572330390978e-01,2.579624171551892498e-01,6.363384085790499411e-02
3.950000000000000178e-01,2.353397863108764310e-01,2.183985359031902565e-02,1.354828608499895060e-01,2.852175776700126564e-01,4.259766295323662300e-02
3.960000000000000187e-01,2.551096960798884816e-01,1.590044437531382485e-02,1.390968438136871155e-01,2.564660546686845510e-01,1.007553097709457668e-01
3.970000000000000195e-01,2.706762403173029186e-01,1.378278299235664688e-02,1.912123035075349309e-01,2.199563067430841679e-01,5.951778775564732504e-02
3.980000000000000204e-01,2.878616173566546643e-01,7.931263132689275741e-02,1.645048805296446814e-01,1.849232466800174446e-01,5.435875836109860942e-02
3.990000000000000213e-01,3.095675055157098288e-01,6.201122830817425852e-02,2.121352058335466695e-01,1.360418777554653902e-01,3.483585272911531028e-02
4.000000000000000222e-01,2.995197522873110363e-01,6.929075109359010554e-02,1.682940088010617397e-01,1.089754869804272497e-01,1.388126333576961136e-03
4.010000000000000231e-01,2.752618740575313860e-01,1.042825460296400719e-01,1.857700737695464899e-01,1.352369784806740916e-01,-2.835813488392363232e-02
4.020000000000000240e-01,2.358738253664109386e-01,8.417728801392895810e-02,1.930789378360596165e-01,1.007912734402926086e-01,-3.674027191383612279e-02
4.030000000000000249e-01,2.174769923418278517e-01,3.702655657020575974e-02,2.436313429038663436e-01,7.349418439123628355e-02,-2.152096172033286098e-02
4.040000000000000258e-01,1.747979533972423560e-01,1.587495871609875125e-02,2.391370057345053035e-01,7.251691699242768241e-02,-5.046669190884610356e-02
4.050000000000000266e-01,1.865641100577999367e-01,3.264285835807921587e-02,2.138667006033796447e-01,3.739868754258982020e-02,-5.192656688117716635e-02
4.060000000000000275e-01,1.377373051224196621e-01,3.343794469762688404e-02,1.495483450266637537e-01,1.005271680870731266e-01,-5.651337542195679353e-02
4.070000000000000284e-01,1.757001296363677467e-01,8.310800701445013317e-03,1.886979615672970123e-01,1.246730836581554230e-01,-1.442731206711130032e-02
4.080000000000000293e-01,1.060481813220278263e-01,-4.207816536032481930e-02,1.911987151432905929e-01,1.022504779461714669e-01,2.755460931234857830e-03
4.090000000000000302e-01,1.286947285171211874e-01,1.131076061733320842e-02,2.077020406436401179e-01,7.394863731574839727e-02,4.928801715443800746e-02
4.100000000000000311e-01,1.237146855444675175e-01,-3.111031409744459061e-02,2.183776562226911189e-01,3.404987378202262854e-02,5.290034846218386738e-02
4.110000000000000320e-01,7.546251634907713557e-02,-3.513590878328665124e-02,1.691527363961297381e-01,2.087343897511711663e-02,9.782588549682835755e-03
4.120000000000000329e-01,8.385483812513783164e-02,-6.337821500555849974e-02,1.853001643990852820e-01,1.021818622036197721e-01,2.976137428942433882e-02
4.130000000000000338e-01,1.128872632238237250e-01,-6.188573173197056687e-02,2.125165728014425104e-01,4.299959525576763086e-02,1.985331448067432711e-02
4.140000000000000346e-01,1.079311229914155651e-01,-6.567283328733619641e-02,2.187452575934995258e-01,9.785999621919304337e-02,8.640430422237303787e-02
4.150000000000000355e-01,7.151698333679853969e-02,-8.978189616865736578e-02,2.550068211227699555e-01,1.003471508872757073e-01,1.182485249880837058e-01
4.160000000000000364e-01,9.758036119570073774e-02,-8.198045191226906170e-02,2.406865949775659486e-01,8.676384665726731560e-02,8.171104126753078734e-02
4.169999999999999818e-01,4.666511284556423139e-02,-6.714844775376031805e-02,2.237390316082347730e-01,1.370884507852314083e-01,9.974876749732626557e-02
4.179999999999999827e-01,7.046424350660360214e-02,-1.254940408437837940e-01,1.974537843055041986e-01,1.040179109850982719e-01,1.033686323689511910e-01
4.189999999999999836e-01,2.968734069419203675e-02,-1.041810792500957039e-01,2.047717672675835043e-01,1.264628054105703947e-01,7.087882748735573057e-02
4.199999999999999845e-01,1.659371754489136555e-02,-9.163105412193794930e-02,2.256643211495282242e-01,1.381798887147930865e-01,4.416881950035383975e-02
4.209999999999999853e-01,4.301693719542177413e-02,-1.219742368384060527e-01,1.758647632956802653e-01,1.440159380631914066e-01,1.074070849437855496e-01
4.219999999999999862e-01,6.304822968921468263e-02,-1.129194996928936240e-01,2.115480374155947751e-01,1.091664480760236033e-01,1.198875184609047989e-01
4.229999999999999871e-01,5.492786679149908036e-02,-1.435738558248025321e-01,2.321656836632176868e-01,1.249742011638905470e-01,1.060287854135727459e-01
4.239999999999999880e-01,7.830702434251114730e-02,-1.343810098620884519e-01,2.837736118737089197e-01,1.329017939229581724e-01,7.776650925775523138e-02
4.249999999999999889e-01,1.077135719577011624e-01,-1.310701492470499607e-01,2.865552813549218647e-01,1.594982228449754458e-01,7.560709496529413598e-02
4.259999999999999898e-01,7.784262790296350709e-02,-1.778121943792201898e-01,3.125176401240122304e-01,1.581842694404234362e-01,6.978590352465023627e-02
4.269999999999999907e-01,9.870668332241640253e-02,-1.566293030383228702e-01,3.263476325183055637e-01,7.092781085496938087e-02,4.157939055624339242e-02
4.279999999999999916e-01,7.243223839770158989e-02,-1.708601331906521581e-01,3.293175481089175571e-01,7.796661657164348502e-02,2.565444128306754862e-02
4.289999999999999925e-01,5.804395999921445337e-02,-1.754578923325272877e-01,2.879271294386890889e-01,6.827463880033815546e-02,2.137667812434659170e-02
4.299999999999999933e-01,6.017322925071298678e-02,-1.997637262380956291e-01,2.849134476797371973e-01,7.016173813926415703e-02,4.571516400863102902e-02
4.309999999999999942e-01,6.685116165195456595e-02,-2.277757604279367354e-01,2.533454179927737693e-01,3.012131910968865456e-02,-2.429084975087908438e-02
4.319999999999999951e-01,4.364157357507818247e-02,-1.982605318209759993e-01,2.544075101551984130e-01,1.544995104712419687e-02,-5.318503612077575549e-02
4.329999999999999960e-01,1.094050652595076056e-01,-2.071272403332366507e-01,2.665151701604496770e-01,6.511023378250427318e-02,-4.991008410304693943e-02
4.339999999999999969e-01,1.189844232401248425e-01,-1.809674888759659206e-01,2.733531059635211369e-01,6.603941396954442211e-02,-3.769086962002055063e-02
4.349999999999999978e-01,1.405427041615412986e-01,-2.062408737644063073e-01,3.310347950176936171e-01,6.037280717072855685e-02,-2.285471010062097019e-02
4.359999999999999987e-01,1.355891032956867137e-01,-1.914969942696415350e-01,3.022443440339798726e-01,3.721398288217654671e-02,-7.313017784689436473e-02
4.369999999999999996e-01,1.385436604864880572e-01,-1.532766101637867417e-01,2.899723860301675060e-01,5.271604201782585652e-02,-3.746673234966259314e-02
4.380000000000000004e-01,1.435612181925736142e-01,-1.824594337098904562e-01,2.940786148629773722e-01,2.933535126869285178e-02,-3.783975298866938675e-02
4.390000000000000013e-01,1.520353725174337089e-01,-2.463377529959100420e-01,2.895316884684721592e-01,-1.682702984375750166e-02,2.342770499939014761e-03
4.400000000000000022e-01,1.318581612189829166e-01,-2.217675956973396700e-01,2.405768235454734671e-01,2.103124575116590081e-02,-4.111121029031651608e-02
4.410000000000000031e-01,1.104745732742062336e-01,-2.787017832605750423e-01,2.313975291864683037e-01,-7.196783733181680298e-03,-8.885124477897989731e-03
4.420000000000000040e-01,1.211416013170265038e-01,-2.774474246861389215e-01,2.306368561850067889e-01,2.679939533597039056e-04,2.110807477602596668e-02
4.430000000000000049e-01,6.178029884472494015e-02,-2.767597327055556500e-01,2.989550101262071768e-01,5.810004731875374230e-03,6.557644313439750516e-02
4.440000000000000058e-01,1.026230884708467933e-01,-3.006782152717174528e-01,3.156950155153348536e-01,3.750634469166563845e-02,8.999895601319113370e-02
4.450000000000000067e-01,1.179572581711642171e-01,-3.012338955231303461e-01,3.160819043725233146e-01,4.710153313176913131e-02,1.038560136466144257e-01
4.460000000000000075e-01,8.194869921290912074e-02,-2.563809471539689744e-01,2.282870772150664140e-01,6.284564450048146789e-02,4.363945638847040870e-02
4.470000000000000084e-01,1.100387262047065329e-01,-2.739059969129946648e-01,2.030057587178004108e-01,5.159180225311586765e-02,4.160750248216278646e-02
4.480000000000000093e-01,9.835526122795376636e-02,-2.672570420424257298e-01,2.637080184359553159e-01,5.988154132425243387e-02,4.536368043619973950e-02
4.490000000000000102e-01,1.937311463230991238e-01,-2.378343020213303516e-01,2.137908623274651365e-01,4.811256560195245613e-02,4.347926476034148086e-02
4.500000000000000111e-01,1.664911340645569837e-01,-2.887692282888805750e-01,1.678878383120163686e-01,7.256247471947269156e-02,4.725603976583460375e-02
4.510000000000000120e-01,1.694279732304123098e-01,-2.552276886845766812e-01,1.409205519041339116e-01,1.877613395670024027e-02,6.675458503392942000e-02
4.520000000000000129e-01,2.194907057145160656e-01,-2.622118727901404656e-01,9.137724178226602767e-02,3.686251228961988369e-02,8.984129999097867358e-02
4.530000000000000138e-01,2.121247791352022238e-01,-2.196065023695749074e-01,1.583366372344706674e-01,6.771315644938374900e-02,6.341344373292004399e-02
4.540000000000000147e-01,1.916284569470052546e-01,-1.697992578854365386e-01,1.996074592544205828e-01,5.370290719360337056e-02,1.081626253997794024e-01
4.550000000000000155e-01,1.884140308717951462e-01,-1.298107300187182900e-01,2.046445362049257588e-01,-7.068543128403485809e-03,1.523142155969185174e-01
4.560000000000000164e-01,1.955477688470269315e-01,-9.586440835598117327e-02,1.629460887888225795e-01,-3.820268376079053591e-02,1.336354432961585348e-01
4.570000000000000173e-01,2.083415036187878377e-01,-9.573218155608370639e-02,2.126576052361247304e-01,-7.052390833929500502e-02,1.205242918607356828e-01
4.580000000000000182e-01,1.866297949301015946e-01,-6.769662201627099640e-02,2.593581095232859179e-01,-5.719919525660682735e-02,1.120367927058393137e-01
4.590000000000000191e-01,1.796704641041849126e-01,-8.653041613031757506e-02,2.552493757806637009e-01,-9.243101212861686011e-02,1.198388628824188368e-01
4.600000000000000200e-01,1.500100377201272206e-01,-1.175833630107134264e-01,2.563698240459356681e-01,-1.085197579875164658e-01,1.011336486296720294e-01
4.610000000000000209e-01,1.472221966919413094e-01,-8.190599663379749540e-02,2.616799826396634665e-01,-1.114832785857507169e-01,7.797810059924661918e-02
4.620000000000000218e-01,1.397985591935526906e-01,-1.268108490659878573e-01,2.357492802537282661e-01,-8.933319483474583267e-02,2.954066773706852389e-02
4.630000000000000226e-01,1.111237738471585745e-01,-1.761882390693800815e-01,2.879264682906704786e-01,-9.164366041318754152e-02,5.471747497698471741e-03
4.640000000000000235e-01,1.148569600475885383e-01,-2.096143229567855593e-01,1.851223561493213210e-01,-4.224253789613359455e-02,-2.918771531715644990e-02
4.650000000000000244e-01,1.145901521893464142e-01,-1.688576581772970042e-01,1.679215911372494430e-01,-7.023889755247998690e-02,-6.530858099684389712e-03
4.660000000000000253e-01,6.511955189855085646e-02,-1.892137166585101393e-01,1.342075174222673861e-01,-4.036889414071428983e-02,-6.264567115995424429e-02
4.670000000000000262e-01,4.580772288042497808e-02,-1.454446249062453789e-01,1.036840520227104295e-01,-2.875754112398019521e-02,-8.514755704127441316e-02
4.680000000000000271e-01,5.391693093237746176e-02,-2.012988298131873632e-01,1.208265653409396206e-01,-2.446035974282608633e-03,-1.281921616894970417e-01
4.690000000000000280e-01,5.097969884112021205e-02,-2.311197073198740515e-01,1.537057036470513838e-01,-1.847091152504997183e-02,-6.740530956386486805e-02
4.700000000000000289e-01,9.718028844172231506e-02,-1.347180336721094940e-01,1.864567858406054601e-01,4.323641581492381619e-02,-2.747693072119253288e-02
4.710000000000000298e-01,1.940339345780114910e-02,-1.125572830207106356e-01,2.065882766849449492e-01,4.645880862166898440e-02,1.172987979206043321e-02
4.720000000000000306e-01,4.077173672110889421e-03,-8.447052398982289600e-02,1.464781148163670221e-01,4.389560151867728799e-02,1.314833609960613589e-02
4.730000000000000315e-01,-1.593852773426692598e-02,-7.335003131552858546e-02,1.146005692978212670e-01,-4.152885402817337035e-03,3.554078337574702318e-02
4.740000000000000324e-01,-1.550015888645316607e-02,-8.483296124477543443e-02,1.060302828943728570e-01,5.969761108477926459e-02,4.966240853432646318e-02
4.750000000000000333e-01,-4.519094916844129672e-03,-1.184948143933185205e-01,1.057660264622062030e-01,5.118531094348349048e-02,5.262416345991259570e-02
4.760000000000000342e-01,-2.594569965844679277e-02,-1.653179328342920806e-01,1.452482415866242216e-01,6.191332974554582952e-02,7.556643228071874274e-02
4.770000000000000351e-01,-1.476576165439494326e-02,-2.167433967455009713e-01,1.983694792333934309e-01,1.000111374998792213e-01,8.360199106787805090e-02
4.780000000000000360e-01,-1.752547291638679311e-02,-2.234765436863540844e-01,1.564403648359944665e-01,1.227454535663273505e-01,1.014848181814721750e-01
4.790000000000000369e-01,-3.418867350826334389e-02,-2.440545434418741610e-01,1.750873059401766019e-01,1.202786335770589660e-01,1.524368531637907143e-01
4.799999999999999822e-01,-4.418516235560800143e-02,-2.881010329335683684e-01,1.697949915837502211e-01,1.499197660524854425e-01,1.152164789412903206e-01
4.809999999999999831e-01,-1.036626507499946032e-01,-3.159710353835651908e-01,1.831306236357487793e-01,1.353368911793676188e-01,1.041016532773571535e-01
4.819999999999999840e-01,-6.855503766890205797e-02,-2.712774215313732973e-01,2.116330988298612548e-01,1.052350922449216963e-01,1.583871227574177309e-01
4.829999999999999849e-01,-9.984805193182133554e-02,-2.705471244709756751e-01,2.126259599226741070e-01,1.123463056578522107e-01,1.320476381986538383e-01
4.839999999999999858e-01,-1.966949575071576251e-02,-2.974156189806111406e-01,2.286278511746049902e-01,1.217319455697562502e-01,1.616631012741323592e-01
4.849999999999999867e-01,2.257563304601887741e-02,-2.723987998093777563e-01,1.815919403978096813e-01,6.609136312825636406e-02,1.592952289264460697e-01
4.859999999999999876e-01,4.745896717466197706e-02,-2.449672735421777880e-01,1.967271295620448002e-01,6.174825816666351663e-02,5.702040780532248443e-02
4.869999999999999885e-01,4.330133792649903252e-02,-2.657353652645645936e-01,2.144329858341552375e-01,5.112712687208725154e-02,3.638208134535909216e-02
4.879999999999999893e-01,6.053158391602418698e-02,-2.129426359753628373e-01,1.819529123798517833e-01,1.050875846366453592e-01,8.074741778658658942e-02
4.889999999999999902e-01,1.881584991208871960e-02,-2.028270502870917480e-01,1.721024459360804837e-01,1.099732439816363955e-01,9.512540651437184636e-02
4.899999999999999911e-01,-1.843791251456417327e-02,-1.831540994266028788e-01,2.099535311897636758e-01,1.171770678790911707e-01,7.398229327104190178e-02
4.909999999999999920e-01,6.634135498098672756e-03,-2.309945660283702906e-01,1.690491206767041343e-01,1.107196307923687673e-01,8.691135385714382489e-02
4.919999999999999929e-01,2.169092093307849189e-02,-2.490186590166355296e-01,2.211457093244624805e-01,7.905127881239355780e-02,6.744770041361579371e-02
4.929999999999999938e-01,5.368848270940283773e-02,-2.509080699712623042e-01,2.119373516788796985e-01,1.240477706972170358e-01,4.436277184993679679e-02
4.939999999999999947e-01,4.437359090205018897e-02,-3.071574254814341542e-01,2.114978524371275148e-01,1.328565135472435099e-01,3.656266114012242385e-03
4.949999999999999956e-01,3.027859366482757789e-02,-2.887296446981634235e-01,2.447613598293623960e-01,1.354980148069122037e-01,1.077170974125010207e-02
4.959999999999999964e-01,4.319448493567716596e-02,-2.417779743278294091e-01,2.938933563355468070e-01,7.573876239756674456e-02,2.754471589096101763e-02
4.969999999999999973e-01,5.420125775437943660e-02,-2.467472134575651177e-01,2.236327458655056888e-01,1.098155011571549933e-01,-3.752092687588047537e-04
4.979999999999999982e-01,7.809984563456245921e-02,-2.030259685168641359e-01,2.226660325214047942e-01,1.680568287187824694e-01,2.904513626006702612e-02
4.989999999999999991e-01,4.034666284656702323e-02,-2.205058540241676968e-01,1.779143840678205912e-01,1.342596514577995281e-01,1.705680084140415512e-02
5.000000000000000000e-01,3.388004438169427840e-02,-1.786677715473471983e-01,1.946852436076455806e-01,1.362243966074407064e-01,-9.587516465845638894e-03
5.010000000000000009e-01,-2.593422218469172702e-02,-1.008851489596719886e-01,1.582197309271527463e-01,1.229752264902618242e-01,-3.277759093627606590e-02
5.020000000000000018e-01,-5.279329216552326731e-02,-5.708389859377253905e-02,2.091840224990064445e-01,1.061149406719390509e-01,-2.387448886147327393e-02
5.030000000000000027e-01,-3.214733454579705302e-02,-1.786237140118648176e-02,1.576740833244879569e-01,1.100828579864783913e-01,-7.853742062121553055e-03
5.040000000000000036e-01,-5.734332828598943943e-02,4.864403396274041141e-03,1.660219108617199957e-01,6.532607611325599861e-02,-1.886439568340388812e-02
5.050000000000000044e-01,-9.854577518972695849e-02,-6.394587910540194646e-03,2.028604142076968486e-01,5.455426477589300771e-02,4.580207882427332622e-02
5.060000000000000053e-01,-6.944433491603721476e-02,-1.813619819525877710e-02,1.432225899947126568e-01,-5.264375616096515775e-03,5.979443749460439106e-02
5.070000000000000062e-01,-1.383825627544503223e-01,-1.811041155490168697e-03,1.150147612079195636e-01,-3.189179950959977056e-02,1.212904573604681319e-01
5.080000000000000071e-01,-1.332599735089399218e-01,-1.185435192145084006e-02,7.978993224938910056e-02,-1.869140102703181067e-02,1.405720212857161644e-01
5.090000000000000080e-01,-1.833128290618942779e-01,-5.320343141266768716e-02,8.626743705106339200e-02,-2.887840463524334739e-02,1.032623862145978094e-01
5.100000000000000089e-01,-1.941478869386207562e-01,-8.271620820131353469e-02,2.657956994534634021e-02,-5.967559630498334849e-03,1.136620443848587181e-01
5.110000000000000098e-01,-1.948819778412249071e-01,-9.585140536520871113e-02,5.027829973629680677e-02,4.454824938767113114e-03,1.125104035582082801e-01
5.120000000000000107e-01,-2.397912951191001618e-01,-1.328765271954782667e-01,5.559841191528005350e-02,-3.898140288712466373e-02,1.205663086584917720e-01
5.130000000000000115e-01,-2.827696787647552279e-01,-1.149357396892886074e-01,2.252778733529924721e-02,2.983912514518423376e-02,1.067471166371383035e-01
5.140000000000000124e-01,-3.071658500587188256e-01,-6.647673418762164999e-02,-3.885954467881071184e-03,4.350322538362504099e-02,4.614340911625341296e-02
5.150000000000000133e-01,-2.777700676955699999e-01,-1.001806532927538712e-01,6.903909143832269446e-02,4.616053101513868662e-03,1.281863248954398515e-01
5.160000000000000142e-01,-2.777994770287839921e-01,-1.315813571156344008e-01,1.558000094474498720e-02,1.500290933213575036e-03,1.243303137778127843e-01
5.170000000000000151e-01,-2.918859337775695506e-01,-1.123934015152961152e-01,5.561004256934852508e-02,-1.537507214355113977e-02,1.251193950405955768e-01
5.180000000000000160e-01,-2.344496900108420934e-01,-1.141325833023133923e-01,8.544608947158485734e-02,1.149512576847045754e-02,8.378800751640630429e-02
5.190000000000000169e-01,-3.000163430586694213e-01,-1.059523266908774797e-01,1.217888003006971365e-01,3.781522159354329393e-02,1.314907319214742298e-01
5.200000000000000178e-01,-2.720495398034830092e-01,-9.231843603500503037e-02,1.286215101597471266e-01,3.824000586135008206e-02,1.333036750369251677e-01
5.210000000000000187e-01,-2.508754564667211029e-01,-2.428843182173547055e-02,1.318438265889015359e-01,1.658217442843158348e-02,1.131191782683312330e-01
5.220000000000000195e-01,-2.415433468426229635e-01,1.598510540473999098e-02,8.806230552884387885e-02,2.052567126346881501e-02,8.798195786777701644e-02
5.230000000000000204e-01,-2.667808706141751585e-01,1.383409176456967989e-02,8.766553993974676717e-03,-3.025627625640348040e-03,1.084515006110734481e-01
5.240000000000000213e-01,-3.047680354854607754e-01,3.275675735666991328e-02,1.186149156717231784e-02,4.368439620584629174e-02,1.022211103916418895e-01
5.250000000000000222e-01,-2.769291276031540794e-01,3.498430066930989513e-02,1.481345052637919948e-02,5.689637018154580783e-02,4.947328845528106700e-02
5.260000000000000231e-01,-2.505194846141218235e-01,-4.632939129479339557e-03,2.442802987405639711e-02,9.055356179406476302e-02,8.772667005466855406e-02
5.270000000000000240e-01,-2.339651687250089984e-01,1.331409202281797627e-03,5.903949579801312519e-02,7.065908330728666586e-02,9.943529563473975375e-02
5.280000000000000249e-01,-1.805715794062665580e-01,1.179153168009088037e-03,4.408180050459472449e-02,8.918748455658670471e-02,7.826040375984195940e-02
5.290000000000000258e-01,-2.102948348457611971e-01,-7.410466731437680490e-03,9.715573706034874579e-03,1.075004659979121452e-01,4.098709062274049492e-02
5.300000000000000266e-01,-1.783119521243686778e-01,-1.886331746126674799e-02,9.480609162170767351e-04,8.959230088271152859e-02,3.555781604681788888e-02
5.310000000000000275e-01,-1.945695833463483848e-01,-4.934280637776145353e-03,1.433541038813412362e-02,7.806810436632961869e-02,-1.088439707335098205e-02
5.320000000000000284e-01,-1.606254112234176967e-01,-6.944598300292625925e-02,-1.248053232025255616e-03,8.447095012548407056e-02,9.872307994940928561e-04
5.330000000000000293e-01,-2.065180525083507024e-01,-6.877279909033043315e-02,-1.365689941624568908e-02,8.270759418820518294e-02,6.953308074840693596e-03
5.340000000000000302e-01,-2.135713749707239262e-01,-7.006352249786745867e-02,1.404298727027349439e-02,8.641399660948569095e-02,1.989057690349655891e-02
5.350000000000000311e-01,-2.421406880815808738e-01,-2.653453029298777355e-02,2.575503272283347078e-02,1.067311162959814208e-01,2.631979320198822581e-02
5.360000000000000320e-01,-2.104227104793179315e-01,-1.241449422754577377e-02,3.544939623760288983e-02,1.001217686688031100e-01,2.253891351788510702e-02
5.370000000000000329e-01,-1.937186783671802082e-01,-3.533261104513579082e-02,5.638651878351178676e-02,1.060503616044295161e-01,-9.641170483687077492e-03
5.380000000000000338e-01,-2.035559525894636568e-01,1.609100411157202842e-02,7.398203429786459617e-02,9.221732324057047014e-02,1.851484979764862066e-02
5.390000000000000346e-01,-1.928066096976102928e-01,-3.936782691717652383e-02,6.888039414408714256e-02,8.474035261615928127e-02,-7.146021407255783581e-03
5.400000000000000355e-01,-1.539719770952892586e-01,-2.746129079997834677e-03,1.036037276014430963e-01,4.092535065815517542e-02,-6.735743521337091144e-02
5.410000000000000364e-01,-1.611991504276597820e-01,3.043360082443506351e-02,4.389128772430429121e-02,3.383451038689447299e-02,-7.425246723052650322e-02
5.420000000000000373e-01,-1.532482173854345930e-01,-2.711054212562954285e-03,5.996640849411660756e-02,6.187524379167318872e-02,-7.515896280827030762e-02
5.430000000000000382e-01,-1.069381119106576350e-01,2.300728448981219018e-02,5.185857921876660392e-02,5.773790929806457001e-02,-5.656230713943757871e-02
5.440000000000000391e-01,-4.496693510757519829e-02,-1.691640489691302249e-02,1.039785529649993323e-02,1.973392895709122352e-02,-4.776791005454303352e-02
5.450000000000000400e-01,-8.542283329706795714e-02,-1.826929497363817892e-02,4.284063904297168157e-02,4.704283087128280361e-04,2.491460674333950687e-03
5.460000000000000409e-01,-1.220940335584966008e-01,1.913475983245600809e-03,7.353776676569707960e-02,-1.742664816625343061e-02,7.444295606579451677e-03
5.470000000000000417e-01,-8.746288012783373644e-02,8.857782362329068293e-02,1.058650825440326237e-01,-1.842789609880261456e-02,-5.534898366584769386e-03
5.480000000000000426e-01,-5.666129554738143226e-02,6.822541703566684101e-02,7.402872579345882997e-02,-3.749610873694854407e-02,4.919446791398764812e-02
5.490000000000000435e-01,-1.963361876414782686e-02,6.900532838287969095e-02,1.182156818385625419e-01,-5.851749526211297986e-02,4.483938954409033562e-02
5.500000000000000444e-01,-3.265747057129713554e-02,1.470044950486716628e-01,8.420060021512783266e-02,-9.902642953088743039e-02,-3.057465730078175181e-02
5.510000000000000453e-01,-3.402127027026856376e-02,1.800724425100474757e-01,6.321888275338977126e-02,-1.499648615266532814e-01,-5.153881662184084389e-02
5.520000000000000462e-01,1.089140788770561613e-02,1.592246342406323789e-01,6.517255731793979157e-02,-1.153458966926334539e-01,-1.639400619530921588e-02
5.530000000000000471e-01,-8.350000230533470569e-03,1.460488004451088173e-01,1.087158979535758768e-01,-2.226165971974757019e-02,-2.617527390678531934e-02
5.540000000000000480e-01,-4.316897595498250806e-02,1.921579060685688345e-01,9.956992952135797215e-02,-3.826172322518161389e-02,-2.684419436989795085e-02
5.550000000000000488e-01,-8.153757591303802121e-03,2.110144177002323540e-01,1.429865605474226198e-01,-3.253459852322192897e-02,-6.172442237119836472e-02
5.560000000000000497e-01,3.852835788509006987e-03,1.898961883823434282e-01,1.668472738794311572e-01,-3.180655536267875533e-02,-7.270395225905371128e-02
5.570000000000000506e-01,-4.431017876706350861e-02,1.771409148435414416e-01,1.875865596882050623e-01,-4.422786055077740364e-02,-1.210604930837509419e-01
5.580000000000000515e-01,-8.591790911921357021e-02,1.720992112135621144e-01,2.097601997891991032e-01,-5.147578308733248564e-02,-1.140233743288619761e-01
5.590000000000000524e-01,-1.688410324427709608e-02,2.088226035384882495e-01,2.210304394551351470e-01,1.819956085267636359e-02,-1.212175371138650010e-01
5.600000000000000533e-01,-2.207970243231576965e-02,2.386156820467972839e-01,1.981830859644799492e-01,4.010275922821259637e-02,-1.410715978099427448e-01
5.610000000000000542e-01,-1.416275503453186604e-02,2.527484535310353109e-01,1.937733059958278159e-01,4.384027505505287692e-02,-1.708505791809551422e-01
5.620000000000000551e-01,-1.355289898079405780e-02,2.377171260269951847e-01,2.502656049141862016e-01,2.224284471002145255e-02,-1.596855976396964472e-01
5.630000000000000560e-01,-6.172387445694599815e-03,2.113743768705705905e-01,2.254566936048202075e-01,-2.125147212451968318e-02,-2.015231100436026823e-01
5.640000000000000568e-01,-7.334806983557849713e-02,2.180990044519648119e-01,2.221776184561291279e-01,-3.159383309240726412e-02,-1.903224260778797194e-01
