,Date,fOU_H0.1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599,0.6792599
1,0.001,1.2178034,0.6881856,0.48213577,0.61830336,0.5681393,0.6470488,0.705466,0.781584,0.67579705,0.7018937,0.90491074,0.72899055,1.0032756,0.80958706,1.0411708,0.5286596,0.6551552,0.5040505,0.8812127,0.62450504,0.6598225,0.9780772,0.8414906,0.7186285,0.18367031,0.6009931,0.8283217,0.79579246,0.80623937,0.7074707,0.89567596,0.7857726,0.34505978,0.5917057,0.59101194,0.7319597,0.76981777,0.53693295,0.736729,0.70643985,0.8278908,0.5686826,0.76366,0.6737317,0.59949434,0.6843857,0.5141838,0.59876823,0.5751508,0.8074539,0.6683482,0.2674131,0.5464108,0.6891023,0.4886533,0.72667146,0.8752265,0.756297,1.0005426,0.7707714,0.3629431,0.7906407,0.3357582,0.74938476,0.7247502,1.0193444,0.41155744,0.57997847,0.6608062,0.81167525,0.9537918,0.78720534,0.81601995,0.32201803,0.73480004,0.7705086,0.85538274,0.57234174,0.8638756,0.55904275,0.4417251,0.6800125,0.8328248,0.8503811,0.7902631,0.9122822,0.6591705,0.7813411,0.62932074,0.8488488,0.6891928,0.9511826,0.75373113,0.6304811,0.47979,0.9094705,0.59409565,0.5050296,0.6076049,0.7333068,0.6482798
2,0.002,-0.041178133,0.8709892,0.93564284,0.5975316,0.62389576,0.45603,0.68429756,0.7450956,0.817688,0.5740994,1.0084519,1.1922803,0.6591437,0.84753007,1.2195593,0.4749592,0.64879847,0.4129847,0.7592973,0.6866124,0.34793627,0.70841527,0.9847347,0.63165045,0.087894104,0.62554324,0.87341917,0.8282894,0.8067179,0.8722165,0.60528934,0.9537238,0.5345317,0.7356609,0.5720044,0.919367,0.73461807,0.49486437,0.9694197,0.6158882,1.0666215,0.5726784,0.39645773,0.76834893,0.39728102,0.42130685,0.6724231,0.3282476,0.6027151,0.7256905,0.92033315,0.26916713,0.37006217,0.49767226,0.52290297,0.53352225,0.9120614,0.90183717,1.0282712,0.7602044,0.4161579,0.60510945,0.2052454,0.5390846,0.50189066,0.999659,0.27577728,0.5482544,0.5804384,0.90150684,0.91368455,0.7065992,0.6283207,0.09464179,0.66361743,0.6950741,0.9198309,0.5251909,0.56332695,0.47048315,0.44675785,0.68730277,0.72451013,1.1067159,0.7032716,1.048948,0.7185252,0.8730987,0.70516336,0.8552311,0.7549908,0.769115,0.93128943,0.61011213,0.44812214,0.7150859,0.3153178,0.32520717,0.3008065,0.68991035,0.49514493
3,0.003,0.38316736,0.5405257,0.7111997,0.601257,0.7488559,0.4294673,0.6012355,0.7542319,0.7827897,0.38111117,0.9394349,1.287587,0.68809664,0.7208082,1.1124314,0.8432996,0.5486768,0.35559818,0.7749228,0.53573585,0.6104323,0.9884172,0.8028166,0.60913765,0.21475542,0.5952946,0.8817513,0.50640357,0.745665,0.85084826,0.49776268,1.0717634,0.718844,0.8014636,0.58256125,0.6736401,0.9048872,0.45278493,0.91813225,0.28167897,1.3901837,0.77951133,0.1635419,0.8156543,0.51735765,0.58588725,0.48598942,0.27114543,0.7649518,0.7833332,1.069454,0.34429896,0.2132325,0.32945952,0.7222848,0.6445132,1.0365689,0.89322424,1.2210037,0.8339056,0.20462015,0.43181393,0.08756134,0.5144722,0.52316004,0.911415,0.35222358,0.60978764,0.38349557,1.0264827,1.0481974,0.7227786,0.7520689,-0.17039464,0.76963633,0.49841192,0.58509433,0.44915146,0.3861133,0.56191707,0.68467337,0.38345388,0.86474776,1.0533198,0.69648355,0.93473744,0.79869837,0.5675266,0.8302083,0.78998053,0.6760958,0.6805314,0.88824224,0.5790644,0.5233338,0.7569472,0.56591094,0.10198966,0.3677603,0.58977985,0.3231594
4,0.004,-0.027729603,0.5428522,0.7616064,0.76101476,0.884122,0.15715927,0.72790885,0.72709143,0.85121834,0.48522845,0.78146505,1.3496432,0.47728908,0.9570167,0.8408457,0.68393844,0.67860687,0.4496373,0.82541347,0.5738775,0.7536916,1.3696886,0.8204174,0.5657065,0.23548098,0.47782737,0.8658363,0.5741887,0.8066657,0.73048586,0.5271073,0.7988504,0.5495829,0.79839873,0.53385895,0.45421416,0.9603906,0.5623381,1.012103,0.24013308,1.4111234,0.60984945,0.081127346,0.8395798,0.4227345,0.57530975,0.39442036,0.2842203,0.6346037,0.63357747,1.1578469,0.21521513,0.21434738,0.13032617,0.4426095,0.3719921,1.0020264,0.8046294,1.3380963,0.6759051,0.28869146,0.43537492,0.20026425,0.58414197,0.8558421,0.82267255,0.4303946,0.76420975,0.26915193,0.87592006,0.9413027,0.9115367,0.8968072,-0.28373826,0.7756886,0.30557212,0.6633235,0.6238073,0.43391708,0.46651366,0.79107356,0.33761773,0.89485675,1.2856755,0.41129416,0.8752612,0.7964136,0.8579092,0.97464174,0.62842584,0.640837,0.6965159,0.67629486,0.61553174,0.55032736,0.41454276,0.69222105,-0.005080633,0.49900657,0.5138841,0.4178722
5,0.005,1.1892799,0.6806888,0.61050445,0.92146987,0.92737365,0.22531721,0.6872076,0.7657118,0.97612756,0.5420115,0.7224164,1.2538562,0.58125824,0.8085513,1.1114407,0.5240653,0.60698915,0.7494988,0.8606962,0.6584167,0.7601246,1.5828763,0.6169874,0.5424069,0.55116403,0.27324626,0.8874448,0.6203618,0.7967711,0.32645586,0.4514675,0.95130414,0.7519715,0.7324105,0.7290026,0.6770035,0.6802109,0.536812,0.9960019,0.054074448,1.2407945,0.89737403,0.1824887,0.8520966,0.61649144,0.725318,0.35329103,0.31380355,0.46450958,0.70927376,1.1661941,0.18307123,0.1299132,0.11916041,0.3964508,0.033857442,0.74580264,0.91044265,1.3238254,0.93493205,0.39634916,0.33444336,0.132722,0.54306525,0.98144126,0.475262,0.6155339,0.93325794,0.006524059,0.91044295,1.0057093,0.86434484,0.8980291,-0.36355203,0.83021116,0.1633228,0.4424001,0.79283404,0.66796905,0.51961684,0.8959111,0.2744893,0.9749184,1.2621843,0.26900142,1.1381905,0.82279295,0.9943783,0.9688263,0.47829962,0.5768437,0.50454074,0.68602675,0.64129776,0.62281805,0.3838847,0.46665674,-0.21463665,0.22631727,0.35450524,0.79231393
6,0.006,1.2439201,0.9993138,0.5052102,1.0309508,0.84915406,0.45574766,0.6296666,1.0216068,0.8524949,0.43441764,0.64860016,1.0429341,0.58659655,0.7853884,0.7824983,0.747681,0.66063404,0.718504,0.7947248,0.568523,0.8278162,1.7014068,0.6610621,0.60297877,0.42079175,0.05824582,1.0311432,0.5831397,0.8236322,0.29474813,0.4754193,0.9073217,0.6581495,0.6682535,0.75864655,0.5339082,0.7029174,0.45661446,1.0276306,-0.06526414,1.349735,0.8167751,0.23149619,0.98817486,0.70200783,0.76318365,0.39990544,0.26222655,0.42298868,0.62403196,1.3164833,0.0876659,0.25642306,-0.09787708,0.41977504,-0.15036638,0.7303067,0.7165816,1.389653,0.80981547,0.43643928,0.45248574,-0.041146792,0.85663146,0.85030335,0.31793928,0.76516616,0.8866208,0.1490833,0.81732833,1.0908538,0.6026287,0.94386196,-0.4268669,0.66739804,0.22046854,0.5675602,0.86864454,0.6469681,0.5241019,0.9558228,0.4546344,0.9238191,1.1748824,0.19226728,1.0957043,1.0042038,1.1512295,0.9161425,0.3691656,0.4908517,0.3162248,0.51288736,0.626692,0.2699828,0.15559147,0.5225789,-0.13494267,0.20168567,0.2503938,0.8107159
7,0.007,0.31752068,0.79178023,0.5369643,1.1829444,0.9164132,0.52075934,0.6750674,0.88433367,0.6531489,0.27282143,0.6828481,1.1005279,0.5419422,0.6888577,0.6859309,0.67619056,0.82467425,0.6972843,0.6396846,0.9155378,0.79514694,1.869776,0.6030745,0.6193703,0.4569565,0.08036661,0.97279805,0.8690742,0.9296905,0.07761913,0.4015476,1.0508909,0.6957041,0.971861,0.8605762,0.489666,0.51855004,0.7448988,0.8181504,-0.059037045,1.4902216,0.5882322,-0.01806173,1.0156444,0.6485654,1.0070754,0.3329272,0.34856102,0.39564797,0.57979006,1.2023036,-0.016333658,0.31824073,-0.13101359,0.24249825,0.032770637,0.42910567,0.6588599,1.2229285,0.7375871,0.50551176,0.4976626,0.07116461,0.9377585,0.85777897,0.2686166,0.65248024,0.70902616,0.38741714,0.84609145,0.88867223,0.5956682,1.1629071,-0.4466502,0.7358754,0.37289575,0.4170369,0.6856427,0.28954434,0.36851898,1.1572133,0.49066302,0.94870216,1.3608043,-0.01980636,1.1581273,1.0071186,1.1574904,1.0418725,0.4129112,0.54300046,0.5505818,0.5368386,0.6906288,0.2165783,0.20299311,0.56570846,-0.27808827,0.09891232,-0.0031970749,0.82149863
8,0.008,1.0846126,0.61075413,0.55765057,1.1013875,0.8772497,0.27318487,0.7155542,0.9879801,0.6853322,0.14741266,0.6089176,0.772673,0.291309,0.84450513,0.45313352,0.81947464,0.6124209,0.711401,0.68715334,0.90047926,0.8810858,1.7383356,0.76262635,0.7566799,0.7983173,-0.3867585,1.2838755,0.77997184,0.8652328,-0.027714312,0.39629236,1.3056374,0.6673182,1.0436076,0.94165397,0.4387046,0.4357354,0.90631473,0.99912584,-0.094176404,1.6728293,0.5875293,-0.07249223,1.3962097,0.58922005,0.8753516,0.23704189,0.5580932,0.22109279,0.8270502,0.85912454,-0.17358154,0.5392597,-0.10763748,0.28146622,-0.01800945,0.6344279,0.6221677,1.155609,0.6846374,0.5960241,0.42449287,0.061130952,0.87637585,0.77408826,0.43927193,0.5786308,0.5023929,0.4410833,1.1142956,0.85509086,0.66176623,1.0456446,-0.3636365,0.86901927,0.37717745,0.5803504,0.51490617,0.28029284,0.23286732,1.3157986,0.065811425,1.1648647,1.1646059,-0.14652881,1.0168523,1.1609473,1.280298,1.4565544,0.4567585,0.8391526,0.80376476,0.36567315,0.77358305,0.061116487,0.10486435,0.006642163,-0.040850237,0.13313815,0.35901907,0.7883587
9,0.009000000000000001,0.6327651,0.56656843,0.6437084,1.2052636,0.7188639,0.26082724,0.54505426,0.9968443,0.51123506,-0.024614917,0.4641595,0.5264214,0.53457904,0.9557394,0.46812198,0.7696359,0.7886825,0.8102346,0.83038056,0.85858524,0.83331835,1.7580211,0.6180556,0.7709624,1.0115912,-0.2550724,1.3735368,0.79046315,1.0039074,0.0005287153,0.6862049,1.4538857,0.54574305,1.1065478,0.7022297,0.5533758,0.28070498,0.94799453,0.7061377,-0.23335789,1.7117659,0.63801235,-0.42977315,1.4028155,0.46120417,0.6946934,0.030060738,0.5687507,0.22036846,0.9581861,0.7010778,-0.20510846,0.19465989,-0.1668046,0.20801109,-0.15377502,0.82987934,0.5246386,0.97573483,0.5349332,0.36321262,0.019459832,0.08839487,0.94756097,0.8662042,0.2925006,0.5568124,0.5256946,0.28911752,1.1017051,0.71435785,0.47703376,1.1121476,-0.40435106,0.99522,0.41247752,0.42357957,0.45923287,0.19134971,0.046672933,1.4371091,0.037160926,1.0284199,1.3349588,-0.059227645,0.91020703,0.9933606,1.1657468,1.4091487,0.13630968,0.8126138,0.7677346,0.48252302,0.7623619,0.31421393,-0.31650034,0.26734406,-0.1168129,0.17517622,0.32641163,0.5992725
