,Date,ar1_short_memory,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.01,0.2962203,5.727327,2.92001,-1.3374343,2.5489187,2.2571635,2.8923864,-0.4954512,0.88195616,-3.7721663,4.161267,2.0204937,-4.778887,0.08697393,2.5684109,-4.313329,-0.98624045,2.1237535,5.86729,-0.36914137,-3.9675622,1.8911374,4.0158677,2.899392,-3.328843,2.714888,-3.8436828,0.9954632,-0.86946553,2.374248,-3.8839011,3.555444,7.1348453,-5.9230204,5.516234,-2.0301614,-1.9317827,2.3799827,-0.5792456,-0.615828,-6.700014,4.0162077,-3.235433,3.7398858,9.755852,-0.16716856,-5.737315,1.6243978,0.16875488,3.3400993,-2.8611479,-1.2536082,3.363723,-2.4006155,-2.2801285,-6.709467,-2.0140827,-2.0082986,7.455637,-3.9189444,1.0435488,-1.4507942,-3.2720897,4.183385,-2.6792138,3.3626618,-5.9719834,-1.5543225,5.5349274,7.3282657,-2.2552812,-4.658834,3.4516046,1.1695476,4.0467916,5.513566,-5.4557056,-2.251804,1.0636835,-3.7897506,0.96875924,-1.9957952,3.3854637,-1.6292784,7.8019395,4.491181,1.3942267,9.348589,3.6125484,-7.1231875,-3.193941,-0.979948,3.5381498,-1.9052095,-2.6594157,-1.2983141,0.5556013,0.124892466,-0.06273899,0.036553793,3.9502797
11,0.011,0.73364455,5.2781324,3.4665236,-0.23807585,1.4593816,1.3587602,2.8101285,-2.0406885,-0.17078736,-2.771278,3.6175168,1.919632,-5.4584193,-1.1689643,1.2395335,-4.714891,-0.80923814,0.8364077,7.8650618,1.6675907,-4.7558484,1.8134544,5.226574,2.6338665,-4.0484333,3.164814,-4.3224926,1.0611501,0.2172715,2.172387,-3.8118715,2.2763317,5.9257097,-5.6023197,6.067195,-0.9951735,-1.8458462,4.1825924,-2.1346657,-2.5382895,-7.862116,4.1448975,-3.2192013,3.5714207,11.142376,-0.21826664,-5.4544325,2.0284696,0.1716921,4.385146,-3.119304,-1.0447354,2.8813245,-1.0775595,-2.7312813,-6.445999,-2.4589434,-3.5144181,7.337513,-3.8591695,1.8875177,-1.0803089,-1.9283795,4.9042363,-4.3725243,4.2038713,-7.037606,-1.1940123,3.0491364,7.2468157,-3.0976226,-4.0968776,4.43827,0.5302798,2.65315,4.31691,-4.4662323,-2.0534997,2.1033096,-3.5484877,0.7758229,-2.274899,3.8277779,-0.7074326,7.543817,4.43522,0.8786548,10.18115,2.6903203,-7.1926565,-2.6197422,0.6277184,4.6274104,-0.89779264,-1.9790297,-2.1325502,1.0418503,-1.7427974,-0.12027902,-0.12750211,6.195008
12,0.012,0.94079345,6.7167015,3.387543,-1.006856,1.9685919,0.9757908,2.5128722,-1.0063875,0.5276434,-2.7726343,3.028387,0.87512845,-5.7087836,-2.539871,2.748031,-3.3617785,0.99288815,1.6905318,7.6130447,2.9183233,-5.077384,2.1555386,3.3138363,4.4870405,-3.4289021,5.1812696,-3.190324,2.245783,-3.7489529,-0.70335037,-2.6820374,2.017788,6.955153,-6.883912,6.813845,-1.2176443,-1.4623302,5.7049494,-2.6061425,-2.963776,-6.9190187,4.542958,-3.2164898,2.2823238,11.947047,-0.09656764,-6.410157,0.6817257,-0.4295177,4.3111115,-3.4237652,1.3186054,2.979037,-2.7613509,-1.7327168,-5.3308034,-2.9863567,-5.423026,7.534367,-3.811275,2.393139,-2.023619,-2.218233,4.916366,-6.043685,4.755399,-8.228958,0.60289913,2.5338092,8.855718,-1.5502479,-5.7623024,4.6029534,0.3064319,4.314288,4.662527,-3.7213526,-3.6675582,2.0857706,-4.509632,-1.1096408,-1.8502834,4.901049,0.13797688,8.562203,3.8193495,0.56890726,8.8643875,3.6976886,-6.6491165,-1.5069292,-0.37143153,4.81478,-1.4938507,-0.6566887,-2.1883082,1.2241929,-2.7017817,-0.08056239,-0.43894035,4.64544
13,0.013,-0.15588248,6.031506,4.6252956,-1.324804,1.0167882,1.6144564,1.1039888,0.13812172,-1.3983525,-3.050077,3.052425,1.8353386,-5.049122,-2.2309961,2.4576926,-3.3979847,0.40005928,2.9079013,7.7473307,4.2083397,-6.182779,3.4584146,4.64213,5.302732,-3.1044211,4.719164,-4.7363853,1.9487224,-2.4125392,-2.528306,-2.8897095,2.5214772,8.528571,-5.0716696,7.5999565,0.4798122,-2.3424938,5.3661485,-2.38392,-2.9794536,-5.704665,4.3703666,-2.8936646,2.829966,10.383733,-1.4948645,-5.5940666,-0.7616939,-1.670898,3.105967,-1.5278864,1.1705291,2.6462355,-1.7440162,-1.7136884,-5.7684283,-3.0485897,-6.5783544,8.294561,-3.371019,1.4782431,-1.629816,-3.1931152,5.4267597,-5.930857,6.107615,-8.274758,0.21540675,1.4631436,10.005757,-1.9452543,-6.108012,3.9911134,2.1243293,4.99489,4.4688506,-5.1069536,-5.0522513,1.5275643,-4.1438518,0.64346385,-3.0868576,3.037354,-1.1029377,9.832794,6.2009006,0.14837164,7.001822,4.2595043,-7.0532684,-1.9358239,1.9278052,3.7079766,-0.64314896,-0.3239164,-0.95343643,1.1401039,-2.528205,-0.5590708,-1.1796477,6.0259867
14,0.014,1.5115939,5.0984573,3.1881962,-1.177509,2.092756,1.8801314,0.41491324,0.07476737,-0.4177511,-3.9176934,4.255247,2.8502097,-4.1076794,-0.54008526,3.3644032,-3.8136482,0.8486025,3.3472497,7.0195255,2.9334283,-5.5496387,1.7784199,5.4096394,5.021854,-1.5040541,4.767809,-5.6022863,0.8392599,-3.138782,-2.0466926,-2.5157425,3.9139361,7.7238274,-4.6317225,5.751302,-0.7278572,-2.7621021,4.9613485,-2.8507125,-3.23301,-6.5314274,4.576156,-1.5811667,2.4225628,9.378331,-1.0479951,-6.257523,-1.4548746,-1.7875881,2.8283408,-2.08954,0.2679357,3.6092126,-2.0593023,-2.4199042,-7.084307,-4.5340466,-7.8260045,6.143535,-2.9650116,-0.9944503,-1.5057251,-2.9534757,5.66446,-7.5374107,6.8796997,-7.414442,1.8123585,0.9324947,7.837192,-1.5825138,-7.0373645,4.173542,3.5697598,4.3374753,4.6151166,-6.747383,-4.7358546,1.831965,-3.656172,0.035880677,-2.2464478,3.1444216,-2.0426188,10.136803,6.140394,0.4534895,6.9097776,2.8989053,-7.328969,-3.6301608,0.4991122,5.0306983,0.910091,0.4485506,-0.44179147,0.6040816,-1.5493978,-0.9013246,-1.6714677,5.0083017
15,0.015,-0.9835842,7.2698855,3.4087687,-1.8211725,2.6425633,-0.9698408,1.5996603,0.724086,-2.7641609,-5.446272,4.246255,2.1473792,-3.938335,2.1525445,3.9736257,-1.7358581,-0.22417513,4.242674,7.974423,3.640905,-4.732027,-0.81512934,6.904195,4.079783,-2.9278479,5.653394,-4.8485336,2.5411348,-2.3805282,-3.0003195,-3.1747024,3.9146686,9.048769,-3.441571,6.9265504,-1.785724,-4.2923174,5.2202253,-3.0235245,-2.4307709,-6.0614185,3.8556576,-1.1209438,2.0926218,9.020076,-1.4688693,-6.2656155,-1.9246864,-0.3988756,1.8473128,-3.85607,-0.59640473,5.387801,-3.0758893,-3.1283386,-8.0335865,-5.316798,-7.5161085,5.104176,-1.9474866,0.25305378,-0.45872992,-1.7976398,6.766032,-8.450857,7.2064285,-7.669164,1.1078417,3.54762,6.394256,-2.3841,-8.337692,3.8461332,1.347265,2.5807056,5.454815,-5.200457,-5.323837,2.4632993,-3.025762,-1.03701,-2.3115036,2.8746123,-3.0436258,10.044492,6.4036856,1.1496503,6.294479,1.9689416,-8.917806,-3.635498,1.9446718,4.725508,-0.41058186,-0.3798525,0.98289436,1.3931909,-2.177716,-0.56827825,-4.3917613,3.9917006
16,0.016,-1.2151736,5.78683,2.7235827,-1.7245458,1.9688354,-1.0837638,0.7507847,-1.3271302,-2.7614982,-5.0990434,4.826343,0.9669698,-3.532482,0.4992351,4.2980328,-1.7236109,-2.369396,6.57323,7.7711926,1.6150403,-4.002109,-3.001401,6.2453737,4.092534,-2.99001,4.878388,-3.3471522,3.7496812,-3.2903259,-2.1530175,-2.047006,4.528134,7.979897,-3.4705524,8.324813,-0.717148,-3.2747686,3.570145,-3.5816808,-2.3665128,-6.8574653,4.632111,-1.8092201,2.038471,7.6541595,-0.82584447,-6.349218,-0.7027588,0.49237013,1.6033113,-3.7470121,-1.4935733,5.177897,-4.22565,-3.2199736,-10.037673,-4.535989,-7.2406607,4.852848,-1.7413146,0.46602526,-2.7409573,-1.9391396,9.475895,-10.464797,8.512967,-9.1529665,0.9153087,2.7236738,6.968996,-2.3107936,-7.184483,4.414897,2.5970488,2.1777322,3.6145163,-5.0415983,-5.462224,4.0106106,-2.202876,-1.2905798,-1.7298353,1.3862524,-2.3188818,9.125566,7.2499237,2.0664046,4.708825,0.18617743,-10.925943,-4.0918365,0.9571158,3.9767802,0.56455404,0.23022214,0.2291508,0.93654615,-0.5842388,0.34820524,-5.769268,4.9894266
17,0.017,0.3090794,5.6060667,3.1624122,-3.5096562,1.7466197,-1.5238802,1.7638925,-1.3798364,-2.7378526,-5.250621,3.9409034,1.32612,-2.5080307,-1.8518239,3.8033528,-1.4549737,-1.6404194,7.726024,8.170576,0.9588956,-3.3955202,-2.6131454,6.298014,2.524938,-5.167461,3.7276595,-2.7710922,3.2150142,-2.957701,-3.5623007,-2.2343647,2.9746761,7.9151745,-1.7814475,8.991882,-0.83537465,-5.078701,3.3411555,-4.399672,-0.8254989,-7.418708,5.3561673,-4.3259854,2.9330258,6.3051267,-0.65956384,-5.864014,-0.168414,0.57291234,1.0133078,-3.6648726,-1.1110027,6.21191,-5.255188,-4.090952,-9.61262,-5.419235,-6.8016276,3.2770748,-2.7715178,-0.4944573,-2.0257668,-2.5992463,8.804288,-8.3165,8.079318,-11.534028,1.6506135,3.6777828,6.9442964,-0.76500195,-6.7429404,4.1521354,1.6891451,1.6110675,4.221766,-5.6167974,-4.4673157,3.9949906,0.13595673,0.027141713,-3.8650959,3.0884216,-2.2697217,10.179027,7.3060746,2.0903087,4.0227985,-0.59889823,-10.708416,-3.9882126,3.9416118,5.6641283,-0.31363752,0.99895173,0.5572857,2.6441188,-1.9832959,1.639143,-4.922892,4.806803
18,0.018,-0.5361929,6.338231,2.951832,-4.596256,1.8611903,-2.525748,0.9853304,-0.910335,-2.35396,-5.412795,3.618595,0.24820003,-2.8395288,-0.6028455,5.0206146,-2.0380974,-3.1345353,7.0789495,7.935993,0.76427925,-2.6123395,-2.289348,5.512592,0.6962548,-4.41205,3.9529123,-1.3517343,3.0588963,-1.4601549,-3.5149055,-1.0092127,2.9956725,8.528663,-1.5813098,9.181617,-1.594065,-4.269566,2.1149447,-3.220837,0.5031175,-9.1032715,5.8319664,-5.831431,4.6572156,7.716757,-1.0447364,-3.2501054,-0.08260093,-0.33755538,1.1078836,-4.375785,-1.4609501,7.1803174,-4.248978,-2.1724393,-10.716202,-4.8275476,-7.821038,4.3907127,-4.865993,0.35713723,-1.226785,-3.9077067,9.333391,-7.663675,6.5409284,-10.458205,-0.19659841,2.8948412,6.1105485,-1.6540748,-7.022155,2.7760348,1.7709295,2.3744311,5.632163,-5.9517145,-4.241361,4.5011826,-1.1009388,-1.1261368,-2.7879066,3.2375078,-3.4369183,8.615815,6.4789033,0.5121181,6.6502304,1.673175,-11.123169,-3.2608767,3.244052,5.505261,-1.0669973,1.7463026,-0.10576791,3.9107282,-2.6222262,2.0855646,-5.0949306,5.5325184
19,0.019,-1.1238738,6.3371224,1.5821662,-6.607822,0.22137773,-1.9616635,-0.5684977,-0.75481683,-2.3012862,-4.621703,3.6631036,-0.51718265,-1.6104504,-2.575756,3.8121505,-0.30585712,-5.343977,5.5367966,7.428724,-0.953571,-2.2882247,-1.5685967,4.8832636,-0.022187658,-3.7625325,4.7207613,-4.115505,2.0857992,-0.41932335,-3.7749152,-0.8591327,2.18319,8.404328,-2.893446,9.776431,0.6641701,-4.6071863,3.4659827,-3.9040692,-0.8449816,-8.880319,6.225951,-6.888387,5.663521,7.912206,-1.5199703,-2.9058263,0.6007026,0.5218109,0.6410342,-4.7502627,-1.606002,6.5251417,-4.173968,-0.6704083,-8.215106,-4.6310344,-8.587083,3.5362601,-5.200959,0.03969603,-1.0158546,-4.600578,9.365516,-9.110873,8.468536,-10.990087,1.6118841,2.528314,6.9720836,-1.2267172,-4.6829567,3.438326,1.008196,1.343991,5.7439437,-7.2861032,-3.4919493,5.046337,-0.09461144,-2.6478188,-2.552892,3.6110535,-3.291849,9.320135,7.192324,0.836734,7.01705,3.1205006,-11.957562,-2.1525269,4.6049747,5.3468847,-1.1106169,2.4788074,-0.3786638,1.7573113,-3.2937517,1.9686891,-5.714256,5.651269
20,0.02,-0.9413987,7.3965373,3.6774364,-7.284744,-0.09154079,-2.2096984,-0.09501735,-2.1764817,-1.1925565,-6.48761,3.0524855,1.1974492,-1.7788539,-3.2078395,4.6615105,-0.7074321,-5.8680124,8.1351795,7.741363,-2.360133,-1.8672657,-2.2181778,5.961574,-0.4560297,-3.6756952,3.4432578,-3.0658882,3.0484266,-1.7856323,-6.6185493,-0.8803614,3.3007593,8.90109,-3.908935,9.208598,0.29280853,-3.7243514,4.178929,-3.447489,-1.5404401,-8.188865,3.9797049,-7.794795,5.4659915,8.905792,-0.23814383,-4.594628,-0.5069609,-0.48634356,0.60460955,-4.811093,-2.1727755,5.4069104,-3.6854212,-2.238769,-8.750199,-4.794942,-10.415948,4.1669736,-5.7697043,-1.2558559,0.0014884993,-4.3551087,9.771258,-9.668264,9.673369,-10.7615595,2.492359,1.59249,5.941042,-1.2669195,-4.734545,3.6860697,3.028475,1.7903426,5.1766844,-6.258937,-5.4356217,4.4763703,0.8392119,-1.2785833,-1.8517853,2.809848,-4.3864007,7.4946785,7.6371436,1.8774266,6.997071,4.6283965,-11.728371,-1.1476989,3.881141,6.7039347,-2.613928,1.8485582,0.045309655,1.8189999,-2.2811928,4.144991,-6.488485,6.8230114
